IP1	IP2	IP1_Det	IP2_Det	Overlap_Det	Union_Det	Jaccard_Det	IP1_Ints	IP2_Ints	Overlap_Ints	Union_Ints	Jaccard_Ints	IP1_Ints_inter	IP2_Ints_inter	Overlap_Ints_inter	Union_Ints_inter	Jaccard_Ints_inter	OverlapP_inter	Overlap_Ints_List	FC_Corr	FDR_Corr
mB.EC.ARHGEF26	m9.SMC.ARHGEF26	1882	149	126	1905	0.0661417322834646	210	24	1	233	0.00429184549356223	12	20	1	31	0.032258064516129	0.886965594375164	TRIM21	-0.145550685312644	-0.110559233852711
mB.EC.ARHGEF26	m10.SMC.FN1	1882	1305	740	2447	0.302411115651819	210	396	28	578	0.0484429065743945	82	229	28	283	0.0989399293286219	0.29226270758921	IFIT5,TRIM21,PKM,PML,SSBP1,NPM1,ZC3HAV1,HNRNPC,SQOR,SSB,PATL1,MYL6,CLTA,NCL,RPL18A,CLTC,MTCL1,INF2,VIM,KIF1B,NSUN2,DHX9,MAP1S,CCT3,CALD1,HNRNPAB,KIF1C,TRIP6	0.0264643650596472	0.0465244713533679
mB.EC.ARHGEF26	m10.SMC.JCAD	1882	272	237	1917	0.123630672926448	210	97	8	299	0.0267558528428094	23	84	8	99	0.0808080808080808	0.610755621756416	DDX60,MX2,TRIM25,PTBP1,ARHGEF10,VIM,FNDC3B,VAPA	0.0602769211207343	-0.00152664290227857
mB.EC.ARHGEF26	m12.SMC.PHACTR1	1882	1183	867	2198	0.394449499545041	210	50	7	253	0.0276679841897233	109	40	7	142	0.0492957746478873	0.227877855666308	LYAR,NPM1,SSB,MYL12A,VIM,RAD50,HNRNPA3	0.051888200701192	0.0195661948349754
mB.EC.ARHGEF26	m13.SMC.PLPP3	1882	1710	1078	2514	0.428798727128083	210	318	24	504	0.0476190476190476	139	200	24	315	0.0761904761904762	0.699029094228714	IFIT1,IFIT3,SAMHD1,FGF2,CNP,STAT1,KIF5B,SCYL1,GARS1,KLC2,SLFN5,SQOR,XRCC6,SRP68,ACSL4,EHD4,VAPA,CCT3,MCM5,EHD1,TOR1AIP1,ACSL3,ATP6V1A,PAPSS2	-0.0389412424567311	0.0187264797927932
mB.EC.ARHGEF26	m14.SMC.EDNRA	1882	1239	752	2369	0.317433516251583	210	208	8	410	0.0195121951219512	82	110	8	184	0.0434782608695652	0.937676488705908	RPA1,TRIM21,SH3GL1,ITPR3,CAMK2D,INF2,FNDC3B,PAPSS2	-0.195420017568023	0.0872771349038678
mB.EC.ARHGEF26	m15.SMC.ARHGEF26	1882	712	559	2035	0.274692874692875	210	114	7	317	0.0220820189274448	55	97	7	145	0.0482758620689655	0.875899576271388	SCYL2,USP15,NPM1,GARS1,PPM1B,NCL,ERH	0.115025771357298	0.0887441859835329
m9.EC.HDAC9	m11.EC.FN1	33	862	18	877	0.0205245153933865	1	225	1	225	0.00444444444444444	1	8	1	8	0.125	0.444444444444444	PRSS1	-0.307596861616494	0.00207505909546396
m9.EC.HDAC9	m12.EC.EDN1	33	626	26	633	0.0410742496050553	1	234	0	235	0	1	10	0	11	0	1		-0.151748501041059	-0.0770634860642956
m9.EC.HDAC9	m13.EC.PHACTR1	33	1310	25	1318	0.0189681335356601	1	21	0	22	0	1	1	0	2	0	1		0.186583627602434	-0.382312374257562
m9.EC.HDAC9	m15.EC.FLT1	33	461	19	475	0.04	1	198	0	199	0	1	5	0	6	0	1		0.140292785015833	0.0436916764198646
m9.EC.HDAC9	m15.EC.PLPP3	33	1233	23	1243	0.0185036202735318	1	556	0	557	0	1	10	0	11	0	1		0.00460820973973622	-0.0997828713175857
m9.EC.HDAC9	m17.EC.BCAS3	33	837	24	846	0.0283687943262411	1	271	0	272	0	1	10	0	11	0	1		-0.109569472517261	0.248569203243752
m9.EC.HDAC9	m17.EC.JCAD	33	1344	19	1358	0.0139911634756996	1	35	0	36	0	1	0	0	1	0	1		-0.0263485342336685	-0.073725613584744
m9.EC.HDAC9	mB.SMC.ADAMTS7	33	514	19	528	0.0359848484848485	1	178	0	179	0	1	3	0	4	0	1		-0.665094016504049	-0.0537744616049164
m9.EC.HDAC9	mB.SMC.EDN1	33	854	27	860	0.0313953488372093	1	230	0	231	0	1	7	0	8	0	1		-0.195207859212262	0.272335810700978
m9.EC.HDAC9	m5.SMC.BCAS3	33	445	25	453	0.0551876379690949	1	44	0	45	0	1	2	0	3	0	1		0.124135765168496	0.300868911126526
m9.EC.HDAC9	m6.SMC.HDAC9	33	237	23	247	0.0931174089068826	1	20	0	21	0	1	3	0	4	0	1		0.0313730112814075	-0.0909580286061008
m9.EC.HDAC9	m9.SMC.ARHGEF26	33	149	28	154	0.181818181818182	1	24	0	25	0	0	7	0	7	0	1		0.223106597521422	0.201328098474567
m9.EC.HDAC9	m10.SMC.FN1	33	1305	24	1314	0.0182648401826484	1	396	1	396	0.00252525252525253	1	9	1	9	0.111111111111111	0.375	PRSS1	0.34489883120379	0.249611711863706
m9.EC.HDAC9	m10.SMC.JCAD	33	272	26	279	0.0931899641577061	1	97	0	98	0	1	9	0	10	0	1		0.0613026167337533	0.37045393270835
m9.EC.HDAC9	m12.SMC.PHACTR1	33	1183	27	1189	0.0227081581160639	1	50	0	51	0	1	3	0	4	0	1		0.0777790598999067	0.138021209749088
m9.EC.HDAC9	m13.SMC.PLPP3	33	1710	26	1717	0.0151426907396622	1	318	0	319	0	1	3	0	4	0	1		-0.189998128267887	0.0185833279354905
m9.EC.HDAC9	m14.SMC.EDNRA	33	1239	20	1252	0.0159744408945687	1	208	1	208	0.00480769230769231	1	3	1	3	0.333333333333333	0.15	PRSS1	0.644623233737592	0.621322664621677
m9.EC.HDAC9	m15.SMC.ARHGEF26	33	712	22	723	0.0304287690179806	1	114	0	115	0	0	7	0	7	0	1		-0.114703294954502	-0.0926640274031102
m11.EC.FN1	m12.EC.EDN1	862	626	334	1154	0.289428076256499	225	234	41	418	0.0980861244019139	86	110	41	155	0.264516129032258	0.000700839001122715	CAV1,TRIM21,HSP90B1,MYH9,ACTB,MRPL11,MYL6,ACTR2,CAVIN2,GSN,ATP5F1A,MYO1D,AHNAK,RBM39,MAP3K7,TRA2B,CALM2,CAVIN1,PRDX1,CLTC,TNRC6B,AGO2,ATP5F1C,PGAM5,TOP1,P4HB,MACF1,TMOD3,LMO7,SRSF9,ALYREF,RPLP0,MAP4,SUN2,HSPA9,PLOD1,TUFM,CREBBP,SRSF7,DYNC1H1,MYO5A	-0.0871627030183663	0.0646405255287709
m11.EC.FN1	m13.EC.PHACTR1	862	1310	514	1658	0.310012062726176	225	21	7	239	0.0292887029288703	132	9	7	134	0.0522388059701493	0.0014467494308258	ACTB,MYO1D,RBM39,SMARCC2,SQOR,CALM2,PLOD1	0.0707499454352944	0.0729838299543625
m11.EC.FN1	m15.EC.FLT1	862	461	266	1057	0.251655629139073	225	198	23	400	0.0575	80	120	23	177	0.129943502824859	0.99989293431633	RPLP2,MYH9,SNRPA1,ACTB,MYL6,ACTR2,MYO1D,AHNAK,TRA2B,CALM2,CLTC,PGAM5,TMOD3,SRSF9,PIK3C2A,RPLP0,MYO6,NPM1,FUS,RPL12,TUFM,SRSF7,TAF15	-0.32642040786997	0.0946735429331418
m11.EC.FN1	m15.EC.PLPP3	862	1233	476	1619	0.294008647313156	225	556	52	729	0.0713305898491084	121	247	52	316	0.164556962025316	0.991333421675884	RPLP2,WDR11,MVP,GTF2I,HSP90B1,HSP90AB1,HADHA,CCT6A,LARP4B,PRKAR1A,HADHB,UGGT1,EEF2,HSPG2,PFKP,SERPINE1,TRIP6,LGALS1,PHB,LOXL2,ARHGEF2,ATP5F1A,TCP1,DHX30,TLN1,SQOR,TTC37,TNRC6B,ATP2A2,MYO1E,CARD6,ACOT9,CELF1,SLC25A5,SRP14,RPLP0,YBX1,MAP4,PURB,RPL12,KIF1B,TUFM,EIF2S3,SLC25A3,DYNC1H1,MYCBP2,ATP1A1,ABCF2,RPL35A,HELZ2,LAMB1,LAMC1	-0.113410117705982	0.0221900090437297
m11.EC.FN1	m17.EC.BCAS3	862	837	382	1317	0.290053151100987	225	271	35	461	0.0759219088937093	104	151	35	220	0.159090909090909	0.940684258895738	RPLP2,TRIM21,HSP90B1,SHFL,PRKAR1A,EXOSC10,MRPL11,LGALS1,ATP5F1A,HSPD1,TCP1,MYO1D,GIMAP8,SQOR,CALM2,PRDX1,CCT8,ACOT9,SRSF9,SLC25A5,SRP14,RPLP0,YBX1,NPM1,H1-0,HSPA9,ADAR,PDLIM7,RPL12,SLC25A3,HSD17B4,DYNC1H1,ATP1A1,RPL35A,HELZ2	-0.0687884945402012	0.0434508903015934
m11.EC.FN1	m17.EC.JCAD	862	1344	516	1690	0.305325443786982	225	35	6	254	0.0236220472440945	141	12	6	147	0.0408163265306122	0.0776076606557126	TTLL5,RRP12,PCM1,CARD6,XRN2,CEP131	-0.0574616554193049	0.0320624828112954
m11.EC.FN1	mB.SMC.ADAMTS7	862	514	264	1112	0.237410071942446	225	178	17	386	0.0440414507772021	74	117	17	174	0.0977011494252874	0.999997950737039	RPLP2,CAV1,DCD,PRKAR1A,ACTR2,CAVIN2,GSN,RBM39,TRA2B,CAVIN1,PRDX1,SEC22B,RPLP0,YBX1,PURB,RPL12,SRSF7	-0.20610190720577	0.0655340232757028
m11.EC.FN1	mB.SMC.EDN1	862	854	337	1379	0.244379985496737	225	230	36	419	0.0859188544152745	91	113	36	168	0.214285714285714	0.0981387593805998	RPLP2,H4-16,H3C1,MVP,GTF2I,TRIM21,PKM,HSP90B1,HLA-C,PLEC,GAPDH,EEF2,HSPG2,ACTB,LGALS1,PHB,LOXL2,HSPD1,MYO1D,LMNA,HNRNPAB,TLN1,FBN1,CLTC,PHB2,P4HB,TMOD3,RPLP0,MAP4,NPM1,H1-0,DPYSL3,PLOD1,RPL12,RPL35A,MATR3	0.128139346409347	0.0798740457793872
m11.EC.FN1	m5.SMC.BCAS3	862	445	187	1120	0.166964285714286	225	44	2	267	0.00749063670411985	51	12	2	61	0.0327868852459016	0.887673428851758	LOXL2,DERPC	0.0621198062751329	-0.0390749976987518
m11.EC.FN1	m6.SMC.HDAC9	862	237	95	1004	0.0946215139442231	225	20	3	242	0.012396694214876	32	14	3	43	0.0697674418604651	0.917029074468911	DCD,LGALS1,LMNA	-0.125168318995187	0.126621086084025
m11.EC.FN1	m9.SMC.ARHGEF26	862	149	74	937	0.0789754535752401	225	24	3	246	0.0121951219512195	24	11	3	32	0.09375	0.766643640643863	TRIM21,HSP90AB1,GAPDH	-0.0089068401739849	-0.175099226815648
m11.EC.FN1	m10.SMC.FN1	862	1305	643	1524	0.421916010498688	225	396	78	543	0.143646408839779	153	206	78	281	0.277580071174377	1.5859868917903e-08	IGKV2-40,IGKJ1,IGHV3-73,IGLV2-11,RPLP2,H4-16,WDR11,MVP,GTF2I,IGHV3OR16-9,H2BC12,TRIM21,PKM,HSP90B1,A2M,DSP,HSP90AB1,CCT6A,HADHB,TFG,PRSS1,EEF2,HSPG2,CMAS,TRIP6,PARP12,MYL6,PHB,PCMT1,DERA,LOXL2,ARHGEF2,RRP12,TCP1,MYO1D,DHX30,ARID1A,TRA2B,HNRNPAB,DERPC,SQOR,CAVIN1,CCT8,CLTC,TANC2,TNRC6B,AGO2,ATP5F1C,PCM1,PGAM5,ACOT9,TRIM32,ARHGEF28,SMARCC1,TNRC6A,MACF1,AGO3,SRSF9,MAML2,ALYREF,RPLP0,MAP4,SUN2,NPM1,PURB,FUS,KIF1B,CREBBP,SRSF7,EIF2S3,MYCBP2,SMARCA4,ABCF2,TAF15,RPL35A,RALY,LAMB1,ZFP36L1	0.618024610467804	0.215208252032821
m11.EC.FN1	m10.SMC.JCAD	862	272	166	968	0.171487603305785	225	97	10	312	0.032051282051282	41	72	10	103	0.0970873786407767	0.998956390312491	HADHB,LGALS1,TCP1,CAVIN1,CCT8,SLC25A5,YBX1,MAP4,RPL12,HELZ2	-0.235452658985683	-0.113145382197827
m11.EC.FN1	m12.SMC.PHACTR1	862	1183	475	1570	0.302547770700637	225	50	13	262	0.049618320610687	133	26	13	146	0.089041095890411	0.0120325035764703	H4-16,PLEC,ACTB,LGALS1,LMNA,LAMA4,SRSF9,ALYREF,NPM1,H1-0,NES,PLOD1,HP1BP3	0.10121652681285	-0.0113019308851993
m11.EC.FN1	m13.SMC.PLPP3	862	1710	555	2017	0.275161130391671	225	318	32	511	0.0626223091976517	145	103	32	216	0.148148148148148	0.127633670513189	H4-16,MVP,GTF2I,HADHA,HADHB,GAPDH,EEF2,HSPG2,MRPL11,PHB,LOXL2,ARHGEF2,ATP5F1A,RRP12,SQOR,CAVIN1,FBN1,TTC37,LAMA4,PHB2,TRIM32,P4HB,CELF1,COL18A1,SLC25A5,MYO6,MAP4,FUS,EIF2S3,SLC25A3,ABCF2,LAMC1	-0.0683176060391406	0.0741000601969347
m11.EC.FN1	m14.SMC.EDNRA	862	1239	485	1616	0.300123762376238	225	208	22	411	0.0535279805352798	130	80	22	188	0.117021276595745	0.488005909892533	MVP,TRIM21,IBTK,TFG,PLEC,PRSS1,PARP4,PARP12,PCMT1,RBM39,TNRC6B,RPA1,AGO2,ATP5F1C,P4HB,XRN2,SRP14,H1-0,HSPA9,FUS,HSD17B4,HP1BP3	-0.0311585825773555	0.0156726108245582
m11.EC.FN1	m15.SMC.ARHGEF26	862	712	330	1244	0.265273311897106	225	114	16	323	0.0495356037151703	89	69	16	142	0.112676056338028	0.828160669959551	RPLP2,H4-16,MVP,CAV1,CCT6A,LOXL2,TCP1,MAP3K7,FBN1,MYO6,SUN2,NPM1,HSPA9,RPL12,SLC25A3,RPL35A	0.0408927277611237	0.0997219973301224
m12.EC.EDN1	m13.EC.PHACTR1	626	1310	578	1358	0.425625920471281	234	21	8	247	0.0323886639676113	211	11	8	214	0.0373831775700935	0.0153422673087591	ACTB,SF3B3,MYO1D,YPEL5,RBM39,PLOD1,KIF11,CALM2	0.239458933774952	0.0724847347136928
m12.EC.EDN1	m15.EC.FLT1	626	461	299	788	0.379441624365482	234	198	67	365	0.183561643835616	114	141	67	188	0.356382978723404	0.00117017057221418	MYL12A,MYL6,MYH9,ARPC3,ACTR3,LRRFIP2,TPM4,ARPC5,ACTR2,TMOD3,ARPC1B,ARPC2,ERH,ACTB,ARPC5L,THRAP3,BCLAF1,SF3B6,RAI14,ACTBL2,RBM10,TRA2A,SRSF9,CHERP,TWF2,SRSF1,FXR2,LTBP1,MYO1B,RBM14,SF3B1,SF3B2,RBM17,SRRM2,TRA2B,U2SURP,CLTC,SRSF3,CAPZA2,SRSF7,CTTN,SF3B3,MYO1D,RPL31,HNRNPU,CAPZB,SFSWAP,RNPS1,CAPZA1,PABPN1,SRSF6,YBX3,FXR1,EIF4A3,ZC3HAV1,PGAM5,SVIL,RPLP0,DHX15,RBM5,DHX9,AHNAK,CPSF6,CALM2,DDX17,TUFM,SNRPD2	0.318225147641652	0.172769021292863
m12.EC.EDN1	m15.EC.PLPP3	626	1233	578	1281	0.451209992193599	234	556	47	743	0.063257065948856	213	267	47	433	0.108545034642032	1	HSP90B1,IMPDH2,DSTN,LGALS3,FLOT1,TNRC6B,LTBP1,RPL27A,RPLP1,CIRBP,PDIA6,SERPINB9,SLC25A1,ELMO2,CTTN,DDX60,RPL31,TRIM25,CALU,MAP4,FLOT2,LUZP1,DHX35,ASPH,ACTR1A,RRBP1,QPCTL,KTN1,ANKFY1,ZC3HAV1,P3H1,DYNC1H1,CANX,RPS16,RPLP0,SNRPA,DNAJC10,PXDN,HSPB1,CLNS1A,MRPS35,MAP2,DDX17,TUFM,ATP5F1A,IFI16,MRPS22	-0.46344911359717	0.187999197763266
m12.EC.EDN1	m17.EC.BCAS3	626	837	494	969	0.509803921568627	234	271	48	457	0.105032822757112	178	189	48	319	0.150470219435737	0.999971112700224	HSP90B1,DPP7,TRIM21,CBR1,TXNDC12,SRSF9,MOB2,SRSF4,COPA,KCTD5,LTBP1,RPL27A,PDIA6,HSPA5,SLC25A1,ELMO2,CAPZA2,DDX60,MYO1D,CAPZB,DDX3Y,CALU,PRDX1,CCT2,CAPZA1,LUZP1,ASPH,RRBP1,DOCK4,KTN1,ANKFY1,ZC3HAV1,SVIL,DYNC1H1,RPLP0,RARS1,SNRPA,DNAJC10,KIF11,FLNA,WDR26,CPSF6,MRPS35,CALM2,MAP2,ATP5F1A,HSPA9,MRPL11	0.0442773202445803	0.15905965429484
m12.EC.EDN1	m17.EC.JCAD	626	1344	443	1527	0.29011132940406	234	35	1	268	0.00373134328358209	152	4	1	155	0.00645161290322581	0.815131015388997	SRSF2	-0.167170217530772	0.092162573649902
m12.EC.EDN1	mB.SMC.ADAMTS7	626	514	296	844	0.350710900473934	234	178	41	371	0.110512129380054	99	129	41	187	0.219251336898396	0.744096204027176	ARPC3,ACTR3,GSN,ARPC5,ACTR2,ARPC1B,ARPC2,ERH,BCLAF1,TNKS1BP1,ALB,ACTBL2,CAVIN2,FMR1,TRA2A,FXR2,RPS18,RPL27A,ARGLU1,PDIA6,PRRC2C,CAVIN1,TRA2B,SRSF3,SRSF7,CTTN,LUC7L3,RPL31,CAPZB,CAV1,PRDX1,RRBP1,TXN,YBX3,FXR1,ZC3HAV1,RPS16,RPLP0,RBM39,U2AF2,CPSF6	0.0920467550360425	-0.0538638826613319
m12.EC.EDN1	mB.SMC.EDN1	626	854	446	1034	0.431334622823985	234	230	29	435	0.0666666666666667	163	134	29	268	0.108208955223881	0.99999665198035	P4HA1,HSP90B1,TMOD3,P4HB,PRDX6,ACTB,TRIM21,SCYL2,LTBP1,RPLP1,HSPA5,CLTC,MYO1D,CAPZB,MAP4,LUZP1,ASPH,ACTR1A,SRSF6,RRBP1,SRRM1,EIF4A3,ANKFY1,ZC3HAV1,RPLP0,PLOD1,PLOD2,DHX9,CCDC88A	-0.215613996750416	0.0361829088925495
m12.EC.EDN1	m5.SMC.BCAS3	626	445	224	847	0.264462809917355	234	44	7	271	0.025830258302583	80	22	7	95	0.0736842105263158	0.733461912458651	TXNDC12,COPA,BOLA2,CALU,LUZP1,ACTR1A,SART1	0.0427074306132119	0.0250098310314696
m12.EC.EDN1	m6.SMC.HDAC9	626	237	147	716	0.205307262569832	234	20	4	250	0.016	65	15	4	76	0.0526315789473684	0.960212625627851	DPP7,LTBP1,CIRBP,RPL31	-0.0266075419337493	-0.116492907552765
m12.EC.EDN1	m9.SMC.ARHGEF26	626	149	113	662	0.170694864048338	234	24	7	251	0.0278884462151394	53	18	7	64	0.109375	0.841398828387846	TRIM21,ALB,TXNDC12,PDIA6,RRBP1,HSPB1,FLNA	-0.176982250405412	0.212684132022994
m12.EC.EDN1	m10.SMC.FN1	626	1305	401	1530	0.262091503267974	234	396	48	582	0.0824742268041237	134	152	48	238	0.201680672268908	0.763323246749455	MYL6,HSP90B1,ERP44,BCLAF1,DNAJC13,TRIM21,SRSF9,ALYREF,GBE1,TNRC6B,MYO1B,RPL27A,RBM14,CIRBP,CFL1,CAVIN1,TRA2B,CLTC,SRSF3,SRSF2,SRSF7,LUC7L3,SF3B3,MYO1D,RPL31,HNRNPU,MAP4,CREBBP,CCT2,ASPH,RRBP1,SART1,HNRNPUL1,SUN2,KTN1,FXR1,MACF1,ANKFY1,ZC3HAV1,PGAM5,RPLP0,RARS1,SNRPA,PXDN,ATP5F1C,AGO2,CDC42BPB,DHX9	0.0649822219401763	0.0105257861599043
m12.EC.EDN1	m10.SMC.JCAD	626	272	209	689	0.3033381712627	234	97	11	320	0.034375	79	79	11	147	0.0748299319727891	0.999999998597208	ALB,PDIA6,CAVIN1,SRSF3,DDX60,RPL31,TRIM25,MAP4,RRBP1,YBX3,HSPB1	-0.528515518951696	0.277468275769355
m12.EC.EDN1	m12.SMC.PHACTR1	626	1183	546	1263	0.432304038004751	234	50	15	269	0.0557620817843866	198	30	15	213	0.0704225352112676	0.0803202107977388	MYL12A,TPM4,ACTB,ARPC5L,DNAJC13,SRSF9,SRSF4,SRSF10,ALYREF,SF3B5,HNRNPU,SRSF6,RBBP4,PLOD1,DECR1	-0.120135575738786	0.268919051664914
m12.EC.EDN1	m13.SMC.PLPP3	626	1710	548	1788	0.306487695749441	234	318	18	534	0.0337078651685393	200	84	18	266	0.0676691729323308	0.999594867683355	P4HB,GPX4,RPS18,CIRBP,PDIA6,CAVIN1,HNRNPU,CALU,MAP4,RRBP1,YBX3,CANX,RPS16,DNAJC10,CPSF6,MAP2,ATP5F1A,MRPL11	-0.23094094138088	0.387205243201464
m12.EC.EDN1	m14.SMC.EDNRA	626	1239	438	1427	0.306937631394534	234	208	23	419	0.0548926014319809	147	57	23	181	0.12707182320442	0.155423791965413	P4HB,TRIM21,GSTP1,SRSF4,ACIN1,TNRC6B,RPS18,ARGLU1,PDIA6,U2SURP,LUC7L3,SF3B3,FAM133B,PRPF31,RBM39,SNRPA,DNAJC10,U2AF2,ATP5F1C,AGO2,CPSF6,SNRPD2,HSPA9	-0.00819709021153436	-0.0268709931084415
m12.EC.EDN1	m15.SMC.ARHGEF26	626	712	421	917	0.459105779716467	234	114	33	315	0.104761904761905	166	85	33	218	0.151376146788991	0.597617111660053	TPM4,ERH,IMPDH2,THRAP3,MYCBP,SCYL2,WDR77,STK38,GBE1,MAP3K7,LTBP1,ARGLU1,TAB2,SPINDOC,SRRM2,HSPA5,PPM1B,PSMA4,STK38L,CAV1,CCT2,PRPF31,PRMT5,ASPH,ACTR1A,RRBP1,SUN2,SPIN1,TAB1,DHX15,HSPB1,SNRPD2,HSPA9	-0.0652948179653894	-0.0111796678764847
m13.EC.PHACTR1	m15.EC.FLT1	1310	461	368	1403	0.262295081967213	21	198	5	214	0.0233644859813084	7	171	5	173	0.0289017341040462	0.170443713522398	ACTC1,ACTB,CALM2,MYO1D,SF3B3	0.139467027773478	0.0382814714289742
m13.EC.PHACTR1	m15.EC.PLPP3	1310	1233	954	1589	0.60037759597231	21	556	4	573	0.00698080279232112	17	441	4	454	0.00881057268722467	0.986270142864732	STOM,RPS29,SQOR,THBS1	-0.354349550255314	0.230422497266895
m13.EC.PHACTR1	m17.EC.BCAS3	1310	837	691	1456	0.474587912087912	21	271	5	287	0.0174216027874564	16	248	5	259	0.0193050193050193	0.738449254869719	STOM,SQOR,KIF11,CALM2,MYO1D	-0.139509258809618	0.0882941928792058
m13.EC.PHACTR1	m17.EC.JCAD	1310	1344	760	1894	0.401267159450898	21	35	0	56	0	12	11	0	23	0	1		0.0659532875629844	-0.00101504343281402
m13.EC.PHACTR1	mB.SMC.ADAMTS7	1310	514	375	1449	0.25879917184265	21	178	1	198	0.00505050505050505	8	149	1	156	0.00641025641025641	0.983447963997166	RBM39	-0.101309240948616	-0.0604072383204288
m13.EC.PHACTR1	mB.SMC.EDN1	1310	854	609	1555	0.391639871382637	21	230	4	247	0.0161943319838057	11	157	4	164	0.024390243902439	0.307392130861276	ACTB,NT5C2,MYO1D,PLOD1	-0.147672577151251	0.0457015426147861
m13.EC.PHACTR1	m5.SMC.BCAS3	1310	445	333	1422	0.234177215189873	21	44	1	64	0.015625	5	31	1	35	0.0285714285714286	0.38840771705689	RPS29	-0.0537666074499107	0.0132514527641053
m13.EC.PHACTR1	m6.SMC.HDAC9	1310	237	175	1372	0.127551020408163	21	20	0	41	0	3	15	0	18	0	1		-0.0766925325306401	0.0344066634271286
