ListName	Bait	CellType	GeneName	Interactor	Chr	Start	End
FN1_EC	FN1	EC	TMOD3	TRUE	15	52121825	52239492
FN1_EC	FN1	EC	AGO3	TRUE	1	36396319	36538101
FN1_EC	FN1	EC	MRPL11	TRUE	11	66202546	66234209
FN1_EC	FN1	EC	WDR33	TRUE	2	128458596	128568761
FN1_EC	FN1	EC	TLN1	TRUE	9	35696945	35732392
FN1_EC	FN1	EC	ARHGEF28	TRUE	5	72921983	73237818
FN1_EC	FN1	EC	SNX33	TRUE	15	75940247	75954642
FN1_EC	FN1	EC	GSN	TRUE	9	123970072	124095121
FN1_EC	FN1	EC	AKAP1	TRUE	17	55162453	55198710
FN1_EC	FN1	EC	LAMC1	TRUE	1	182992595	183114727
FN1_EC	FN1	EC	TAL1	TRUE	1	47681962	47697892
FN1_EC	FN1	EC	MED1	TRUE	17	37560538	37607539
FN1_EC	FN1	EC	TRIOBP	TRUE	22	38093011	38172563
FN1_EC	FN1	EC	P4HB	TRUE	17	79801035	79818570
FN1_EC	FN1	EC	NES	TRUE	1	156638555	156647189
FN1_EC	FN1	EC	TAF15	TRUE	17	34136459	34191619
FN1_EC	FN1	EC	TAB3	TRUE	X	30845559	30993201
FN1_EC	FN1	EC	CREBBP	TRUE	16	3775055	3930727
FN1_EC	FN1	EC	PCMT1	TRUE	6	150070579	150132556
FN1_EC	FN1	EC	SHFL	TRUE	19	10196798	10203928
FN1_EC	FN1	EC	DPF2	TRUE	11	65101225	65120720
FN1_EC	FN1	EC	ACTR2	TRUE	2	65454887	65498387
FN1_EC	FN1	EC	HLA-C	TRUE	6	31236526	31239907
FN1_EC	FN1	EC	ATP2A2	TRUE	12	110718561	110788898
FN1_EC	FN1	EC	LAMB2	TRUE	3	49158547	49170551
FN1_EC	FN1	EC	TRIO	TRUE	5	14143811	14532235
FN1_EC	FN1	EC	ADAR	TRUE	1	154554538	154600475
FN1_EC	FN1	EC	RPL12	TRUE	9	130209953	130213684
FN1_EC	FN1	EC	TF	TRUE	3	133464800	133497850
FN1_EC	FN1	EC	PRSS1	TRUE	7	142457319	142460923
FN1_EC	FN1	EC	FHOD1	TRUE	16	67263290	67281561
FN1_EC	FN1	EC	HELZ2	TRUE	20	62189439	62205592
FN1_EC	FN1	EC	PRKAR1A	TRUE	17	66507921	66547460
FN1_EC	FN1	EC	VPS13C	TRUE	15	62144588	62352672
FN1_EC	FN1	EC	ASCC1	TRUE	10	73856278	73976892
FN1_EC	FN1	EC	TRIP6	TRUE	7	100464760	100471076
FN1_EC	FN1	EC	ARID1B	TRUE	6	157099063	157531913
FN1_EC	FN1	EC	AHNAK	TRUE	11	62201016	62323707
FN1_EC	FN1	EC	PHB	TRUE	17	47481414	47492246
FN1_EC	FN1	EC	SRP14	TRUE	15	40327940	40331389
FN1_EC	FN1	EC	HSP90B1	TRUE	12	104323885	104347423
FN1_EC	FN1	EC	DSP	TRUE	6	7541808	7586950
FN1_EC	FN1	EC	TUBGCP4	TRUE	15	43661419	43699293
FN1_EC	FN1	EC	TNRC6C	TRUE	17	76000249	76104916
FN1_EC	FN1	EC	ZFP36L1	TRUE	14	69254377	69263190
FN1_EC	FN1	EC	DYNC1H1	TRUE	14	102430865	102517129
FN1_EC	FN1	EC	TRIM33	TRUE	1	114935399	115053781
FN1_EC	FN1	EC	TOP1	TRUE	20	39657458	39753127
FN1_EC	FN1	EC	WNK1	TRUE	12	861759	1020618
FN1_EC	FN1	EC	ATP5F1C	TRUE	10	7830093	7849764
FN1_EC	FN1	EC	IGKC	TRUE	2	89156674	89157196
FN1_EC	FN1	EC	TTLL5	TRUE	14	76099968	76421421
FN1_EC	FN1	EC	PDCD6	TRUE	5	271736	353971
FN1_EC	FN1	EC	SLC25A3	TRUE	12	98987369	98995946
FN1_EC	FN1	EC	MAP4	TRUE	3	47892182	48130769
FN1_EC	FN1	EC	SSBP3	TRUE	1	54691105	54879152
FN1_EC	FN1	EC	NLRP1	TRUE	17	5402747	5522744
FN1_EC	FN1	EC	HSPD1	TRUE	2	198351305	198381461
FN1_EC	FN1	EC	WDR11	TRUE	10	122610687	122669036
FN1_EC	FN1	EC	ACTL6A	TRUE	3	179280668	179306196
FN1_EC	FN1	EC	IGKV2-40	TRUE	2	89629873	89630187
FN1_EC	FN1	EC	SMARCC1	TRUE	3	47626762	47823596
FN1_EC	FN1	EC	OSBPL3	TRUE	7	24836158	25021253
FN1_EC	FN1	EC	MYCBP2	TRUE	13	77618792	77901185
FN1_EC	FN1	EC	DENND4A	TRUE	15	65950384	66084631
FN1_EC	FN1	EC	CCT8	TRUE	21	30428126	30446118
FN1_EC	FN1	EC	TAOK2	TRUE	16	29984962	30003582
FN1_EC	FN1	EC	SRSF9	TRUE	12	120899471	120907596
FN1_EC	FN1	EC	LAMB1	TRUE	7	107564244	107643700
FN1_EC	FN1	EC	TNRC6B	TRUE	22	40440821	40731812
FN1_EC	FN1	EC	TTC37	TRUE	5	94799599	94890711
FN1_EC	FN1	EC	HSPG2	TRUE	1	22148738	22263790
FN1_EC	FN1	EC	SMARCC2	TRUE	12	56556767	56583351
FN1_EC	FN1	EC	IGLV2-11	TRUE	22	23134980	23135496
FN1_EC	FN1	EC	MED13L	TRUE	12	116395711	116715143
FN1_EC	FN1	EC	HADHB	TRUE	2	26466038	26513336
FN1_EC	FN1	EC	CCT6A	TRUE	7	56119323	56131682
FN1_EC	FN1	EC	SCRIB	TRUE	8	144873090	144897549
FN1_EC	FN1	EC	DERPC	TRUE	16	69118003	69132588
FN1_EC	FN1	EC	KANK1	TRUE	9	470291	746105
FN1_EC	FN1	EC	PARD3	TRUE	10	34398488	35104253
FN1_EC	FN1	EC	WWC2	TRUE	4	184020446	184241930
FN1_EC	FN1	EC	PFKP	TRUE	10	3108525	3179904
FN1_EC	FN1	EC	YBX1	TRUE	1	43148098	43168020
FN1_EC	FN1	EC	LARP4B	TRUE	10	855484	977564
FN1_EC	FN1	EC	MACF1	TRUE	1	39546988	39952849
FN1_EC	FN1	EC	TNRC6A	TRUE	16	24741016	24838953
FN1_EC	FN1	EC	IBTK	TRUE	6	82879700	82957471
FN1_EC	FN1	EC	CLTC	TRUE	17	57697219	57773671
FN1_EC	FN1	EC	FOXK1	TRUE	7	4683388	4811074
FN1_EC	FN1	EC	PKM	TRUE	15	72491370	72524164
FN1_EC	FN1	EC	IGKV3-15	TRUE	2	89384673	89385186
FN1_EC	FN1	EC	KIF1B	TRUE	1	10270863	10441661
FN1_EC	FN1	EC	CRTC3	TRUE	15	91073157	91188577
FN1_EC	FN1	EC	MRPL9	TRUE	1	151732119	151736040
FN1_EC	FN1	EC	SMARCA4	TRUE	19	11071598	11176071
FN1_EC	FN1	EC	IGKJ1	TRUE	2	89161398	89161435
FN1_EC	FN1	EC	SRSF7	TRUE	2	38970741	38978636
FN1_EC	FN1	EC	MAML2	TRUE	11	95709762	96076344
FN1_EC	FN1	EC	GNL3	TRUE	3	52715172	52728508
FN1_EC	FN1	EC	DPYSL3	TRUE	5	146770374	146889619
FN1_EC	FN1	EC	AGO2	TRUE	8	141541264	141645718
FN1_EC	FN1	EC	TRIM32	TRUE	9	119449581	119463579
FN1_EC	FN1	EC	CELF1	TRUE	11	47487496	47587121
FN1_EC	FN1	EC	SMARCB1	TRUE	22	24129150	24176703
FN1_EC	FN1	EC	DCD	TRUE	12	55038375	55042277
FN1_EC	FN1	EC	TRIM21	TRUE	11	4406127	4414926
FN1_EC	FN1	EC	ACOT9	TRUE	X	23720370	23784592
FN1_EC	FN1	EC	ARHGEF2	TRUE	1	155916630	155976861
FN1_EC	FN1	EC	MAP3K7	TRUE	6	91223292	91296764
FN1_EC	FN1	EC	LAMA4	TRUE	6	112429963	112576141
FN1_EC	FN1	EC	CDC5L	TRUE	6	44355262	44418163
FN1_EC	FN1	EC	DERA	TRUE	12	16064106	16190220
FN1_EC	FN1	EC	WDR59	TRUE	16	74907468	75034071
FN1_EC	FN1	EC	RPL35A	TRUE	3	197676858	197683481
FN1_EC	FN1	EC	H3C1	TRUE	6	26020718	26021186
FN1_EC	FN1	EC	RPA1	TRUE	17	1732996	1803376
FN1_EC	FN1	EC	PEAK1	TRUE	15	77400471	77712486
FN1_EC	FN1	EC	MED12	TRUE	X	70338406	70362303
FN1_EC	FN1	EC	RALY	TRUE	20	32581452	32696114
FN1_EC	FN1	EC	CMAS	TRUE	12	22199108	22218608
FN1_EC	FN1	EC	LOXL2	TRUE	8	23154702	23282841
FN1_EC	FN1	EC	CAVIN2	TRUE	2	192699031	192712006
FN1_EC	FN1	EC	MYO9B	FALSE	19	17186591	17325346
FN1_EC	FN1	EC	FBN2	FALSE	5	127593601	127994878
FN1_EC	FN1	EC	OPA1	FALSE	3	193310933	193415612
FN1_EC	FN1	EC	PTPN14	FALSE	1	214522039	214725792
FN1_EC	FN1	EC	CLASP1	FALSE	2	122095352	122407163
FN1_EC	FN1	EC	SEC23A	FALSE	14	39501123	39578850
FN1_EC	FN1	EC	U2AF2	FALSE	19	56165512	56186081
FN1_EC	FN1	EC	RPL10	FALSE	X	153618315	153637504
FN1_EC	FN1	EC	FOSL1	FALSE	11	65659520	65668044
FN1_EC	FN1	EC	ITPRID2	FALSE	2	182756560	182795465
FN1_EC	FN1	EC	VASP	FALSE	19	46009837	46030241
FN1_EC	FN1	EC	CEP85	FALSE	1	26560691	26605299
FN1_EC	FN1	EC	MRPS7	FALSE	17	73257755	73262454
FN1_EC	FN1	EC	LARP4	FALSE	12	50786166	50873787
FN1_EC	FN1	EC	THRAP3	FALSE	1	36690017	36770958
FN1_EC	FN1	EC	TNKS1BP1	FALSE	11	57067112	57092426
FN1_EC	FN1	EC	PHLDB2	FALSE	3	111451344	111695364
FN1_EC	FN1	EC	LZTS2	FALSE	10	102756375	102767593
FN1_EC	FN1	EC	RPS19	FALSE	19	42363988	42376994
FN1_EC	FN1	EC	MRPS27	FALSE	5	71515236	71616473
FN1_EC	FN1	EC	PUM2	FALSE	2	20448452	20551995
FN1_EC	FN1	EC	PRPF19	FALSE	11	60658202	60674060
FN1_EC	FN1	EC	SEC13	FALSE	3	10334815	10362862
FN1_EC	FN1	EC	HNRNPL	FALSE	19	39327028	39342987
FN1_EC	FN1	EC	RPL10A	FALSE	6	35436185	35438562
FN1_EC	FN1	EC	TUBG1	FALSE	17	40761694	40767252
FN1_EC	FN1	EC	RPL27	FALSE	17	41150290	41154976
FN1_EC	FN1	EC	GIGYF1	FALSE	7	100277130	100287071
FN1_EC	FN1	EC	CCT4	FALSE	2	62095224	62115939
FN1_EC	FN1	EC	RPL21	FALSE	13	27825446	27830828
FN1_EC	FN1	EC	TUT4	FALSE	1	52888947	53018764
FN1_EC	FN1	EC	TBK1	FALSE	12	64845660	64895888
FN1_EC	FN1	EC	SNW1	FALSE	14	78183942	78227550
FN1_EC	FN1	EC	RPL36AL	FALSE	14	50085237	50087403
FN1_EC	FN1	EC	EWSR1	FALSE	22	29663998	29696515
FN1_EC	FN1	EC	PIK3C2B	FALSE	1	204391756	204463852
FN1_EC	FN1	EC	SH3GL1	FALSE	19	4360367	4400544
FN1_EC	FN1	EC	RPS27	FALSE	1	153963235	153964626
FN1_EC	FN1	EC	ASCC3	FALSE	6	100956070	101329248
FN1_EC	FN1	EC	CTNNA1	FALSE	5	137946656	138270723
FN1_EC	FN1	EC	DDX28	FALSE	16	68055179	68057770
FN1_EC	FN1	EC	ARHGAP21	FALSE	10	24872538	25012597
FN1_EC	FN1	EC	HNRNPH1	FALSE	5	179041179	179061785
FN1_EC	FN1	EC	SRRT	FALSE	7	100472733	100486285
FN1_EC	FN1	EC	TIAL1	FALSE	10	121334199	121356541
FN1_EC	FN1	EC	PRRC2C	FALSE	1	171454651	171562650
FN1_EC	FN1	EC	SNTB2	FALSE	16	69221032	69342955
FN1_EC	FN1	EC	SSBP1	FALSE	7	141438121	141487722
FN1_EC	FN1	EC	CNOT9	FALSE	2	219433303	219461158
FN1_EC	FN1	EC	PCBP1	FALSE	2	70314585	70316332
FN1_EC	FN1	EC	CAPRIN1	FALSE	11	34073230	34122703
FN1_EC	FN1	EC	KANK2	FALSE	19	11274943	11308467
FN1_EC	FN1	EC	NOS3	FALSE	7	150688083	150711676
FN1_EC	FN1	EC	WWC3	FALSE	X	9983602	10112518
FN1_EC	FN1	EC	ARHGEF7	FALSE	13	111766906	111958084
FN1_EC	FN1	EC	RTCB	FALSE	22	32783569	32808242
FN1_EC	FN1	EC	GIT2	FALSE	12	110367607	110434194
FN1_EC	FN1	EC	SACS	FALSE	13	23902965	24007841
FN1_EC	FN1	EC	BCR	FALSE	22	23521891	23660224
FN1_EC	FN1	EC	ATXN2L	FALSE	16	28834356	28848558
FN1_EC	FN1	EC	EIF4G3	FALSE	1	21132963	21503377
FN1_EC	FN1	EC	RAE1	FALSE	20	55926066	55954267
FN1_EC	FN1	EC	SNRPA	FALSE	19	41256542	41271294
FN1_EC	FN1	EC	SRSF6	FALSE	20	42086568	42092245
FN1_EC	FN1	EC	ARAP3	FALSE	5	141032968	141061788
FN1_EC	FN1	EC	NUFIP2	FALSE	17	27582854	27621136
FN1_EC	FN1	EC	NFKB2	FALSE	10	104153867	104162281
FN1_EC	FN1	EC	RBM12	FALSE	20	34236847	34252878
FN1_EC	FN1	EC	RPS8	FALSE	1	45240923	45244451
FN1_EC	FN1	EC	RPL14	FALSE	3	40498783	40503861
FN1_EC	FN1	EC	LRRC59	FALSE	17	48452420	48474914
FN1_EC	FN1	EC	LTBP2	FALSE	14	74964873	75079306
FN1_EC	FN1	EC	HNRNPM	FALSE	19	8509651	8553998
FN1_EC	FN1	EC	CPSF1	FALSE	8	145618444	145634753
FN1_EC	FN1	EC	MRPL43	FALSE	10	102729215	102747272
FN1_EC	FN1	EC	CTNND1	FALSE	11	57520715	57587018
FN1_EC	FN1	EC	MYOF	FALSE	10	95066186	95242074
FN1_EC	FN1	EC	EP300	FALSE	22	41487790	41576081
FN1_EC	FN1	EC	ANKRD17	FALSE	4	73939093	74124515
FN1_EC	FN1	EC	TUBB	FALSE	6	30687978	30693203
FN1_EC	FN1	EC	SPATS2L	FALSE	2	201170604	201346986
FN1_EC	FN1	EC	SNRPB2	FALSE	20	16710606	16722421
FN1_EC	FN1	EC	MAP7D1	FALSE	1	36621180	36646450
FN1_EC	FN1	EC	ZNF185	FALSE	X	152082986	152142024
FN1_EC	FN1	EC	DDX17	FALSE	22	38879445	38903665
FN1_EC	FN1	EC	CLP1	FALSE	11	57416465	57429340
FN1_EC	FN1	EC	CAMK2D	FALSE	4	114372188	114683083
FN1_EC	FN1	EC	RPL9	FALSE	4	39455744	39460568
FN1_EC	FN1	EC	ANXA11	FALSE	10	81910645	81965328
FN1_EC	FN1	EC	EIF3E	FALSE	8	109213445	109447562
FN1_EC	FN1	EC	MRPS12	FALSE	19	39421188	39423802
FN1_EC	FN1	EC	RPS3	FALSE	11	75110530	75133324
FN1_EC	FN1	EC	EIF5B	FALSE	2	99953816	100017789
FN1_EC	FN1	EC	SUB1	FALSE	5	32531739	32604185
FN1_EC	FN1	EC	COL4A6	FALSE	X	107386780	107682727
FN1_EC	FN1	EC	CIT	FALSE	12	120123595	120315095
FN1_EC	FN1	EC	RASIP1	FALSE	19	49223844	49243978
FN1_EC	FN1	EC	PXN	FALSE	12	120648250	120703574
FN1_EC	FN1	EC	WASF2	FALSE	1	27730730	27816669
FN1_EC	FN1	EC	RICTOR	FALSE	5	38938021	39074510
FN1_EC	FN1	EC	JCAD	FALSE	10	30301729	30404423
FN1_EC	FN1	EC	CNOT7	FALSE	8	17086737	17104387
FN1_EC	FN1	EC	GIT1	FALSE	17	27900487	27921072
FN1_EC	FN1	EC	IQSEC1	FALSE	3	12938719	13114617
FN1_EC	FN1	EC	NCOA3	FALSE	20	46130601	46285621
FN1_EC	FN1	EC	ITPR3	FALSE	6	33588142	33664351
FN1_EC	FN1	EC	CCDC88A	FALSE	2	55514978	55647057
FN1_EC	FN1	EC	TJP1	FALSE	15	29991571	30261068
FN1_EC	FN1	EC	DYRK1A	FALSE	21	38738092	38889753
FN1_EC	FN1	EC	DVL1	FALSE	1	1270656	1284730
FN1_EC	FN1	EC	LPIN1	FALSE	2	11817721	11967535
FN1_EC	FN1	EC	LARP1	FALSE	5	154092462	154197167
FN1_EC	FN1	EC	CHERP	FALSE	19	16628700	16653341
FN1_EC	FN1	EC	IGKV2-29	FALSE	2	89533666	89534392
FN1_EC	FN1	EC	ZNF609	FALSE	15	64752941	64978264
FN1_EC	FN1	EC	AZI2	FALSE	3	28356494	28390618
FN1_EC	FN1	EC	NHSL1	FALSE	6	138743180	139013708
FN1_EC	FN1	EC	CTNNB1	FALSE	3	41236328	41301587
FN1_EC	FN1	EC	RPS13	FALSE	11	17095936	17099334
FN1_EC	FN1	EC	HSPA5	FALSE	9	127997132	128003609
FN1_EC	FN1	EC	KIF7	FALSE	15	90152020	90198682
FN1_EC	FN1	EC	JUP	FALSE	17	39775692	39943183
FN1_EC	FN1	EC	RPL15	FALSE	3	23958036	23965183
FN1_EC	FN1	EC	FHL2	FALSE	2	105974169	106054970
FN1_EC	FN1	EC	TCF20	FALSE	22	42556019	42739622
FN1_EC	FN1	EC	TUBB6	FALSE	18	12307668	12344319
FN1_EC	FN1	EC	PRRC2A	FALSE	6	31588497	31605548
FN1_EC	FN1	EC	HNRNPF	FALSE	10	43881065	43904614
FN1_EC	FN1	EC	KLC1	FALSE	14	104028233	104167888
FN1_EC	FN1	EC	ABCF1	FALSE	6	30539153	30564956
FN1_EC	FN1	EC	TRIM8	FALSE	10	104404253	104418164
FN1_EC	FN1	EC	HNRNPUL2	FALSE	11	62480102	62494821
FN1_EC	FN1	EC	SRSF5	FALSE	14	70193617	70238722
FN1_EC	FN1	EC	AKAP8	FALSE	19	15464196	15490609
FN1_EC	FN1	EC	RPL35	FALSE	9	127620159	127624260
FN1_EC	FN1	EC	SEC24D	FALSE	4	119643978	119759838
FN1_EC	FN1	EC	EIF3C	FALSE	16	28699879	28747051
FN1_EC	FN1	EC	ELAVL1	FALSE	19	8023463	8070543
FN1_EC	FN1	EC	RPL24	FALSE	3	101399935	101405626
FN1_EC	FN1	EC	RBCK1	FALSE	20	388142	411610
FN1_EC	FN1	EC	CSDE1	FALSE	1	115259534	115301297
FN1_EC	FN1	EC	RPL4	FALSE	15	66790355	66816870
FN1_EC	FN1	EC	DOCK7	FALSE	1	62920399	63153969
FN1_EC	FN1	EC	ERG	FALSE	21	39751949	40033704
FN1_EC	FN1	EC	SLC25A1	FALSE	22	19163095	19166343
FN1_EC	FN1	EC	LSM12	FALSE	17	42112003	42144987
FN1_EC	FN1	EC	STAB1	FALSE	3	52529354	52558511
FN1_EC	FN1	EC	LIMD1	FALSE	3	45596886	45727830
FN1_EC	FN1	EC	ZC3H4	FALSE	19	47567444	47617009
FN1_EC	FN1	EC	KHDRBS1	FALSE	1	32479430	32526451
FN1_EC	FN1	EC	TJP2	FALSE	9	71736209	71870124
FN1_EC	FN1	EC	AHDC1	FALSE	1	27860546	27930942
FN1_EC	FN1	EC	SOGA1	FALSE	20	35405845	35492089
FN1_EC	FN1	EC	H1-2	FALSE	6	26055968	26056699
FN1_EC	FN1	EC	RPL6	FALSE	12	112842994	112856642
FN1_EC	FN1	EC	YLPM1	FALSE	14	75230069	75322244
FN1_EC	FN1	EC	HMGA1	FALSE	6	34204650	34214008
FN1_EC	FN1	EC	YBX3	FALSE	12	10851683	10875911
FN1_EC	FN1	EC	CAPZA1	FALSE	1	113161795	113214241
FN1_EC	FN1	EC	NCL	FALSE	2	232318242	232348352
FN1_EC	FN1	EC	NUP98	FALSE	11	3692313	3819022
FN1_EC	FN1	EC	ZNF638	FALSE	2	71503691	71662199
FN1_EC	FN1	EC	REL	FALSE	2	61108656	61158745
FN1_EC	FN1	EC	HNRNPUL1	FALSE	19	41768401	41813503
FN1_EC	FN1	EC	MRPS22	FALSE	3	138724648	139076065
FN1_EC	FN1	EC	SNRPB	FALSE	20	2442280	2451499
FN1_EC	FN1	EC	RAI14	FALSE	5	34656342	34832732
FN1_EC	FN1	EC	HNRNPH3	FALSE	10	70090931	70102948
FN1_EC	FN1	EC	MMRN1	FALSE	4	90800683	90875780
FN1_EC	FN1	EC	RNF31	FALSE	14	24615892	24629870
FN1_EC	FN1	EC	VCP	FALSE	9	35056061	35073246
FN1_EC	FN1	EC	LDB2	FALSE	4	16503164	16900432
FN1_EC	FN1	EC	NCOR1	FALSE	17	15932471	16121499
FN1_EC	FN1	EC	POLR2B	FALSE	4	57843888	57897334
FN1_EC	FN1	EC	AFAP1L1	FALSE	5	148651434	148721365
