Network	DataSource	Tissue	TissueCategory	NetType	Background	PopCount	NetCount	TissueCount	OverlapCount	OverlapP	OverlapGenes
EC	RNA	Lung	Other	Interactors	Global	20015	1129	2206	168	2.56841812002931e-05	HLA-A,TRIM25,UBE2L6,MYD88,AGRN,ARHGEF10,ERP44,MACF1,FERMT3,RRBP1,S100A6,GIMAP1,PPFIBP1,LARP4B,ITPR3,FHOD1,HLA-C,RASIP1,WDR26,ARHGAP29,S100A10,ARPC1B,CAVIN2,TCIRG1,TRIM56,DOCK9,ARPC3,GNA13,RPN1,SEC61B,TPM4,MVP,TMEM41B,RBM17,DOCK4,PAPSS2,WWC2,LAMB1,PML,TMED9,TOP1,GRAP,TRIM22,MOV10,NUFIP2,OS9,PARP9,TAPBP,SH3PXD2B,PEAK1,JAK1,CAV1,NES,PARP4,FGD5,TANC2,DDX58,ARPC5,IFI44,BLVRB,SPTBN1,SMCHD1,PRRC2C,TRIM21,QSOX1,CARD6,XRN2,USP15,PDCL,PDIA3,MMRN1,IFI16,TAL1,HELZ2,DNAJB11,ZC3HAV1,SLC39A7,RNF213,NUMB,LRRC59,ERAP1,NECAP2,PPIB,DAB2,SNAP23,ARGLU1,ARPC2,MYO6,DPY19L1,LAP3,MAML2,STOM,MYH9,MYL12B,MLKL,ZYX,ARHGEF2,DTX3L,PATL1,GNAI2,RNH1,PIK3C2A,PARP12,LUZP1,HLA-B,LMO7,RALY,CTNND1,DDX60L,CTNNA1,LRRFIP1,HCLS1,LSM8,SRSF4,SCYL2,SERPINH1,PTBP1,FKBP11,HM13,EPB41L5,DERL1,SRPRA,SEC16A,LGALS9,YES1,TJP2,OASL,STX12,SLFN5,FMNL3,WARS1,FNDC3B,CCDC88C,A2M,ARF4,DOCK6,ABCA3,GATAD2A,MYO9B,DDX60,IVNS1ABP,MOGS,HNRNPF,HLA-E,MYO1B,NOL4L,ARF1,AGO2,CAPZA1,TMOD3,CHD2,STAT3,RALA,SERPINB9,TAOK2,GIMAP8,GSDMD,HNRNPA3,PARP14,HIP1,PNPLA6,SLK,DDX5,THBS1,TAGLN2,MYCT1,TAP2,NAMPT
EC	RNA	Lung	Other	Interactors	Conditional	2769	1129	367	168	0.0211557843130336	HLA-A,TRIM25,UBE2L6,MYD88,AGRN,ARHGEF10,ERP44,MACF1,FERMT3,RRBP1,S100A6,GIMAP1,PPFIBP1,LARP4B,ITPR3,FHOD1,HLA-C,RASIP1,WDR26,ARHGAP29,S100A10,ARPC1B,CAVIN2,TCIRG1,TRIM56,DOCK9,ARPC3,GNA13,RPN1,SEC61B,TPM4,MVP,TMEM41B,RBM17,DOCK4,PAPSS2,WWC2,LAMB1,PML,TMED9,TOP1,GRAP,TRIM22,MOV10,NUFIP2,OS9,PARP9,TAPBP,SH3PXD2B,PEAK1,JAK1,CAV1,NES,PARP4,FGD5,TANC2,DDX58,ARPC5,IFI44,BLVRB,SPTBN1,SMCHD1,PRRC2C,TRIM21,QSOX1,CARD6,XRN2,USP15,PDCL,PDIA3,MMRN1,IFI16,TAL1,HELZ2,DNAJB11,ZC3HAV1,SLC39A7,RNF213,NUMB,LRRC59,ERAP1,NECAP2,PPIB,DAB2,SNAP23,ARGLU1,ARPC2,MYO6,DPY19L1,LAP3,MAML2,STOM,MYH9,MYL12B,MLKL,ZYX,ARHGEF2,DTX3L,PATL1,GNAI2,RNH1,PIK3C2A,PARP12,LUZP1,HLA-B,LMO7,RALY,CTNND1,DDX60L,CTNNA1,LRRFIP1,HCLS1,LSM8,SRSF4,SCYL2,SERPINH1,PTBP1,FKBP11,HM13,EPB41L5,DERL1,SRPRA,SEC16A,LGALS9,YES1,TJP2,OASL,STX12,SLFN5,FMNL3,WARS1,FNDC3B,CCDC88C,A2M,ARF4,DOCK6,ABCA3,GATAD2A,MYO9B,DDX60,IVNS1ABP,MOGS,HNRNPF,HLA-E,MYO1B,NOL4L,ARF1,AGO2,CAPZA1,TMOD3,CHD2,STAT3,RALA,SERPINB9,TAOK2,GIMAP8,GSDMD,HNRNPA3,PARP14,HIP1,PNPLA6,SLK,DDX5,THBS1,TAGLN2,MYCT1,TAP2,NAMPT
EC	RNA	Lung	Other	Non-interactors	Global	20015	1640	2206	199	0.073434328494494	EXOC6,LAMB3,LGALS8,PIEZO1,LACTB,RUNX1,SERPINB6,KANK3,NFKB2,ZNFX1,IKBKB,NCOA3,CAPN2,GTPBP1,TTC28,SARS1,UNC13B,AKAP13,CLEC14A,EML3,CD93,RBM15,ZC3H7A,ICAM2,CDH5,DIAPH1,FDPS,CHD1,CDC37,GRN,TGFB1,CASKIN2,APLP2,RAB8B,ARHGEF1,MYO10,ERI1,MAP3K3,PEAR1,TRAM1,AGTPBP1,STAB1,NFKB1,TET2,PDIA5,MAP3K11,PHLDA1,RAB1A,RHOA,COL4A1,RHOC,CTSC,ITSN2,DLC1,REL,AFAP1L1,CNN2,ELOA,SHE,HHIP,PIK3C2B,PTPN1,HSPA12B,DAPK1,EZR,PAK4,SH2D3C,RAP1B,TKT,RHBDF2,ACTG1,RAB5C,PSME2,PRKD2,STARD3NL,PLAT,PLEKHG1,PPM1F,H3-3A,CEMIP2,NCLN,FAM91A1,CNN3,CHSY1,MOB1A,LIMS1,TEP1,CARD8,NOP10,C1QA,NCOR2,ITPKC,SEC61A1,MYO5C,TCAF2,TYK2,AFDN,PXN,USP4,MACROH2A1,CORO7,ARHGEF15,ANXA5,SRGN,SLIT2,TOR4A,HMOX1,HDAC7,RPN2,PRKCH,RIPOR1,CARD19,ECHDC1,LIMCH1,GIMAP4,PTPN21,GNB2,INPP5K,CTSZ,CES1,POLD1,FLI1,RICTOR,LAMA3,DNM2,GMFG,MRPL14,RIT1,COL4A2,TGM2,SMURF2,SURF4,RMDN3,KCTD12,OSBPL8,GALK1,EIF4A1,INPPL1,MED15,CCN1,PTBP3,CTTNBP2NL,GTPBP2,TMEM165,SEC23B,STK4,NAP1L1,CAV2,RBMS1,CDK2,TBK1,ZNF207,HNRNPH1,TANK,LIMD1,TRIM27,ARAP3,GAK,HELZ,TECPR1,SHB,GOLT1B,CLIC1,LAMA5,PLOD3,PLXND1,TGFBR2,LASP1,CD47,ERG,CDK11A,UBAP2L,PPP1R18,PELO,SLC25A24,LDB2,GATAD2B,CRTC2,GPX1,VWF,SAMD9L,CCNK,TPP1,COLGALT1,SLFN11,LAMC2,ARHGAP31,PSME1,TRIM5,TANC1,ITGA2,CCNL1,SAR1A,CGAS,TRPV2,FARP1,NOTCH4,ENG,RBMS2
EC	RNA	Minor salivary gland	Other	Interactors	Global	20015	1129	2126	106	0.926102946534252	LGALS3,AGRN,TXN,ERP44,CLINT1,CCDC9B,RRBP1,SRSF6,ZFP36L1,CD44,TMED10,ATP6V1G1,NAGK,ANXA2,COPB2,SEC61B,TMEM41B,DNAJC10,H1-0,TMED9,NUFIP2,OS9,GOLM1,TAPBP,MYH14,SH3PXD2B,P4HB,CSTB,MYCBP,GNAS,MARK2,GNL3,CARD6,EEF1D,RPL18A,DDX23,PDCL,SRRM2,IFI16,ATP1A1,GFPT1,PABPC1,SLC39A7,LRRC59,EIF2AK3,CKAP4,MYO6,RPL8,SF3B1,MAML2,TMEM102,MYL12B,CCPG1,ATP6V0A2,NT5C2,EIF2B5,WDR77,CTNND1,PHB,LSM8,ASCC2,MAST4,TUBA1C,PTBP1,H4-16,FKBP11,HM13,MTHFSD,DPP7,PDIA6,RCC2,KIF13B,PLD1,SRPRA,SEC16A,YES1,TXNDC12,SLFN5,FNDC3B,CCDC88C,ARF4,RAI1,ACTBL2,ACSL3,SPATS2,IVNS1ABP,PRPSAP1,STK38,MOGS,GPD2,TMOD3,EPHA2,PYM1,QPCTL,HDLBP,CD2AP,SLK,FLII,AKAP9,ARHGEF28,TMEM214,RELCH,TAGLN2,CDK5RAP2,RPLP0,CAPN1
EC	RNA	Minor salivary gland	Other	Interactors	Conditional	2769	1129	259	106	0.504057684514042	LGALS3,AGRN,TXN,ERP44,CLINT1,CCDC9B,RRBP1,SRSF6,ZFP36L1,CD44,TMED10,ATP6V1G1,NAGK,ANXA2,COPB2,SEC61B,TMEM41B,DNAJC10,H1-0,TMED9,NUFIP2,OS9,GOLM1,TAPBP,MYH14,SH3PXD2B,P4HB,CSTB,MYCBP,GNAS,MARK2,GNL3,CARD6,EEF1D,RPL18A,DDX23,PDCL,SRRM2,IFI16,ATP1A1,GFPT1,PABPC1,SLC39A7,LRRC59,EIF2AK3,CKAP4,MYO6,RPL8,SF3B1,MAML2,TMEM102,MYL12B,CCPG1,ATP6V0A2,NT5C2,EIF2B5,WDR77,CTNND1,PHB,LSM8,ASCC2,MAST4,TUBA1C,PTBP1,H4-16,FKBP11,HM13,MTHFSD,DPP7,PDIA6,RCC2,KIF13B,PLD1,SRPRA,SEC16A,YES1,TXNDC12,SLFN5,FNDC3B,CCDC88C,ARF4,RAI1,ACTBL2,ACSL3,SPATS2,IVNS1ABP,PRPSAP1,STK38,MOGS,GPD2,TMOD3,EPHA2,PYM1,QPCTL,HDLBP,CD2AP,SLK,FLII,AKAP9,ARHGEF28,TMEM214,RELCH,TAGLN2,CDK5RAP2,RPLP0,CAPN1
EC	RNA	Minor salivary gland	Other	Non-interactors	Global	20015	1640	2126	153	0.966946994442591	SEC23IP,ITPR2,LAMB3,LYZ,LGALS8,RUNX1,RPIA,CLCC1,GSR,IKBKB,SERPINB2,CAPN2,SAP30BP,CORO1B,RBM12B,KRTCAP2,VRK2,PDXDC1,GRN,KIAA1217,TECR,YIPF5,MIA3,SLC35B2,ERP29,PHGDH,TET2,PDLIM4,COPZ1,SMAD1,PHLDA1,NTN4,ALDH18A1,RABEP2,TRIP11,PPP1CA,CGNL1,GOLGB1,TRIM8,SMARCD2,ZNF598,OAT,HIP1R,PGM3,PTPRK,TMEM33,SH3BP4,PAK4,GOLGA2,GMPPA,AP3B1,PRKD2,ALDH9A1,SLC25A10,STT3A,WRN,ANKHD1,DHX16,PRKAA1,ITGA6,SLC1A5,SPTLC2,ANKZF1,S100A11,ODR4,FOXP4,TRIM26,SIPA1L3,MESD,TXNDC5,ITPKC,SEC61A1,MYO5C,TCAF2,TMF1,NOP53,SRCAP,AFDN,TRIM47,ZW10,MACROH2A1,ABI1,CLK3,RPN2,SCAMP4,SUMF1,RAB3D,CHPF2,SDF2L1,CTSZ,STRN,AGK,ALDH3A2,CDC42EP1,CYTH2,QARS1,COPB1,SPATS2L,LAMA3,ADSS2,PIP,ARFGEF1,TPT1,SURF4,CP,CHID1,AQR,SRP54,PTBP3,FAM120B,RCC1,GTPBP2,TOM1,SEC23B,ZNF207,HNRNPH1,PYGB,SEC31A,SREK1,LMF2,LIMD1,SPATA18,TRIM27,GAK,ARL1,MYO5B,PHETA2,RACK1,NAA40,MUC19,SHB,SH3BGRL2,BAZ2B,LMAN1,LEO1,PYCR1,COPG1,S100A16,ERLEC1,NFIB,SRPRB,SEC13,CPNE3,LAMC2,MTMR12,ITPRID2,ITGA2,PPIL2,ANXA1,PACS1,FARP1,TMCO1,HECTD3
EC	RNA	Muscle - Skeletal	Musculoskeletal/Connective	Interactors	Global	20015	1129	2231	244	1.19508548450857e-25	CDC5L,PRKAR2A,OTUD4,VDAC1,EIF3J,MYL12A,PSMD12,DCTN4,PFKFB2,TPM2,VAPB,ADRM1,MRPS22,TSR1,TTN,CCDC9B,GALNT2,SQOR,MRPS5,MRPS17,RPL37A,RPS26,EIF3G,MRPS28,CMBL,SH3GLB1,MAP4,LARP4B,ATP2A2,HSPB1,FLNC,FHOD1,RPA2,PSMD1,EIF3I,KIF1B,BMS1,CAPZA2,PARD3,DHX36,LRRFIP2,TRIM32,CLTCL1,SRP68,GNA13,YWHAG,PSMB1,ACAT1,PSMC2,EIF4B,ABCF1,PGAM5,DDB1,SLIRP,STRAP,PKM,PSMD3,DYSF,YBX1,LRRC47,PSMD14,TRMT10C,ATP5F1C,EPRS1,KPNA6,PSMD6,MYL10,MYH14,ELOC,PARK7,UBR4,SVIL,UQCRQ,PRMT5,G3BP1,RPA1,PLEC,TUFM,RANBP10,DAP3,HADHA,MAPK6,RNPS1,EEF1B2,CCT5,IDH2,BLVRB,GNL3,FAM98A,PCMT1,FAM120A,CCT6A,BYSL,DHX29,COX6C,MRPL39,PSMC4,DCAF8,PFN2,GSPT1,RIF1,LARP4,PABPC4,KPNA3,PSMB6,PTPN14,NSFL1C,PRDX2,PSMC5,PHB2,PFKFB3,PSMA5,KTN1,CKAP5,MRPS35,ATP5F1A,VARS1,MED13,PDE4D,FXR1,TWF2,CAMK2D,FXR2,ATP5F1B,PCNT,AKAP1,DNAJC19,EIF3K,USP7,PATL1,PRKAR1A,EIF5B,HADHB,PSMD7,IBTK,P4HA1,KPNA1,PSMD13,PSMD2,NDUFA10,KIF1C,OPTN,PSMD8,PDAP1,EIF2B5,WDR77,RANBP2,SERBP1,MRPS2,TAB2,LMO7,CAST,SF3A3,ATP5PO,ACTR1A,RAB7A,DNAJA2,PTCD3,KPNB1,SLC25A3,EIF4G1,CSDE1,IMPDH2,RPL29,CEP350,RANBP9,PSMA4,EIF3A,TRAPPC9,EEF2,PPM1A,LRPPRC,PSMD4,DERL1,PAM16,GTPBP4,NDUFA4,RPS25,SLFN5,EIF2S1,PSMC3,MRPS7,USP10,YBX3,DDX1,GIGYF2,CLASP1,HSP90AB1,AIMP1,MRPS24,VCP,NUP98,EEF1G,PCBP1,EIF3C,SLAIN2,GPD2,ABCF2,HSPA9,RRP12,PRPF8,CLTB,PSMA3,PSMC6,TRMT1L,ATAD3A,SCYL1,EIF2S2,AGO2,TFIP11,CCT7,GAPDH,TIMM44,TPP2,EIF3B,PPM1B,PRMT1,GBE1,MRPS9,HECTD1,TPM3,RPL38,NOP14,RPLP1,GPC1,HDLBP,MRPS15,PRKACA,HSPA8,PSMD11,PCM1,FLII,PSMC1,VPS13A,CUL5,RB1CC1,ATP5PB,PSMA1,THRAP3,YWHAE,MRPL19,CDK5RAP2,MYL6B,PRDX6
EC	RNA	Muscle - Skeletal	Musculoskeletal/Connective	Interactors	Conditional	2769	1129	570	244	0.144351498084522	CDC5L,PRKAR2A,OTUD4,VDAC1,EIF3J,MYL12A,PSMD12,DCTN4,PFKFB2,TPM2,VAPB,ADRM1,MRPS22,TSR1,TTN,CCDC9B,GALNT2,SQOR,MRPS5,MRPS17,RPL37A,RPS26,EIF3G,MRPS28,CMBL,SH3GLB1,MAP4,LARP4B,ATP2A2,HSPB1,FLNC,FHOD1,RPA2,PSMD1,EIF3I,KIF1B,BMS1,CAPZA2,PARD3,DHX36,LRRFIP2,TRIM32,CLTCL1,SRP68,GNA13,YWHAG,PSMB1,ACAT1,PSMC2,EIF4B,ABCF1,PGAM5,DDB1,SLIRP,STRAP,PKM,PSMD3,DYSF,YBX1,LRRC47,PSMD14,TRMT10C,ATP5F1C,EPRS1,KPNA6,PSMD6,MYL10,MYH14,ELOC,PARK7,UBR4,SVIL,UQCRQ,PRMT5,G3BP1,RPA1,PLEC,TUFM,RANBP10,DAP3,HADHA,MAPK6,RNPS1,EEF1B2,CCT5,IDH2,BLVRB,GNL3,FAM98A,PCMT1,FAM120A,CCT6A,BYSL,DHX29,COX6C,MRPL39,PSMC4,DCAF8,PFN2,GSPT1,RIF1,LARP4,PABPC4,KPNA3,PSMB6,PTPN14,NSFL1C,PRDX2,PSMC5,PHB2,PFKFB3,PSMA5,KTN1,CKAP5,MRPS35,ATP5F1A,VARS1,MED13,PDE4D,FXR1,TWF2,CAMK2D,FXR2,ATP5F1B,PCNT,AKAP1,DNAJC19,EIF3K,USP7,PATL1,PRKAR1A,EIF5B,HADHB,PSMD7,IBTK,P4HA1,KPNA1,PSMD13,PSMD2,NDUFA10,KIF1C,OPTN,PSMD8,PDAP1,EIF2B5,WDR77,RANBP2,SERBP1,MRPS2,TAB2,LMO7,CAST,SF3A3,ATP5PO,ACTR1A,RAB7A,DNAJA2,PTCD3,KPNB1,SLC25A3,EIF4G1,CSDE1,IMPDH2,RPL29,CEP350,RANBP9,PSMA4,EIF3A,TRAPPC9,EEF2,PPM1A,LRPPRC,PSMD4,DERL1,PAM16,GTPBP4,NDUFA4,RPS25,SLFN5,EIF2S1,PSMC3,MRPS7,USP10,YBX3,DDX1,GIGYF2,CLASP1,HSP90AB1,AIMP1,MRPS24,VCP,NUP98,EEF1G,PCBP1,EIF3C,SLAIN2,GPD2,ABCF2,HSPA9,RRP12,PRPF8,CLTB,PSMA3,PSMC6,TRMT1L,ATAD3A,SCYL1,EIF2S2,AGO2,TFIP11,CCT7,GAPDH,TIMM44,TPP2,EIF3B,PPM1B,PRMT1,GBE1,MRPS9,HECTD1,TPM3,RPL38,NOP14,RPLP1,GPC1,HDLBP,MRPS15,PRKACA,HSPA8,PSMD11,PCM1,FLII,PSMC1,VPS13A,CUL5,RB1CC1,ATP5PB,PSMA1,THRAP3,YWHAE,MRPL19,CDK5RAP2,MYL6B,PRDX6
EC	RNA	Muscle - Skeletal	Musculoskeletal/Connective	Non-interactors	Global	20015	1640	2231	326	2.10603314627951e-27	SLC16A1,GRB10,WDR3,USP13,EXOC6,DNAJB6,USP39,MRPL3,PDCL3,AP4E1,MAP7D1,ECI2,SLU7,EIF3CL,MRPL12,LACTB,ATP5MF,MRPS30,KEAP1,RUNX1,RPIA,SYNE2,NGRN,ARMC8,UTP11,MRPL30,TRIP12,H1-2,MRPL33,YTHDF3,ZFHX3,THAP11,BUD23,NCOA3,RPAP3,TRAP1,MRPL44,OXA1L,NDUFV3,NDUFS7,POLR2C,UQCRC1,DDX46,NDUFS2,RDX,EXOC4,USP14,OPA1,SBDS,RBM15,GNL2,UBXN1,DIAPH1,METAP2,CSNK2A1,MRPS10,CLIP1,KIAA1217,EPM2A,SQSTM1,NOP16,PRKRA,TXNL1,EIF1,CFL2,CPSF2,GOT2,LPIN1,FBXO30,DYNC1LI1,NUP88,ANKRD28,TSFM,MTOR,MRM3,RRS1,LARS1,NPLOC4,IPO4,MAP2K2,DLST,DNAJC21,MRPL1,YME1L1,FKBP5,DDX19A,DCAF5,DVL1,BZW2,NNT,AFAP1L1,PEX5,MRPS33,HBS1L,NEXN,EIF4A2,CNOT7,ATP5PD,PCCB,NDUFS5,DNAJC11,SPAG9,POLR2B,EIF2A,NFATC1,MRPL2,MYO18A,TFB1M,AIMP2,UBAP2,DDX28,TXN2,EEF1A2,CIAO2B,CLPX,GPS1,RAF1,CCDC124,CHCHD3,WDR43,POLDIP2,GADD45GIP1,TUBA8,DNAJC7,SACS,NDUFA9,NDUFB4,SLC16A3,ANXA7,EFTUD2,ETF1,AVEN,MRPL20,GBF1,MTHFD1,VDAC3,PRDX3,NBR1,LIMS1,POLR3D,ELP3,ZFP91,ROCK2,IPO5,PSMB7,HAX1,CEP85,EXOSC5,VDAC2,CS,NDUFS3,BANF1,TWNK,UTP4,PCYT1A,MRPL46,DDX54,MYPN,GCN1,C1QBP,PXN,SYNPO,PNO1,ZW10,MRPL58,NARS1,HDGF,EIF5A,USP5,PANK4,DDX21,UQCRC2,UBB,PFKM,TPM1,MLH1,RAB2A,POLR2I,SMAD3,MRPL27,GPATCH8,DCAF1,PPP1CC,FHL3,ASPSCR1,CBLL1,MPHOSPH10,LIMCH1,MRPL34,ADSL,PDCD2L,EIF5,NOSIP,RPAP1,NPEPPS,CWC15,PHC2,POLR3A,SLC25A11,OLA1,NOP2,COPS4,WTAP,PDHB,DYRK1A,PPP1CB,AFG3L2,PHKB,CCDC47,PSMA7,MRPS18B,H2BC21,NDUFA13,IPO7,MRPS27,BCAR1,MRPL14,TPT1,SLC25A12,SLC25A4,PA2G4,PSMA6,ATP5ME,MRPL24,NOMO2,CACNA2D1,FARSB,TUT4,RSL1D1,RMND5A,SDHB,MDH2,BCKDK,GRSF1,MRPS16,SNAP29,DRG1,STOML2,MAFF,MBNL1,TOM1,VWA8,USP47,MCU,CNBP,OGDH,HOMER3,TUBA4A,NDUFS4,PSMB5,IMMT,FYTTD1,DHX37,YTHDF1,LIMD1,MRPL23,MRPL37,MRPL15,CARM1,KARS1,RNF31,RP9,CDK11B,MTMR14,MFN2,RRP15,CUL3,TBL3,IARS2,MTCH2,NMNAT1,GID4,COPS2,MRPS23,UACA,ME2,USP28,MTREX,GCLM,DNAJC2,HSPA4,CDV3,EI24,NACA,TMOD1,ACADVL,STAU2,FKBP3,LDHA,TIMM50,BAG3,NDUFS1,PDLIM5,G3BP2,NRDC,SAMM50,VPS4A,TMCC3,WWP1,ALDOA,COPS8,DNAJA3,ETFA,NDUFV1,NCOA1,SUCLG1,PRKAG1,COG4,CHD7,MSI2,SNRNP27,GEMIN5,EIF4H,DLAT,USO1,MAP1LC3B,POLRMT,PPP6C,RABL6,DNTTIP1,NAP1L4,PLAA,PSMA2,CYC1,ZC3H12C,EIF4E2
EC	RNA	Nerve - Tibial	Other	Interactors	Global	20015	1129	2170	157	0.000565841720925961	TARDBP,ARHGEF10,DDX17,CTNNB1,LAMA4,PDS5B,VPS13C,PCBP2,SRSF11,S100A6,INF2,PRPF40A,BCLAF1,ITPR3,TMED10,CEP131,WDR11,S100A10,YLPM1,DOCK9,TAB1,BCL7C,HMGB1,IPO8,SF3A2,PSMB1,SAMHD1,DNAJC10,WWC2,LAMB1,DOCK7,MPRIP,WTIP,ELMO1,FGD4,PHLDB1,FUT8,PFKL,LGALS1,ARID1A,CPSF6,CAVIN1,FMNL2,HNRNPA2B1,PEAK1,PRMT5,TNRC6B,RBM33,NES,SF3A1,RBM25,FGD5,DDX58,PLEC,YTHDC1,MYO1C,STARD13,POLDIP3,SRSF3,CASC3,SPTBN1,PPP2R2A,SRSF5,ADD3,RBM45,QKI,ZC3H4,UTRN,U2SURP,SRRM2,IFI16,RIF1,CEP89,DICER1,SEC11A,NUMB,BMP2K,EXOSC10,DNAJC13,VIM,ARGLU1,DDX42,LUC7L2,RAI14,SF3B1,RBM39,MKLN1,TNRC6C,ARHGEF2,ENDOD1,SF1,SPTAN1,MTMR3,GNAI2,FRMD4A,SFSWAP,TAB2,RBM5,LMO7,TRIP6,CNP,CTNNA1,CRTC3,HNRNPDL,EIF2B4,GSN,TRIO,AHNAK,WDR61,SART1,GLG1,MTHFSD,RSRC2,KIF13B,TJP2,FMNL3,ANAPC5,TENT2,XRN1,PUF60,SNRPB2,SUN2,CACTIN,DHX15,PRPSAP1,LRCH3,ECD,MYO1E,STK38,CEP192,SCRIB,CCNT2,GPATCH1,DERA,MAPKAPK5,NCBP3,AGO3,RBMS3,CDK13,SERPINB9,HNRNPA3,SRRM1,HIP1,ASCC1,PIBF1,GPC1,ADD1,ATXN2,TJP1,TRIOBP,AKAP9,FUS,ARHGEF28,HP1BP3,HSPG2,RELCH,P3H1
EC	RNA	Nerve - Tibial	Other	Interactors	Conditional	2769	1129	393	157	0.659852446393476	TARDBP,ARHGEF10,DDX17,CTNNB1,LAMA4,PDS5B,VPS13C,PCBP2,SRSF11,S100A6,INF2,PRPF40A,BCLAF1,ITPR3,TMED10,CEP131,WDR11,S100A10,YLPM1,DOCK9,TAB1,BCL7C,HMGB1,IPO8,SF3A2,PSMB1,SAMHD1,DNAJC10,WWC2,LAMB1,DOCK7,MPRIP,WTIP,ELMO1,FGD4,PHLDB1,FUT8,PFKL,LGALS1,ARID1A,CPSF6,CAVIN1,FMNL2,HNRNPA2B1,PEAK1,PRMT5,TNRC6B,RBM33,NES,SF3A1,RBM25,FGD5,DDX58,PLEC,YTHDC1,MYO1C,STARD13,POLDIP3,SRSF3,CASC3,SPTBN1,PPP2R2A,SRSF5,ADD3,RBM45,QKI,ZC3H4,UTRN,U2SURP,SRRM2,IFI16,RIF1,CEP89,DICER1,SEC11A,NUMB,BMP2K,EXOSC10,DNAJC13,VIM,ARGLU1,DDX42,LUC7L2,RAI14,SF3B1,RBM39,MKLN1,TNRC6C,ARHGEF2,ENDOD1,SF1,SPTAN1,MTMR3,GNAI2,FRMD4A,SFSWAP,TAB2,RBM5,LMO7,TRIP6,CNP,CTNNA1,CRTC3,HNRNPDL,EIF2B4,GSN,TRIO,AHNAK,WDR61,SART1,GLG1,MTHFSD,RSRC2,KIF13B,TJP2,FMNL3,ANAPC5,TENT2,XRN1,PUF60,SNRPB2,SUN2,CACTIN,DHX15,PRPSAP1,LRCH3,ECD,MYO1E,STK38,CEP192,SCRIB,CCNT2,GPATCH1,DERA,MAPKAPK5,NCBP3,AGO3,RBMS3,CDK13,SERPINB9,HNRNPA3,SRRM1,HIP1,ASCC1,PIBF1,GPC1,ADD1,ATXN2,TJP1,TRIOBP,AKAP9,FUS,ARHGEF28,HP1BP3,HSPG2,RELCH,P3H1
EC	RNA	Nerve - Tibial	Other	Non-interactors	Global	20015	1640	2170	236	2.02032656085382e-06	CDC16,TUBGCP3,FSCN1,SON,SNRNP40,ZNF638,NOL11,WBP11,SRBD1,DAD1,CLCC1,SNX6,IKBKB,KCTD3,DDX27,DHX8,LTBP3,TTC28,SYDE1,SMAD2,PDCD6IP,NT5DC2,WASF2,SAP30BP,EML3,AKAP8,RAB34,LRRC8C,USP53,DDX51,SYNE3,NAV3,CDKAL1,RBM12B,KRTCAP2,C8orf33,TOM1L2,CASKIN2,RAB8B,NIPBL,CNOT2,MAP3K3,PEAR1,YTHDC2,EIF1,LTBP4,RO60,LPIN1,SMARCE1,RIOK1,RAB1B,TET2,PDLIM4,MAP3K11,SCRN1,PHLDA1,BIN3,PRPF3,RHOA,RHOC,SMARCAL1,SECISBP2,LENG8,ZNF706,EXOC1,GIT1,BCAR3,VPS28,AFAP1L1,TRIM8,PES1,CCDC9,GIGYF1,FUBP1,SMARCD2,VIRMA,DDX31,TOP3B,SPAG9,NFATC1,PAK4,MYO9A,PIK3R4,FRG1,UBAP2,NUMBL,CCDC174,SLC25A10,WRN,KSR1,SCAF8,UFL1,NUP107,PLAT,PBRM1,CARD10,PPM1F,CEMIP2,SPATA5L1,ITGA6,CAVIN3,MRPL43,EXOSC8,CHD6,CNN3,TNS2,LATS1,FAM76B,ARVCF,DDX50,POGZ,ARHGAP24,RBM26,FOXP4,HNRNPA1,ALDH1A1,PWP2,NCOR2,CEP85,SFPQ,DYNLRB1,ITPKC,XPO1,PRPF4B,TYK2,PXN,ADIRF,TDRD3,WASHC4,MDN1,SLC2A1,LTV1,SLIT2,PPP4R2,HDAC7,CAPNS1,ANKRD50,PIK3C3,CWF19L2,FLNB,PTPN21,GNB2,PHC2,NASP,GAS2L3,DHX38,RHBDF1,ERCC3,MICAL3,CDC42EP1,RICTOR,UGGT2,PLEKHA4,LAMA3,ARL2,FTSJ3,RBM42,RBM28,BTAF1,ZNF22,KCTD12,TUT4,KHNYN,GALK1,SORBS3,SPATA5,MED15,FRYL,PPIL4,PPIP5K2,CTTNBP2NL,FAM120B,MRPS6,SMN1,XAB2,CAPRIN2,GTF3C5,KATNBL1,COMT,ZC2HC1A,NUP153,EXOSC2,SREK1,ITCH,VPS13B,H2AJ,HRNR,ABCD3,BUD13,SOX17,TNS3,MIDEAS,RRP15,ZRANB2,SNED1,PLOD3,MMS19,PLXND1,UACA,TGFBR2,WDR35,EIF4ENIF1,MTA2,SLTM,PAXBP1,GTF2F2,CRTC2,BIRC6,STK3,DDX10,PHF2,DMXL1,CPNE3,SLFN11,CAD,H3-3B,NCOA1,ARHGAP31,ITPRID2,TANC1,CDK9,NUP133,AMMECR1L,SWAP70,ZBTB1,GEMIN5,RBM22,CEP44,EXOC2,SMC3,RASA3,MBD2,RBMS2,SEC24B,TMEM109,ZC3H12C
