Interactor	NumBaits	Baits
GTPBP4	2	FLT1, PHACTR1
H1-5	2	EDN1, PHACTR1
H2AC14	2	PHACTR1, PLPP3
H2BC15	2	EDN1, FN1
H3C1	2	EDN1, FN1
HADHA	2	PLPP3, FN1
HBA1	2	EDN1, PLPP3
HCLS1	2	BCAS3, PLPP3
HLA-A	2	BCAS3, EDN1
HLA-B	2	ARHGEF26, EDN1
HLTF	2	ARHGEF26, PLPP3
HMGA2	2	JCAD, PLPP3
HNRNPA0	2	EDN1, PHACTR1
HNRNPDL	2	ARHGEF26, BCAS3
HNRNPH2	2	EDN1, PLPP3
HNRNPUL1	2	EDN1, FN1
HSD17B10	2	ARHGEF26, FLT1
HSD17B12	2	EDNRA, PLPP3
HSPA1A	2	ARHGEF26, BCAS3
IBTK	2	EDNRA, FN1
IDH2	2	FLT1, PLPP3
IFIT1	2	ARHGEF26, PLPP3
IFIT5	2	ARHGEF26, FN1
IGHG4	2	EDNRA, FN1
IGKV4-1	2	EDNRA, PLPP3
ILF3	2	EDN1, FLT1
IQGAP1	2	PLPP3, FN1
ITPR3	2	ARHGEF26, EDNRA
IVNS1ABP	2	BCAS3, EDN1
JAK1	2	ARHGEF26, PLPP3
KCTD5	2	BCAS3, EDN1
KIF1C	2	ARHGEF26, FN1
KIF5B	2	ARHGEF26, PLPP3
KLC2	2	ARHGEF26, PLPP3
KPNB1	2	BCAS3, PLPP3
LAMA5	2	EDNRA, FN1
LAMB1	2	FN1, PLPP3
LAMC1	2	FN1, PLPP3
LARP4B	2	FN1, PLPP3
LGALS3	2	EDN1, PLPP3
LGALS3BP	2	EDNRA, FN1
LMO7	2	EDN1, FN1
LRCH3	2	BCAS3, PLPP3
LRRC59	2	EDN1, PLPP3
LRRFIP1	2	JCAD, PLPP3
LSM14A	2	BCAS3, FN1
LYAR	2	ARHGEF26, PHACTR1
MACF1	2	EDN1, FN1
MARCKS	2	EDNRA, HDAC9
MATR3	2	EDN1, FN1
MBOAT7	2	FN1, PLPP3
MCAM	2	BCAS3, PLPP3
MCM5	2	ARHGEF26, PLPP3
MMP1	2	EDN1, FN1
MOB2	2	BCAS3, EDN1
MOGS	2	FN1, PLPP3
MRM3	2	FN1, PLPP3
MRPS22	2	EDN1, PLPP3
MRPS5	2	BCAS3, PLPP3
MRPS7	2	BCAS3, PLPP3
MYCBP	2	ARHGEF26, EDN1
MYCBP2	2	FN1, PLPP3
MYH10	2	ARHGEF26, EDN1
MYH11	2	ARHGEF26, FLT1
MYL6B	2	ARHGEF26, FLT1
MYL9	2	ARHGEF26, FLT1
MYO1C	2	BCAS3, FN1
MYO1E	2	FN1, PLPP3
MYO5A	2	EDN1, FN1
MYOF	2	BCAS3, PLPP3
NDUFA4	2	BCAS3, PLPP3
NEMF	2	FN1, PLPP3
NES	2	FN1, PHACTR1
NMT1	2	EDNRA, PLPP3
NOMO2	2	BCAS3, FN1
NOP14	2	EDN1, PLPP3
NSUN2	2	ARHGEF26, FN1
NUFIP2	2	ADAMTS7, FLT1
OAS3	2	ARHGEF26, EDN1
OSBPL8	2	EDNRA, PLPP3
P3H1	2	EDN1, PLPP3
PA2G4	2	PLPP3, FN1
PABPN1	2	EDN1, FLT1
PAPPA	2	EDNRA, FN1
PARP1	2	FLT1, FN1
PARP12	2	EDNRA, FN1
PARP4	2	EDNRA, FN1
PARP9	2	BCAS3, PLPP3
PATL1	2	ARHGEF26, FN1
PBXIP1	2	EDN1, PLPP3
PCBP1	2	ADAMTS7, FLT1
PCM1	2	FN1, JCAD
PCMT1	2	EDNRA, FN1
PCNA	2	BCAS3, PLPP3
PDAP1	2	EDNRA, PLPP3
PDLIM7	2	BCAS3, FN1
PFKFB3	2	ARHGEF26, EDN1
PFKP	2	PLPP3, FN1
PHLDB1	2	FN1, PLPP3
PIK3C2A	2	FLT1, FN1
PML	2	ARHGEF26, FN1
PNO1	2	FN1, PLPP3
POTEKP	2	EDN1, EDNRA
PPFIBP1	2	BCAS3, PLPP3
PPM1B	2	ARHGEF26, EDN1
PPM1G	2	ARHGEF26, PLPP3
PPP2R1A	2	BCAS3, PLPP3
PRKACA	2	ADAMTS7, PLPP3
PRKAR2A	2	ADAMTS7, JCAD
PRMT5	2	ARHGEF26, EDN1
PRPF6	2	ARHGEF26, FLT1
PRPS1	2	BCAS3, PLPP3
PRPSAP1	2	BCAS3, PLPP3
PRRC2A	2	JCAD, PLPP3
PRRC2C	2	ADAMTS7, EDN1
PSMA4	2	ARHGEF26, EDN1
PSMC2	2	BCAS3, PLPP3
PSMC5	2	EDNRA, PLPP3
PSMC6	2	BCAS3, PLPP3
PSMD1	2	BCAS3, PLPP3
PSMD11	2	BCAS3, PLPP3
PSMD13	2	BCAS3, PLPP3
PSMD14	2	BCAS3, PLPP3
PSMD3	2	BCAS3, PLPP3
PSMD6	2	BCAS3, PLPP3
PYCR3	2	FN1, PLPP3
QKI	2	BCAS3, PLPP3
QPCTL	2	EDN1, PLPP3
RAI14	2	EDN1, FLT1
RASIP1	2	BCAS3, PLPP3
RB1CC1	2	EDN1, PLPP3
RBBP4	2	EDN1, PHACTR1
RBM10	2	EDN1, FLT1
RBM17	2	EDN1, FLT1
RBM25	2	EDNRA, FLT1
RBM4	2	PLPP3, FN1
RBM5	2	EDN1, FLT1
RBMS1	2	ADAMTS7, JCAD
RBMS2	2	ADAMTS7, FN1
RCC2	2	PLPP3, FN1
RCN1	2	BCAS3, PLPP3
RIOK2	2	EDNRA, PLPP3
RNPS1	2	EDN1, FLT1
RPAP3	2	FN1, PLPP3
RPL11	2	ARHGEF26, FN1
RPL36A	2	FN1, PLPP3
RPL37	2	FN1, JCAD
RPL38	2	FN1, PLPP3
RPL5	2	BCAS3, PLPP3
RPLP1	2	EDN1, PLPP3
RPS15	2	ADAMTS7, PLPP3
RPS27	2	PLPP3, FN1
RPS27L	2	BCAS3, PLPP3
RPS5	2	FLT1, PLPP3
RPSA	2	JCAD, PLPP3
RRAS2	2	FN1, PLPP3
RTN4	2	EDNRA, PLPP3
S100A11	2	ADAMTS7, EDN1
S100A13	2	EDN1, PLPP3
SCRIB	2	ARHGEF26, FN1
SCYL1	2	ARHGEF26, PLPP3
SCYL2	2	ARHGEF26, EDN1
SEC22B	2	ADAMTS7, FN1
SEC61B	2	ARHGEF26, PLPP3
SERPINE1	2	FN1, PLPP3
SF3B1	2	EDN1, FLT1
SF3B2	2	EDN1, FLT1
SF3B5	2	EDN1, PHACTR1
SF3B6	2	EDN1, FLT1
SFSWAP	2	EDN1, FLT1
SH3GL1	2	ARHGEF26, EDNRA
SHANK3	2	ARHGEF26, PLPP3
SHFL	2	BCAS3, FN1
SHMT2	2	FN1, PLPP3
SLAIN2	2	ARHGEF26, PLPP3
SLC25A11	2	FN1, PLPP3
SLC25A6	2	JCAD, PLPP3
SLFN5	2	ARHGEF26, PLPP3
SMARCC2	2	FN1, PHACTR1
SND1	2	BCAS3, PLPP3
SNRNP200	2	EDNRA, FLT1
SNRNP27	2	BCAS3, EDNRA
SNRPA1	2	FLT1, FN1
SNRPD1	2	ADAMTS7, BCAS3
SNTB2	2	ARHGEF26, PLPP3
SPIN1	2	ARHGEF26, EDN1
SPINDOC	2	ARHGEF26, EDN1
SRGAP2	2	EDNRA, FN1
SRP54	2	BCAS3, PLPP3
SRP68	2	ARHGEF26, PLPP3
SRPRA	2	EDNRA, PLPP3
SRSF1	2	EDN1, FLT1
SRSF10	2	EDN1, PHACTR1
SRSF11	2	EDNRA, PLPP3
SSBP1	2	ARHGEF26, FN1
SSRP1	2	BCAS3, PLPP3
STAT3	2	ARHGEF26, PLPP3
STK38	2	ARHGEF26, EDN1
STK38L	2	ARHGEF26, EDN1
STRAP	2	EDNRA, PLPP3
TAB1	2	ARHGEF26, EDN1
TAB2	2	ARHGEF26, EDN1
TAF15	2	FLT1, FN1
TAGLN2	2	BCAS3, PLPP3
TARDBP	2	ARHGEF26, PLPP3
TAX1BP1	2	ADAMTS7, EDNRA
TCF25	2	FN1, PLPP3
TEP1	2	EDNRA, FN1
TFG	2	EDNRA, FN1
TGFBI	2	EDN1, PLPP3
THBS2	2	ARHGEF26, BCAS3
TIAL1	2	PLPP3, FN1
TJP1	2	ADAMTS7, BCAS3
TNKS1BP1	2	ADAMTS7, EDN1
TOP1	2	EDN1, FN1
TOR1AIP1	2	ARHGEF26, PLPP3
TPM1	2	ARHGEF26, PHACTR1
TRIM22	2	BCAS3, PLPP3
TRIM32	2	FN1, PLPP3
TTC37	2	FN1, PLPP3
TTLL5	2	FN1, JCAD
TUBA1A	2	BCAS3, PLPP3
TUBB6	2	BCAS3, PLPP3
TUT7	2	FN1, PLPP3
TWF2	2	EDN1, FLT1
TXN	2	ADAMTS7, EDN1
UGGT1	2	FN1, PLPP3
USP10	2	ADAMTS7, PLPP3
VCAN	2	ADAMTS7, EDN1
VCP	2	BCAS3, EDN1
WDR11	2	FN1, PLPP3
WDR26	2	BCAS3, EDN1
WDR77	2	ARHGEF26, EDN1
YPEL5	2	EDN1, PHACTR1
YWHAG	2	BCAS3, EDNRA
YWHAH	2	BCAS3, EDNRA
YWHAZ	2	ADAMTS7, BCAS3
ZC3H15	2	FN1, PLPP3
ZC3H4	2	FN1, JCAD
ZCCHC3	2	FLT1, PLPP3
ZRANB2	2	EDN1, PLPP3
ZYX	2	BCAS3, PLPP3
A2M	1	FN1
ABCA3	1	PLPP3
ABCE1	1	PLPP3
ABLIM1	1	EDN1
ACACA	1	FN1
ACAT1	1	PLPP3
ACO1	1	EDNRA
ACOT7	1	ARHGEF26
ACTG1	1	EDN1
ACTL6A	1	FN1
ACTN1	1	EDN1
ADAMTS1	1	FN1
ADD1	1	FLT1
ADRM1	1	PLPP3
AFAP1	1	FN1
AFG3L2	1	PLPP3
AFTPH	1	PLPP3
AGAP1	1	FN1
AGO3	1	FN1
AGRN	1	FN1
AHNAK2	1	FLT1
AHSA1	1	ARHGEF26
AIFM1	1	FN1
AIMP1	1	FN1
AKAP1	1	FN1
AKAP12	1	PLPP3
AKAP2	1	ARHGEF26
ALDH16A1	1	FN1
ALDH18A1	1	FN1
ANAPC5	1	ARHGEF26
ANKRD28	1	FN1
ANKZF1	1	FN1
ANXA2	1	EDN1
AP2A2	1	FLT1
AP2S1	1	BCAS3
AP3M1	1	PLPP3
AP4M1	1	ARHGEF26
APEX1	1	BCAS3
APP	1	PLPP3
ARF1	1	ARHGEF26
ARHGAP29	1	ARHGEF26
ARHGEF28	1	FN1
ARHGEF7	1	ADAMTS7
ARID1A	1	FN1
ARID1B	1	FN1
ARL1	1	EDNRA
ARMCX1	1	EDNRA
ARNT	1	FN1
ARPC4-TTLL3	1	EDN1
ASCC1	1	FN1
ASCC2	1	PLPP3
ASCC3	1	PLPP3
ATAD3B	1	EDNRA
ATG13	1	PLPP3
ATP13A1	1	PLPP3
ATP5F1B	1	PLPP3
ATP5F1D	1	PLPP3
ATP5F1EP2	1	PLPP3
ATP5PB	1	PLPP3
ATP5PD	1	PLPP3
ATP5PF	1	PLPP3
ATP6AP1	1	PLPP3
ATP6V0A1	1	PLPP3
ATP6V0A2	1	PLPP3
ATP6V0C	1	PLPP3
ATP6V0D1	1	PLPP3
ATP6V1B2	1	PLPP3
ATP6V1C1	1	PLPP3
ATP6V1E1	1	PLPP3
ATP6V1G1	1	PLPP3
ATXN2L	1	ADAMTS7
B3GAT3	1	PLPP3
BANF1	1	EDN1
BANP	1	FLT1
BASP1	1	PLPP3
BCAP31	1	PLPP3
BCL7C	1	FN1
BGN	1	EDNRA
BIRC6	1	FN1
BLVRB	1	ARHGEF26
BMP2K	1	FLT1
BRCA2	1	PLPP3
BSG	1	PLPP3
BST2	1	PLPP3
BTBD10	1	FLT1
BUD23	1	FN1
BYSL	1	PLPP3
C19orf53	1	PLPP3
C2CD3	1	JCAD
C2ORF49	1	ARHGEF26
C3	1	FN1
C4A	1	FN1
C4B	1	FN1
C4B_2	1	FN1
CACNA2D1	1	PLPP3
CACTIN	1	EDN1
CAMK2G	1	ARHGEF26
CAMSAP1	1	EDNRA
CAPN2	1	EDN1
CAPRIN1	1	ADAMTS7
CAPRIN2	1	ARHGEF26
CARD11	1	ARHGEF26
CARS1	1	PLPP3
CASC3	1	PLPP3
CASK	1	ARHGEF26
CASP14	1	ARHGEF26
CC2D1A	1	FN1
CCDC124	1	PLPP3
CCDC50	1	PLPP3
CCDC61	1	JCAD
CCDC80	1	FN1
CCDC86	1	PLPP3
CCDC88A	1	EDN1
CCDC88C	1	EDN1
CCDC9	1	BCAS3
CCNT2	1	PLPP3
CCPG1	1	PLPP3
CCT6B	1	BCAS3
CCT7	1	BCAS3
CD2AP	1	ARHGEF26
CD2BP2	1	ARHGEF26
CD44	1	PLPP3
CDC26	1	ARHGEF26
CDC27	1	FN1
CDC42	1	PLPP3
CDC42BPA	1	EDNRA
CDC42EP1	1	FN1
CDC5L	1	FN1
CDCP1	1	PLPP3
CDIPT	1	PLPP3
CDK1	1	PLPP3
CDK11A	1	EDNRA
CDK13	1	PLPP3
CDK5RAP2	1	JCAD
CDR2L	1	PLPP3
CDV3	1	PLPP3
CEP170B	1	EDNRA
CEP192	1	JCAD
CEP20	1	EDNRA
CEP350	1	BCAS3
CEP89	1	JCAD
CERCAM	1	PLPP3
CHD3	1	ARHGEF26
CHD4	1	BCAS3
CHMP1A	1	EDNRA
CHMP5	1	EDNRA
CHPF2	1	FN1
CIR1	1	EDN1
CIT	1	EDNRA
CLEC11A	1	FN1
CLINT1	1	FLT1
CLIP2	1	PLPP3
CLTCL1	1	ARHGEF26
CMAS	1	FN1
CMBL	1	BCAS3
CMTR1	1	ARHGEF26
CNN1	1	FN1
CNN2	1	EDN1
COA3	1	PLPP3
COG2	1	ARHGEF26
COL11A1	1	EDNRA
COL4A2	1	EDN1
COL5A2	1	FN1
COL8A1	1	EDNRA
COMT	1	EDNRA
COPB2	1	PLPP3
COPE	1	EDNRA
COPRS	1	EDN1
COX6C	1	BCAS3
CPSF1	1	EDN1
CRIP2	1	BCAS3
CRTAP	1	EDN1
CRTC3	1	FN1
CSNK1A1	1	EDN1
CSNK1E	1	FN1
CSNK2A1	1	PLPP3
CSTA	1	ARHGEF26
CTBP1	1	PLPP3
CTNNA1	1	PLPP3
CTNNB1	1	PLPP3
CTNND1	1	PLPP3
CTSB	1	PLPP3
CTSV	1	ARHGEF26
CUL5	1	PLPP3
CYB5R3	1	EDNRA
CYFIP1	1	PLPP3
DAB2	1	FLT1
DAP3	1	PLPP3
DBT	1	FN1
DCAF7	1	FN1
DCAF8	1	PLPP3
DCTN6	1	PLPP3
DDOST	1	ARHGEF26
DDRGK1	1	PLPP3
DDX20	1	EDNRA
DDX21	1	EDN1
DDX24	1	FN1
DDX28	1	PLPP3
DDX39B	1	PHACTR1
DDX3X	1	PLPP3
DDX41	1	EDN1
DDX42	1	PLPP3
DDX47	1	EDNRA
DDX5	1	FLT1
DDX58	1	ARHGEF26
DDX6	1	EDNRA
DDX60L	1	PLPP3
DECR2	1	PLPP3
DEK	1	PLPP3
DENND4A	1	FN1
DERA	1	FN1
DERL1	1	EDN1
DHX29	1	PLPP3
DHX36	1	PLPP3
DICER1	1	PLPP3
DLG1	1	ARHGEF26
DNAAF5	1	ARHGEF26
DNAJB1	1	PLPP3
DNAJB11	1	PLPP3
DNAJB12	1	PLPP3
DNAJB4	1	EDNRA
DNAJC3	1	PLPP3
DNAJC7	1	PLPP3
DNAJC9	1	PLPP3
DNM2	1	FN1
DOCK6	1	ARHGEF26
DOCK7	1	FLT1
DOK1	1	FN1
DPF2	1	FN1
DPM1	1	PLPP3
DPYSL2	1	FN1
DRG1	1	FN1
DSG1	1	ARHGEF26
DSP	1	FN1
DYNLL1	1	ADAMTS7
DYSF	1	PLPP3
ECD	1	PLPP3
ECI2	1	PLPP3
EDIL3	1	JCAD
EEF1E1	1	ARHGEF26
EEFSEC	1	FN1
EFEMP1	1	BCAS3
EIF1AY	1	PLPP3
EIF2A	1	PLPP3
EIF2AK3	1	EDN1
EIF2AK4	1	ARHGEF26
EIF2B4	1	PLPP3
EIF2B5	1	PLPP3
EIF2S3B	1	FN1
EIF3C	1	PLPP3
EIF3J	1	PLPP3
EIF4A1	1	PLPP3
EIF4G2	1	PLPP3
EIF4H	1	PLPP3
EIF5	1	PLPP3
EIF5A	1	PLPP3
ELMO1	1	BCAS3
ELOC	1	EDN1
ENDOD1	1	EDN1
ENO1	1	EDN1
EPB41L5	1	FLT1
EPHA2	1	PLPP3
EPS15	1	PLPP3
EPSTI1	1	FN1
ERAP1	1	ARHGEF26
ERBIN	1	FN1
ERC1	1	PLPP3
ERCC6	1	EDNRA
ERGIC1	1	PLPP3
ERI3	1	PLPP3
ERLIN1	1	PLPP3
ERLIN2	1	PLPP3
ETF1	1	PLPP3
ETNPPL	1	EDN1
ETV6	1	ADAMTS7
EXOC2	1	EDNRA
F2	1	EDN1
FAF2	1	PLPP3
FAM120B	1	EDNRA
FAM91A1	1	PLPP3
FASN	1	BCAS3
FBL	1	PHACTR1
FERMT3	1	ARHGEF26
FGD4	1	JCAD
FGD5	1	PLPP3
FHOD1	1	FN1
FIP1L1	1	ADAMTS7
FKBP10	1	EDN1
FKBP3	1	PHACTR1
FLII	1	FLT1
FMC1	1	JCAD
FMNL2	1	ARHGEF26
FMNL3	1	ARHGEF26
FOCAD	1	PLPP3
FOXK1	1	FN1
FOXO3	1	FN1
FRG1	1	EDNRA
FRMD4A	1	PLPP3
FUBP1	1	PLPP3
FUBP3	1	PLPP3
FUT8	1	PLPP3
G6PD	1	EDN1
GALNT2	1	PLPP3
GART	1	PLPP3
GATAD2A	1	ARHGEF26
GEMIN2	1	EDNRA
GEMIN4	1	EDNRA
GEMIN6	1	EDNRA
GEMIN8	1	EDNRA
GFPT1	1	PLPP3
GFPT2	1	PLPP3
GID8	1	EDN1
GIT1	1	ADAMTS7
GLG1	1	PLPP3
GLI2	1	FN1
GLUD1	1	EDN1
GLYR1	1	BCAS3
GNA13	1	ARHGEF26
GNAI2	1	ARHGEF26
GNAI3	1	PLPP3
GNAS	1	ARHGEF26
GNL3	1	FN1
GOLIM4	1	PLPP3
GOLM1	1	PLPP3
GPC1	1	PLPP3
GPD2	1	PLPP3
GPI	1	EDNRA
GPX1	1	PLPP3
GPX8	1	PLPP3
GRAP	1	ARHGEF26
GRB10	1	FN1
GREM1	1	FN1
GSDMD	1	ARHGEF26
GSPT1	1	PLPP3
GTF2F1	1	PLPP3
GTPBP1	1	EDNRA
H1-10	1	PHACTR1
H1-2	1	EDN1
H1-3	1	EDN1
H1-4	1	EDN1
H2AC6	1	JCAD
H2AJ	1	EDN1
H2AX	1	EDN1
H2AZ1	1	EDN1
H2BC10	1	FN1
H2BC12	1	FN1
H2BC14	1	FN1
H2BC18	1	FN1
H2BC3	1	EDN1
H2BC5	1	FN1
H2BC9	1	FN1
H2BS1	1	FN1
H3-2	1	EDN1
H3-3A	1	EDN1
H3C13	1	EDN1
H6PD	1	PLPP3
HACD3	1	EDN1
HBA2	1	PLPP3
HBB	1	FN1
HDAC2	1	PHACTR1
HDGFL3	1	BCAS3
HDX	1	PLPP3
HECTD1	1	PLPP3
HHIP	1	FN1
HIC1	1	FLT1
HIP1	1	FLT1
HLA-E	1	ARHGEF26
HM13	1	PLPP3
HMGA1	1	JCAD
HMGB1	1	PLPP3
HMGN4	1	HDAC9
HNRNPD	1	BCAS3
HNRNPM	1	EDN1
HNRNPR	1	EDN1
HNRNPUL2	1	EDN1
HSD17B11	1	PLPP3
HSP90AA1	1	EDN1
HSPA4	1	FN1
ICAM1	1	ARHGEF26
IFI44	1	ARHGEF26
IGF2R	1	ARHGEF26
IGFBP3	1	PLPP3
IGFBP7	1	PLPP3
IGHV1OR15-9	1	FN1
IGHV3-53	1	EDNRA
IGHV3-66	1	FN1
IGHV3-73	1	FN1
IGHV3OR16-9	1	FN1
IGHV7-81	1	EDN1
IGKC	1	FN1
IGKJ1	1	FN1
IGKJ2	1	FN1
IGKV2-28	1	FN1
IGKV2-40	1	FN1
IGKV2D-24	1	PHACTR1
IGKV2D-26	1	JCAD
IGKV2D-28	1	FN1
IGKV2D-29	1	JCAD
IGKV2D-40	1	FN1
IGKV3-15	1	FN1
IGLV1-40	1	FN1
IGLV1-44	1	FN1
IGLV1-47	1	FN1
IGLV2-11	1	FN1
IGLV2-18	1	FN1
IGLV2-8	1	FN1
IGLV3-21	1	FN1
IKBIP	1	PLPP3
IKBKB	1	PLPP3
IKBKG	1	PLPP3
IPO5	1	EDN1
IPO8	1	BCAS3
IPO9	1	PLPP3
IQSEC1	1	FN1
ITCH	1	PLPP3
ITIH3	1	EDN1
ITIH4	1	FN1
KANK1	1	FN1
KCTD10	1	EDNRA
KCTD17	1	EDN1
KCTD2	1	BCAS3
KCTD20	1	EDNRA
KDELR2	1	ARHGEF26
KHNYN	1	FN1
KHSRP	1	PLPP3
KIF13B	1	ARHGEF26
KIF23	1	FLT1
KLC1	1	ARHGEF26
KPNA1	1	ARHGEF26
KPNA3	1	ARHGEF26
KPNA6	1	ARHGEF26
LAMA2	1	FN1
LAMB2	1	FN1
LANCL1	1	FN1
LANCL2	1	PLPP3
LAP3	1	ARHGEF26
LARP4	1	PLPP3
LARP7	1	FN1
LARS1	1	FN1
LATS1	1	FN1
LBR	1	PLPP3
LDHB	1	ADAMTS7
LGALS9	1	FN1
LIG3	1	EDNRA
LIMCH1	1	EDNRA
LOX	1	EDN1
LOXL1	1	FN1
LOXL4	1	FN1
LPP	1	ARHGEF26
LPXN	1	EDNRA
LRPAP1	1	FN1
LRRC47	1	ARHGEF26
LSM12	1	ADAMTS7
LSM14B	1	FN1
LSM8	1	FLT1
LTBP3	1	FN1
LTV1	1	PLPP3
MACROH2A1	1	EDN1
MAGED1	1	EDNRA
MAGED2	1	ARHGEF26
MAGOHB	1	FLT1
MAGT1	1	BCAS3
MAML2	1	FN1
MAP4K4	1	ARHGEF26
MAP7D1	1	FN1
MAPK6	1	ARHGEF26
MAPKAPK5	1	ARHGEF26
MAPRE2	1	ARHGEF26
MARK1	1	PLPP3
MARK3	1	FN1
MAST4	1	PLPP3
MAT2A	1	PLPP3
MBNL1	1	PLPP3
MCM3	1	ARHGEF26
MCRIP1	1	PLPP3
MED1	1	FN1
MED12	1	FN1
MED13	1	FN1
MED13L	1	FN1
METAP2	1	PLPP3
MEX3C	1	FN1
MFF	1	EDNRA
MGA	1	EDN1
MGAT2	1	PLPP3
MICAL2	1	FN1
MICAL3	1	EDNRA
MIF	1	ARHGEF26
MKLN1	1	PLPP3
MLKL	1	ARHGEF26
MMAA	1	PLPP3
MMRN1	1	EDN1
MMRN2	1	FN1
MPRIP	1	EDN1
MRPL19	1	PLPP3
MRPL34	1	EDNRA
MRPL39	1	PLPP3
MRPL4	1	PLPP3
MRPL45	1	PLPP3
MRPL9	1	FN1
MRPS11	1	PLPP3
MRPS12	1	FN1
MRPS15	1	PLPP3
MRPS17	1	PLPP3
MRPS18B	1	HDAC9
MRPS2	1	PLPP3
MRPS21	1	PLPP3
MRPS24	1	BCAS3
MRPS25	1	BCAS3
MRPS28	1	PLPP3
MRPS31	1	PLPP3
MRPS9	1	PLPP3
MSH2	1	PLPP3
MT2A	1	EDN1
MTA1	1	EDN1
MTHFD1L	1	PLPP3
MTHFSD	1	FN1
MTMR1	1	FN1
MTMR3	1	JCAD
MX1	1	ARHGEF26
MYADM	1	PLPP3
MYBBP1A	1	FN1
MYCT1	1	PLPP3
MYD88	1	ARHGEF26
MYH14	1	FLT1
MYL10	1	FLT1
MYL12B	1	FLT1
NACA	1	FN1
NAGK	1	ARHGEF26
NAMPT	1	EDN1
NAP1L1	1	EDN1
NAT10	1	PLPP3
NBR1	1	EDNRA
NCBP1	1	EDN1
NCBP3	1	JCAD
NCKAP1	1	PLPP3
NCOA2	1	FN1
NDEL1	1	PLPP3
NDUFA10	1	ARHGEF26
NDUFB4	1	EDNRA
NECAP1	1	EDNRA
NECAP2	1	ARHGEF26
NEDD1	1	FN1
NEK7	1	PLPP3
NELFE	1	PLPP3
NEURL4	1	PLPP3
NF2	1	PLPP3
NFAT5	1	FN1
NFIB	1	EDNRA
NID1	1	FN1
NID2	1	FN1
NIPBL	1	FN1
NKRF	1	FN1
NLRP1	1	FN1
NOB1	1	JCAD
NOC4L	1	EDN1
NOL4	1	PLPP3
NOL4L	1	ARHGEF26
NOMO1	1	FN1
NOMO3	1	FN1
NONO	1	FLT1
NOP16	1	EDNRA
NOP2	1	EDN1
NOP58	1	PHACTR1
NRP1	1	PLPP3
NSF	1	FN1
NSFL1C	1	ARHGEF26
NUCKS1	1	PLPP3
NUMB	1	FLT1
NUP155	1	ARHGEF26
NUP50	1	FN1
NUP98	1	FLT1
OBI1	1	PLPP3
OBSL1	1	FN1
OFD1	1	JCAD
OGT	1	FN1
OPA3	1	PLPP3
OPTN	1	ARHGEF26
OS9	1	PLPP3
OSBPL3	1	FN1
OTUD4	1	EDN1
OTUD6B	1	PLPP3
P3H3	1	ARHGEF26
P4HA1	1	EDN1
P4HA2	1	PLPP3
PAIP2	1	PLPP3
PAK1	1	ADAMTS7
PAM16	1	PLPP3
PARD3	1	FN1
PARK7	1	BCAS3
PARP14	1	ARHGEF26
PCNP	1	BCAS3
PCNT	1	JCAD
PDCD6	1	FN1
PDCL	1	ARHGEF26
PDE4D	1	FLT1
PDIA3	1	BCAS3
PDIA5	1	PLPP3
PDLIM4	1	EDN1
PDS5B	1	PLPP3
PEAK1	1	FN1
PELO	1	PHACTR1
PFKFB2	1	ARHGEF26
PFKL	1	PLPP3
PFN1	1	EDN1
PFN2	1	ARHGEF26
PGAM1	1	EDN1
PGK1	1	EDN1
PGM3	1	EDN1
PGRMC1	1	ARHGEF26
PHAX	1	PLPP3
PHF5A	1	FLT1
PHF6	1	JCAD
PHGDH	1	EDNRA
PHKA1	1	ARHGEF26
PHKB	1	FN1
PHRF1	1	ARHGEF26
PI4KA	1	PLPP3
PIBF1	1	JCAD
PLAT	1	PLPP3
PLD1	1	PLPP3
PLG	1	FN1
PLOD2	1	EDN1
PLPP1	1	PLPP3
PNN	1	FLT1
PNPLA6	1	PLPP3
POGLUT3	1	EDN1
POLDIP3	1	FLT1
POLR1G	1	EDNRA
POLR2A	1	ARHGEF26
POLR2B	1	FN1
POSTN	1	PLPP3
PPFIA1	1	FN1
PPIA	1	ARHGEF26
PPIG	1	EDN1
PPIP5K2	1	BCAS3
PPM1A	1	ARHGEF26
PPP1CA	1	FN1
PPP2CA	1	PLPP3
PPP2R2A	1	EDN1
PRDX2	1	EDN1
PRDX3	1	PHACTR1
PRDX6	1	EDN1
PRKACB	1	PLPP3
PRKAR1B	1	PLPP3
PRKAR2B	1	JCAD
PRMT1	1	EDN1
PRPF19	1	EDN1
PRPF38A	1	EDN1
PRPF4	1	ARHGEF26
PRPF40A	1	FLT1
PRPS2	1	PLPP3
PRPSAP2	1	PLPP3
PRRC2B	1	PLPP3
PRRX1	1	EDNRA
PSD3	1	EDNRA
PSMA1	1	BCAS3
PSMA3	1	BCAS3
PSMA5	1	ARHGEF26
PSMB1	1	BCAS3
PSMB6	1	BCAS3
PSMC3	1	BCAS3
PSMD12	1	PLPP3
PSMD4	1	EDN1
PSMD7	1	PLPP3
PSMD9	1	PLPP3
PSPC1	1	FN1
PTBP3	1	EDNRA
PTCD3	1	PLPP3
PTPN12	1	FN1
PTPN14	1	PLPP3
PTPN9	1	PLPP3
PTX3	1	EDN1
PUM1	1	PLPP3
PYCR1	1	PLPP3
PYCR2	1	PLPP3
QPCT	1	BCAS3
QSOX1	1	PLPP3
R3HDM1	1	PLPP3
RAB11A	1	PLPP3
RAB11FIP5	1	ADAMTS7
RAB1A	1	PLPP3
