gene	rep1	rep2	logFC	pvalue	FDR	significant	accession_number	unique.peptides	imputed	chrom	bp.start	bp.end
HSP90AB1	0.699692494081333	0.61894141231757	0.659316953199451	0.000609083024783652	0.00437959698773007	TRUE	sp|P08238|HS90B_HUMAN	2	FALSE	6	44214824	44221620
EEF1B2	0.618214931625701	0.689872965570405	0.654043948598053	0.00067101771855072	0.00460562161368903	TRUE	sp|P24534|EF1B_HUMAN	3	FALSE	2	207024309	207027652
ALB	0.523935415699567	0.765902796299663	0.644919105999615	0.000792372027866236	0.0052020946177305	TRUE	A0A0C4DGB6|A0A0C4DGB6_HUMAN	2	FALSE	4	74262831	74287129
ARCN1	0.607484889280833	0.586989027445842	0.597236958363337	0.00183649107713583	0.0110924061059004	TRUE	sp|P48444|COPD_HUMAN	3	FALSE	11	118443105	118473748
EEF1G	0.455594160302695	0.683616431230153	0.569605295766424	0.0029243114396013	0.016354482495548	TRUE	sp|P26641-2|EF1G_HUMAN	18	FALSE	11	62327073	62342401
NUDT21	0.414453764613111	0.687644552856138	0.551049158734624	0.00396022252556912	0.0192901161729335	TRUE	sp|O43809|CPSF5_HUMAN	3	FALSE	16	56463045	56486111
GAPDH	0.528030515360836	0.565647091265852	0.546838803313344	0.00423791700744138	0.019997670878864	TRUE	sp|P04406|G3P_HUMAN	12	FALSE	12	6643093	6647537
PSMD2	0.787125340730807	0.266819886790373	0.52697261376059	0.00580464729368997	0.0257794629807996	TRUE	sp|Q13200|PSMD2_HUMAN	7	FALSE	3	184016497	184026842
EIF3H	0.408765204004375	0.554208617430156	0.481486910717265	0.0115467261695678	0.0435888912901186	TRUE	A0A087WZK9|A0A087WZK9_HUMAN	6	FALSE	8	117654369	117779164
HSPB1	0.707212021774463	0.241288025608444	0.474250023691454	0.0128277500577191	0.0472436648467215	TRUE	sp|P04792|HSPB1_HUMAN	2	FALSE	7	75931861	75933612
DSG1	0.496437091636594	0.432436213242088	0.464436652439341	0.0147673160174806	0.0530920171104659	TRUE	sp|Q02413|DSG1_HUMAN	5	FALSE	18	28898052	28936992
CASP14	0.59137209910357	0.324599521795268	0.457985810449419	0.0161804927395594	0.0568198698528715	TRUE	sp|P31944|CASPE_HUMAN	5	FALSE	19	15160195	15169104
EWSR1	0.334361947539623	0.543953283903299	0.439157615721461	0.0210148423726781	0.0721191181425997	TRUE	sp|Q01844|EWS_HUMAN	3	FALSE	22	29663998	29696515
PPIA	0.11752524317999	0.749133719064066	0.433329481122028	0.0227494377103525	0.0763370020947384	TRUE	sp|P62937|PPIA_HUMAN	2	FALSE	7	44836279	44864163
TRIM21	0.328572511844033	0.510931127454636	0.419751819649335	0.0272853463979871	0.0876614320445969	TRUE	sp|P19474|RO52_HUMAN	33	FALSE	11	4406127	4414926
CSTA	0.0623692214834044	0.773190410603952	0.417779816043678	0.0280057691251952	0.0881014820396767	TRUE	sp|P01040|CYTA_HUMAN	2	FALSE	3	122044091	122060819
PRDX6	0.226102009552813	0.581152841348867	0.40362742545084	0.0336787465288733	0.101887818971538	FALSE	sp|P30041|PRDX6_HUMAN	3	FALSE	1	173446405	173457946
ANXA2	0.364392881094254	0.442590288592918	0.403491584843586	0.0337376884011716	0.101887818971538	FALSE	H0YMU9|H0YMU9_HUMAN	8	FALSE	15	60639333	60695082
PSMD3	0.108745470652984	0.686137194199709	0.397441332426346	0.036454829041166	0.107934885984629	FALSE	sp|O43242|PSMD3_HUMAN	4	FALSE	17	38137050	38154213
P4HB	0.200899672717142	0.574758308893795	0.387828990805468	0.0411586552436734	0.119518402726821	FALSE	sp|P07237|PDIA1_HUMAN	25	FALSE	17	79801035	79818570
LTBP1	0.299696564455179	0.469024508885134	0.384360536670157	0.0429790101562464	0.122449632709306	FALSE	sp|Q14766-2|LTBP1_HUMAN	16	FALSE	2	33172039	33624576
PRMT5	0.328601786027075	0.432994701664907	0.380798243845991	0.0449197182758819	0.123708011958876	FALSE	sp|O14744|ANM5_HUMAN	26	FALSE	14	23389720	23398794
HSP90B1	0.241597517618146	0.519497051469042	0.380547284543594	0.0450592096538952	0.123708011958876	FALSE	sp|P14625|ENPL_HUMAN	9	FALSE	12	104323885	104347423
TGM3	0.529224302030102	0.181840740618084	0.355532521324093	0.0609386039953555	0.161787320423459	FALSE	sp|Q08188|TGM3_HUMAN	2	FALSE	20	2276647	2321724
DSC1	0.0302737150881924	0.680420072632881	0.355346893860537	0.0610720348618356	0.161787320423459	FALSE	sp|Q08554|DSC1_HUMAN	5	FALSE	18	28709199	28742819
EIF4B	0.104992851067387	0.599798679559903	0.352395765313645	0.0632263706363845	0.163131391747215	FALSE	sp|P23588|IF4B_HUMAN	41	FALSE	12	53399942	53435993
EIF3G	0.245187844586287	0.446396174128079	0.345792009357183	0.0682775600520312	0.169014943735356	FALSE	sp|O75821|EIF3G_HUMAN	10	FALSE	19	10225693	10230596
WDR77	0.272289357212017	0.40427854382132	0.338283950516668	0.0744229152023019	0.181255809605606	FALSE	sp|Q9BQA1|MEP50_HUMAN	7	FALSE	1	111982512	111991998
MOB2	0.10794548143091	0.557436148690197	0.332690815060553	0.0792917857396447	0.190048565820418	FALSE	sp|Q70IA6-2|MOB2_HUMAN	3	FALSE	11	1490687	1522477
VCP	0.199124858723994	0.443870697857466	0.32149777829073	0.089821236013424	0.211921978719172	FALSE	sp|P55072|TERA_HUMAN	32	FALSE	9	35056061	35073246
USP15	0.252936298068754	0.329618407818021	0.291277352943387	0.124000505070801	0.275354062730749	FALSE	sp|Q9Y4E8-2|UBP15_HUMAN	4	FALSE	12	62654119	62811211
EIF3I	0.16293167153502	0.410141106336425	0.286536388935722	0.130190433070592	0.284909498458831	FALSE	sp|Q13347|EIF3I_HUMAN	5	FALSE	1	32687529	32697205
HSPA5	0.247398444081131	0.315590709645207	0.281494576863169	0.137036177472849	0.287395316644448	FALSE	sp|P11021|BIP_HUMAN	23	FALSE	9	127997132	128003609
HSPA9	0.20342715264907	0.351228147438793	0.277327650043931	0.142902988463981	0.295593852850152	FALSE	sp|P38646|GRP75_HUMAN	3	FALSE	5	137890571	137911133
CLNS1A	0.155470418274621	0.370848284205813	0.263159351240217	0.164313758295266	0.335288885170069	FALSE	E9PMI6|E9PMI6_HUMAN	3	FALSE	11	77225981	77348850
ALDOA	0.164872549515746	0.342420776135132	0.253646662825439	0.180004301011895	0.357640124378897	FALSE	sp|P04075|ALDOA_HUMAN	3	FALSE	16	30064411	30081778
CAP1	0.202473115883375	0.281285816120072	0.241879466001723	0.200936980472153	0.391258676633701	FALSE	sp|Q01518|CAP1_HUMAN	5	FALSE	1	40505905	40538321
EIF3B	0.179760866526056	0.302737164509754	0.241249015517905	0.202107130976349	0.391258676633701	FALSE	sp|P55884|EIF3B_HUMAN	11	FALSE	7	2393721	2420380
PLOD2	0.0687858993078407	0.402164626658845	0.235475262983343	0.21305757183365	0.401460954647049	FALSE	sp|O00469|PLOD2_HUMAN	2	FALSE	3	145787227	145881440
NAMPT	0.115304972834629	0.332347961281499	0.223826467058064	0.236454350096871	0.435422034934481	FALSE	sp|P43490|NAMPT_HUMAN	4	FALSE	7	105888731	105926772
COPB2	-0.0646360022995029	0.504118351852451	0.219741174776474	0.245079226178122	0.445867025938511	FALSE	sp|P35606-2|COPB2_HUMAN	3	FALSE	3	139074442	139108574
MAP1B	-0.0422407163938701	0.477555288395735	0.217657286000932	0.24956360189218	0.446358336479616	FALSE	sp|P46821|MAP1B_HUMAN	6	FALSE	5	71403061	71505395
PSMA7	0.370488439383099	0.0632620831161574	0.216875261249628	0.25126131523687	0.446358336479616	FALSE	sp|O14818|PSA7_HUMAN	4	FALSE	20	60711791	60718496
HNRNPK	0.0483097465376083	0.380454147630385	0.214381947083997	0.256728377454593	0.450767267391205	FALSE	sp|P61978-3|HNRPK_HUMAN	13	FALSE	9	86582998	86595569
CCT5	0.0739027720796663	0.351754361168975	0.212828566624321	0.260176337136107	0.451363777269865	FALSE	E9PCA1|E9PCA1_HUMAN	8	FALSE	5	10250033	10266524
PRDX1	0.0633145557687413	0.299432684600809	0.181373620184775	0.336998170392757	0.547169072358132	FALSE	sp|Q06830|PRDX1_HUMAN	4	FALSE	1	45976708	45988719
DPP7	-0.124249795766485	0.476388318621293	0.176069261427404	0.351276356982784	0.56428436068511	FALSE	sp|Q9UHL4|DPP2_HUMAN	11	FALSE	9	140004994	140009629
HSPA8	0.127508918305406	0.217375113331755	0.172442015818581	0.361259752351772	0.568496980118961	FALSE	sp|P11142|HSP7C_HUMAN	11	FALSE	11	122928197	122933938
RPS27A	0.0890770903166818	0.247631826026826	0.168354458171754	0.372723185640908	0.568496980118961	FALSE	Q49A90|Q49A90_HUMAN	3	FALSE	19	18682540	18688360
UBA52	0.0890770903166818	0.247631826026826	0.168354458171754	0.372723185640908	0.568496980118961	FALSE	M0R1V7|M0R1V7_HUMAN	3	FALSE	19	18682540	18688360
UBB	0.0890770903166818	0.247631826026826	0.168354458171754	0.372723185640908	0.568496980118961	FALSE	B4DV12|B4DV12_HUMAN	3	FALSE	17	16284112	16286059
UBC	0.0890770903166818	0.247631826026826	0.168354458171754	0.372723185640908	0.568496980118961	FALSE	F5H2Z3|F5H2Z3_HUMAN	3	FALSE	12	125396150	125401914
RPS3	0.0753539578887388	0.240796485361425	0.158075221625082	0.402542423727044	0.604346579389832	FALSE	E9PPU1|E9PPU1_HUMAN	3	FALSE	11	75110530	75133324
IGKV2-29	0.146679148070756	0.156268931086473	0.151474039578614	0.422432198148307	0.604346579389832	FALSE	sp|A2NJV5|KV229_HUMAN	3	FALSE	2	89533666	89534392
IGKV2D-26	0.146679148070756	0.156268931086473	0.151474039578614	0.422432198148307	0.604346579389832	FALSE	sp|A0A0A0MRZ7|KVD26_HUMAN	3	FALSE	2	90024762	90025514
IGKV2D-29	0.146679148070756	0.156268931086473	0.151474039578614	0.422432198148307	0.604346579389832	FALSE	sp|A0A075B6S2|KVD29_HUMAN	3	FALSE	2	89986352	89987081
TUBA1A	-0.0391551737172513	0.340843921562012	0.15084437392238	0.424359339881836	0.604346579389832	FALSE	sp|Q71U36|TBA1A_HUMAN	7	FALSE	12	49578579	49583107
TUBA1B	-0.0391551737172513	0.340843921562012	0.15084437392238	0.424359339881836	0.604346579389832	FALSE	sp|P68363|TBA1B_HUMAN	7	FALSE	12	49521565	49525180
TUBA1C	-0.0391551737172513	0.340843921562012	0.15084437392238	0.424359339881836	0.604346579389832	FALSE	sp|Q9BQE3|TBA1C_HUMAN	7	FALSE	12	49582519	49667114
CCT4	0.0986628750273226	0.199413038725663	0.149037956876493	0.429916749429277	0.604346579389832	FALSE	sp|P50991|TCPD_HUMAN	7	FALSE	2	62095224	62115939
HNRNPH1	0.0335966806061698	0.262971945213451	0.14828431290981	0.432247884596701	0.604346579389832	FALSE	sp|P31943|HNRH1_HUMAN	4	FALSE	5	179041179	179061785
EIF3D	-0.217616762205708	0.501908636143405	0.142145936968848	0.451508259218507	0.61979770129086	FALSE	sp|O15371-2|EIF3D_HUMAN	3	FALSE	22	36906897	36925483
DCD	-0.262579335542281	0.54173782116214	0.139579242809929	0.459704938031624	0.625364375160137	FALSE	sp|P81605|DCD_HUMAN	8	FALSE	12	55038375	55042277
PUF60	0.132126315585955	0.134670486539683	0.133398401062819	0.479784524193227	0.641602143643273	FALSE	A0A0J9YYL3|A0A0J9YYL3_HUMAN	3	FALSE	8	144898514	144912029
RPS11	0.109860293460063	0.152963654460514	0.131411973960289	0.486338939074962	0.644185787722099	FALSE	M0QZC5|M0QZC5_HUMAN	3	FALSE	19	49999622	50002946
TAB1	0.0290689226157888	0.214598176768956	0.121833549692372	0.518619058196816	0.680969372067124	FALSE	sp|Q15750-2|TAB1_HUMAN	4	FALSE	22	39795746	39833065
SPIN1	0.00867051879239256	0.19536804838841	0.102019283590401	0.58877573154001	0.753433351377471	FALSE	sp|Q9Y657|SPIN1_HUMAN	3	FALSE	9	91003334	91093609
VIM	0.0105756144828675	0.18290864987555	0.0967421321792087	0.60818086779009	0.762248779324678	FALSE	sp|P08670|VIME_HUMAN	19	FALSE	10	17270258	17279592
TCP1	-0.0708363371506877	0.254745297369162	0.0919544801092371	0.626030958346187	0.77338862829439	FALSE	sp|P17987|TCPA_HUMAN	10	FALSE	6	160199530	160210781
RPL22	-0.0930696282488128	0.265389628650844	0.0861600002010156	0.647933791626158	0.789016149480241	FALSE	sp|P35268|RL22_HUMAN	2	FALSE	1	6241329	6269449
CCT2	-0.0313960540090896	0.190601632162821	0.0796027890768657	0.673095333765207	0.81309916318837	FALSE	sp|P78371|TCPB_HUMAN	3	FALSE	12	69979114	69995350
SCYL2	-0.107632800890702	0.238225688867576	0.065296443988437	0.729258626185575	0.870719511286464	FALSE	A0A0U1RQQ9|A0A0U1RQQ9_HUMAN	14	FALSE	12	100660918	100735502
SNRPD2	-0.0771271129039732	0.20408037565797	0.0634766313769984	0.736516902416621	0.870719511286464	FALSE	sp|P62316|SMD2_HUMAN	3	FALSE	19	46190712	46195827
STK38L	-0.201072855639296	0.312220833566698	0.055573988963701	0.768304840574128	0.884635627622879	FALSE	sp|Q9Y2H1|ST38L_HUMAN	4	FALSE	12	27396901	27478892
TUBB	0.00352788346117805	0.106619275708638	0.055073579584908	0.77033166839352	0.884635627622879	FALSE	sp|P07437|TBB5_HUMAN	5	FALSE	6	30687978	30693203
MAP3K7	-0.019401105649564	0.128672145376889	0.0546355198636625	0.772107260794094	0.884635627622879	FALSE	sp|O43318-2|M3K7_HUMAN	3	FALSE	6	91223292	91296764
P4HA1	-0.0610418795987488	0.168837878329935	0.0538979993655931	0.775099381074047	0.884635627622879	FALSE	sp|P13674|P4HA1_HUMAN	2	FALSE	10	74766975	74856732
JUP	-0.002076382563029	0.0992431904710003	0.0485834039539856	0.796757916269612	0.884635627622879	FALSE	sp|P14923|PLAK_HUMAN	7	FALSE	17	39775692	39943183
PSMB4	-0.24344919425697	0.337120308980474	0.046835557361752	0.803916499017569	0.886068550012065	FALSE	sp|P28070|PSB4_HUMAN	2	FALSE	1	151372010	151374420
ACTN4	-0.0988204293974633	0.16233948667556	0.0317595286390484	0.866291516488107	0.94789868833119	FALSE	sp|O43707|ACTN4_HUMAN	4	FALSE	19	39138289	39222223
SERBP1	0.0193648355574165	0.0220683352582345	0.0207165854078255	0.912543824538509	0.965596829377853	FALSE	sp|Q8NC51-4|PAIRB_HUMAN	3	FALSE	1	67873493	67896098
RPS14	-0.184144601256111	0.217358541131389	0.016606969937639	0.929841960252781	0.968318179297724	FALSE	sp|P62263|RS14_HUMAN	3	FALSE	5	149822753	149829319
COPRS	-0.0113887003321143	0.0277489674185301	0.0081801335432079	0.965407946098556	0.984877641479268	FALSE	sp|Q9NQ92|COPRS_HUMAN	3	FALSE	17	30178883	30186356
DSP	-0.0397666999948783	0.0530868699232485	0.0066600849641851	0.971832904506033	0.984877641479268	FALSE	sp|P15924|DESP_HUMAN	23	FALSE	6	7541808	7586950
CCT8	-0.181655885303641	0.182682193660749	0.000513154178554029	0.997829295230864	0.997829295230864	FALSE	sp|P50990|TCPQ_HUMAN	12	FALSE	21	30428126	30446118
SERPINB3	0.16254066636343	-0.169008759753552	-0.00323404669506099	0.986320247895318	0.99289571621462	FALSE	sp|P29508|SPB3_HUMAN	2	FALSE	18	61322431	61329197
STK38	-0.0173548939895127	0.00113522801906285	-0.00810983298522493	0.965705046513076	0.984877641479268	FALSE	sp|Q15208|STK38_HUMAN	8	FALSE	6	36461669	36515247
CCT6A	-0.0900299353096869	0.0734048276093588	-0.00831255385016404	0.964848331767165	0.984877641479268	FALSE	sp|P40227|TCPZ_HUMAN	3	FALSE	7	56119323	56131682
RTCB	-0.0100264445337146	-0.0268552998578819	-0.0184408721957982	0.922118090012896	0.966943274944079	FALSE	sp|Q9Y3I0|RTCB_HUMAN	8	FALSE	22	32783569	32808242
CALML5	-0.0789350346375421	0.038403438550624	-0.0202657980434591	0.914439381463795	0.965596829377853	FALSE	sp|Q9NZT1|CALL5_HUMAN	2	FALSE	10	5540658	5541533
S100A8	0.204125486225035	-0.245696833689539	-0.020785673732252	0.912253352870473	0.965596829377853	FALSE	sp|P05109|S10A8_HUMAN	3	FALSE	1	153362508	153363664
ACTN1	-0.195587704961326	0.144648642305899	-0.0254695313277135	0.892590389452451	0.962722491480858	FALSE	H9KV75|H9KV75_HUMAN	4	FALSE	14	69340860	69446157
CCT3	-0.143970055674892	0.0918097995924114	-0.0260801280412403	0.890031728512425	0.962722491480858	FALSE	sp|P49368|TCPG_HUMAN	7	FALSE	1	156278759	156337664
SLAIN2	0.140021546570111	-0.237570485608737	-0.048774469519313	0.79597641113141	0.884635627622879	FALSE	sp|Q9P270|SLAI2_HUMAN	2	FALSE	4	48343339	48428229
PRMT1	-0.017184767490285	-0.08240780461038	-0.0497962860503325	0.791800456216607	0.884635627622879	FALSE	sp|Q99873-2|ANM1_HUMAN	3	FALSE	19	50179043	50192286
RPS7	-0.248489937472311	0.147747734322483	-0.050371101574914	0.78945394340873	0.884635627622879	FALSE	A0A2R8Y623|A0A2R8Y623_HUMAN	3	FALSE	2	3622795	3628509
CIRBP	-0.0831059886379144	-0.0430583530269431	-0.0630821708324287	0.738093360560711	0.870719511286464	FALSE	sp|Q14011|CIRBP_HUMAN	6	FALSE	19	1259384	1274879
QPCTL	-0.0804961685117558	-0.101311299909888	-0.0909037342108219	0.629978816425232	0.77338862829439	FALSE	sp|Q9NXS2-3|QPCTL_HUMAN	2	FALSE	19	46195741	46207247
PFKFB3	-0.075742562385603	-0.116324333980298	-0.0960334481829505	0.610808624491961	0.762248779324678	FALSE	sp|Q16875|F263_HUMAN	3	FALSE	10	6186881	6277495
KPRP	-0.346694129612526	0.15457185200674	-0.096061138802893	0.61070585395974	0.762248779324678	FALSE	sp|Q5T749|KPRP_HUMAN	4	FALSE	1	152730506	152734529
RBM10	-0.146426605678961	-0.0594343506882709	-0.102930478183616	0.585454528485008	0.753433351377471	FALSE	sp|P98175-5|RBM10_HUMAN	27	FALSE	X	47004268	47046212
FUS	-0.169256706586413	-0.0439065218402419	-0.106581614213327	0.572235494906807	0.744892756301102	FALSE	sp|P35637-2|FUS_HUMAN	5	FALSE	16	31191431	31203127
CAPZA1	-0.23458071509685	-0.0320002531621846	-0.133290484129517	0.480139352527747	0.641602143643273	FALSE	sp|P52907|CAZA1_HUMAN	5	FALSE	1	113161795	113214241
KCTD5	-0.250535978126177	-0.0388872158412035	-0.14471159698369	0.443398970845108	0.614249950436802	FALSE	sp|Q9NXV2|KCTD5_HUMAN	6	FALSE	16	2732476	2759031
RPS25	-0.251051184703837	-0.151278263002695	-0.201164723853266	0.287100051892227	0.471218563431808	FALSE	sp|P62851|RS25_HUMAN	4	FALSE	11	118886422	118889401
ACTB	-0.233239601695924	-0.17013381415213	-0.201686707924027	0.28585596014383	0.471218563431808	FALSE	sp|P60709|ACTB_HUMAN	5	FALSE	7	5566782	5603415
ACTG1	-0.233239601695924	-0.17013381415213	-0.201686707924027	0.28585596014383	0.471218563431808	FALSE	sp|P63261|ACTG_HUMAN	5	FALSE	17	79476997	79490873
RPS13	-0.329927796723636	-0.0905151996366786	-0.210221498180157	0.266035603821311	0.451363777269865	FALSE	sp|P62277|RS13_HUMAN	2	FALSE	11	17095936	17099334
HRNR	-0.218058968734351	-0.203832214802546	-0.210945591768448	0.264399110632287	0.451363777269865	FALSE	sp|Q86YZ3|HORN_HUMAN	2	FALSE	1	152184558	152196669
MYL12A	-0.387430088957473	-0.0811548910393292	-0.234292489998401	0.215353227327225	0.401460954647049	FALSE	sp|P19105|ML12A_HUMAN	5	FALSE	18	3247479	3256234
MYL12B	-0.387430088957473	-0.0811548910393292	-0.234292489998401	0.215353227327225	0.401460954647049	FALSE	sp|O14950|ML12B_HUMAN	5	FALSE	18	3261907	3278282
GSN	-0.348909262891503	-0.167320097267538	-0.25811468007952	0.172499902587882	0.347299803876936	FALSE	A0A0A0MT01|A0A0A0MT01_HUMAN	15	FALSE	9	123970072	124095121
ZNF469	-0.298729664291432	-0.265086562929902	-0.281908113610667	0.136464326452222	0.287395316644448	FALSE	sp|Q96JG9|ZN469_HUMAN	2	FALSE	16	88493879	88507165
RPL31	-0.483026669596445	-0.0848745805669537	-0.283950625081699	0.133667121202054	0.287395316644448	FALSE	sp|P62899|RL31_HUMAN	3	FALSE	2	101618177	101640494
YBX1	-0.744991322402843	0.14278544998766	-0.301102936207592	0.111911832054435	0.25221920358537	FALSE	H0Y449|H0Y449_HUMAN	4	FALSE	1	43148098	43168020
SNRPA	-0.532632785704191	-0.0771928349212345	-0.304912810312713	0.107484896415702	0.245912414526833	FALSE	M0R221|M0R221_HUMAN	2	FALSE	19	41256542	41271294
CALD1	-0.420215763976126	-0.194183859576908	-0.307199811776517	0.10489548374951	0.243680277633477	FALSE	sp|Q05682-4|CALD1_HUMAN	2	FALSE	7	134429003	134655479
HNRNPU	-0.289720907362351	-0.409073840384902	-0.349397373873626	0.0654798022371552	0.164790835630174	FALSE	A0A1W2PPS1|A0A1W2PPS1_HUMAN	6	FALSE	1	245014468	245027844
PSMD4	-0.9787233827244	0.275314424783549	-0.351704478970425	0.0637400802191104	0.163131391747215	FALSE	sp|P55036|PSMD4_HUMAN	2	FALSE	1	151227179	151239955
PKM	-0.488613624894739	-0.365786044720654	-0.427199834807696	0.0247081170887623	0.0811070800087633	FALSE	sp|P14618|KPYM_HUMAN	19	FALSE	15	72491370	72524164
SFPQ	-0.5568976421557	-0.414310554627423	-0.485604098391561	0.0108702352491662	0.0420873210929257	FALSE	sp|P23246-2|SFPQ_HUMAN	4	FALSE	1	35641979	35658749
THRAP3	-0.70838468613908	-0.287347380847947	-0.497866033493513	0.00906118318922993	0.0360062805677295	FALSE	sp|Q9Y2W1|TR150_HUMAN	4	FALSE	1	36690017	36770958
RPL9	-0.736064804086286	-0.266675473246325	-0.501370138666305	0.00859663889228196	0.0350835803441777	FALSE	H0Y9R4|H0Y9R4_HUMAN	2	FALSE	4	39455744	39460568
HMGA1	-0.702990487792022	-0.33611303919578	-0.519551763493901	0.00651407042806612	0.0273229065177218	FALSE	sp|P17096|HMGA1_HUMAN	2	FALSE	6	34204650	34214008
DNAJC10	-0.751052366671985	-0.292562449678503	-0.521807408175244	0.00629051846042906	0.0271390939292797	FALSE	sp|Q8IXB1|DJC10_HUMAN	8	FALSE	2	183580999	183659191
RPL23	-0.742698435304067	-0.33189714073551	-0.537297788019788	0.00493438065619596	0.0225785296692603	FALSE	sp|P62829|RL23_HUMAN	6	FALSE	17	37004118	37010096
HMGA2	-0.832915577067649	-0.272330477731678	-0.552623027399663	0.00386077594769727	0.0192901161729335	FALSE	sp|P52926|HMGA2_HUMAN	8	FALSE	12	66217911	66360075
NONO	-0.726052736357286	-0.4022181915829	-0.564135463970093	0.00320020754718796	0.0166631496422545	FALSE	sp|Q15233|NONO_HUMAN	5	FALSE	X	70503042	70521018
CCN2	-0.835682774922009	-0.296868565960779	-0.566275670441394	0.00308952113000974	0.0166613460939811	FALSE	sp|P29279-2|CTGF_HUMAN	3	FALSE	6	132269316	132272518
MYL6	-0.70373646675867	-0.442461238333411	-0.573098852546041	0.0027597521993048	0.0160277916190394	FALSE	sp|P60660-2|MYL6_HUMAN	7	FALSE	12	56551945	56557280
RPS16	-0.851741209809939	-0.366569428183745	-0.609155318996842	0.00149512053379017	0.00940680002509651	FALSE	M0R210|M0R210_HUMAN	2	FALSE	19	39923847	39926588
TFPI2	-1.13755018102058	-0.219657999005996	-0.678604090013288	0.000425352246285805	0.00338043100995561	FALSE	sp|P48307|TFPI2_HUMAN	8	FALSE	7	93514709	93520303
CALU	-1.02949335436354	-0.427671992023864	-0.728582673193702	0.00016204470165229	0.00152929687184348	FALSE	sp|O43852-3|CALU_HUMAN	2	FALSE	7	128379346	128411861
ALYREF	-0.666073253937714	-0.910310715752953	-0.788191984845333	4.81020416247951e-05	0.000518814877524576	FALSE	sp|Q86V81|THOC4_HUMAN	7	FALSE	17	79845713	79849462
TAF15	-0.582620444104208	-1.04754354125485	-0.815081992679529	2.72093695196894e-05	0.000316047292113315	FALSE	sp|Q92804-2|RBP56_HUMAN	3	FALSE	17	34136459	34191619
RPS4X	-0.94193091595022	-0.747626794351849	-0.844778855151034	1.42819977003644e-05	0.000179715137729585	FALSE	sp|P62701|RS4X_HUMAN	14	FALSE	X	71475529	71497150
LMNA	-0.823716907540526	-0.987042682766164	-0.905379795153345	3.65246236151111e-06	5.01383469625616e-05	FALSE	sp|P02545-3|LMNA_HUMAN	3	FALSE	1	156052364	156109880
RPL37A	-0.893765672324399	-0.929360445660603	-0.911563058992501	3.16682839917394e-06	4.78191088275266e-05	FALSE	C9J4Z3|C9J4Z3_HUMAN	3	FALSE	2	217362912	217443903
MYH9	-1.09936950405926	-1.01215794251895	-1.0557637232891	9.55353242184453e-08	1.60287043966503e-06	FALSE	sp|P35579|MYH9_HUMAN	83	FALSE	22	36677327	36784063
MDK	-1.54135180792745	-0.930667298264837	-1.23600955309614	7.92123106800792e-10	1.99350981878199e-08	FALSE	E9PLM6|E9PLM6_HUMAN	3	FALSE	11	46402306	46405375
TPM4	-1.8560570836951	-1.44852403099712	-1.65229055734611	3.40488946709582e-15	1.71379436510489e-13	FALSE	A0A2R8YH90|A0A2R8YH90_HUMAN	5	FALSE	19	16177831	16213813
