gene	rep1	rep2	logFC	pvalue	FDR	significant	accession_number	unique.peptides	imputed	chrom	bp.start	bp.end
CAV1	1.9880801285592	1.9658242419104	1.9769521852348	1.81231892059021e-05	0.00156624391555287	TRUE	sp|Q03135|CAV1_HUMAN	7	FALSE	7	116164839	116201233
TRIM21	1.85232011415846	1.94733377846353	1.89982694631099	2.91620803776781e-05	0.00156624391555287	TRUE	sp|P19474|RO52_HUMAN	7	FALSE	11	4406127	4414926
DCD	2.36603564995164	1.34749668913036	1.856766169541	0.00568535371196734	0.0108801569930349	TRUE	sp|P81605|DCD_HUMAN	3	FALSE	12	55038375	55042277
PKM	1.7070691793087	1.79330760576948	1.75018839253909	3.62506142133477e-05	0.00156624391555287	TRUE	sp|P14618-3|KPYM_HUMAN	2	FALSE	15	72491370	72524164
ZNF618	1.63927254987929	1.71834609618292	1.6788093230311	3.98689329236649e-05	0.00156624391555287	TRUE	sp|Q5T7W0|ZN618_HUMAN	3	FALSE	9	116638562	116818871
HSP90B1	1.67475858893596	1.66755938852511	1.67115898873053	3.12937990021771e-05	0.00156624391555287	TRUE	sp|P14625|ENPL_HUMAN	7	FALSE	12	104323885	104347423
A2M	1.66597213529379	1.43140255897953	1.54868734713666	0.000184011322163598	0.00172417939615142	TRUE	sp|P01023|A2MG_HUMAN	2	FALSE	12	9220260	9268825
DSP	1.91090426936616	1.12760546786679	1.51925486861647	0.00485066681090011	0.00971642553900034	TRUE	sp|P15924|DESP_HUMAN	7	FALSE	6	7541808	7586950
HSP90AB1	1.49725802755504	1.4869691749387	1.49211360124687	4.59364866200434e-05	0.00156624391555287	TRUE	sp|P08238|HS90B_HUMAN	2	FALSE	6	44214824	44221620
MYH9	1.49749454548117	1.47994274494839	1.48871864521478	4.67098978683034e-05	0.00156624391555287	TRUE	sp|P35579|MYH9_HUMAN	34	FALSE	22	36677327	36784063
HLA-C	1.34680004338614	1.53092150244056	1.43886077291335	0.000152486401630346	0.00167605612850235	TRUE	sp|Q29960-2|1C16_HUMAN	2	FALSE	6	31236526	31239907
SNRPA1	1.75147748842135	1.12039589390988	1.43593669116561	0.00305471379060652	0.00693524259547149	TRUE	H0YLR3|H0YLR3_HUMAN	2	FALSE	15	101821715	101835487
RRP8	1.44592331318975	1.40191257877608	1.42391794598291	5.82455485210412e-05	0.00156624391555287	TRUE	E9PPY3|E9PPY3_HUMAN	3	FALSE	11	6616305	6624850
HADHA	1.41247949905186	1.33983447292919	1.37615698599052	7.49006995438563e-05	0.00156624391555287	TRUE	A0A2R8Y4F5|A0A2R8Y4F5_HUMAN	9	FALSE	2	26413504	26467594
SHFL	1.34262715385015	1.31983546484286	1.3312313093465	6.86712122217904e-05	0.00156624391555287	TRUE	sp|Q9NUL5-3|RYDEN_HUMAN	2	FALSE	19	10196798	10203928
MRPL9	1.89637086715033	0.753360830600659	1.32486584887549	0.0222970574713774	0.0336596068285191	TRUE	sp|Q9BYD2|RM09_HUMAN	4	FALSE	1	151732119	151736040
IGKJ2	1.30802240752272	1.25576956245888	1.2818959849908	8.57377493907679e-05	0.00156624391555287	TRUE	A0A0A0MT85|A0A0A0MT85_HUMAN	2	FALSE	2	89161037	89161075
YTHDC1	1.2880849927688	1.2722404711023	1.28016273193555	7.73901149099449e-05	0.00156624391555287	TRUE	sp|Q96MU7-2|YTDC1_HUMAN	2	FALSE	4	69176105	69215807
CCT6A	1.31389231138141	1.24034513390659	1.277118722644	9.67568238707163e-05	0.00156624391555287	TRUE	sp|P40227-2|TCPZ_HUMAN	2	FALSE	7	56119323	56131682
LARP4B	1.29692437161766	1.24903731830458	1.27298084496112	8.61732944850415e-05	0.00156624391555287	TRUE	sp|Q92615|LAR4B_HUMAN	6	FALSE	10	855484	977564
PRKAR1A	1.20377985364961	1.31059961927642	1.25718973646301	0.000127085661334741	0.00167605612850235	TRUE	K7EIE5|K7EIE5_HUMAN	2	FALSE	17	66507921	66547460
HADHB	1.31548335351271	1.1749269413667	1.24520514743971	0.000170928295524833	0.00172417939615142	TRUE	sp|P55084|ECHB_HUMAN	7	FALSE	2	26466038	26513336
WWC2	1.2033735409528	1.28389229890559	1.24363291992919	0.00011026933263538	0.00164453401257938	TRUE	sp|Q6AWC2-4|WWC2_HUMAN	4	FALSE	4	184020446	184241930
IGLV3-21	1.14518282975848	1.31051098751587	1.22784690863717	0.000220615037964418	0.0017403284111377	TRUE	sp|P80748|LV321_HUMAN	2	FALSE	22	23054904	23055684
IGKV3-15	1.45576747217918	0.939033353597278	1.19740041288823	0.00307892564554036	0.00697015237287181	TRUE	sp|P01624|KV315_HUMAN	2	FALSE	2	89384673	89385186
TTLL5	1.35604168448751	1.0303723497605	1.193207017124	0.000911081800485398	0.00333934642974521	TRUE	sp|Q6EMB2|TTLL5_HUMAN	2	FALSE	14	76099968	76421421
EXOSC10	1.16718903920681	1.18041083939255	1.17379993929968	0.000103209136631808	0.00156624391555287	TRUE	sp|Q01780|EXOSX_HUMAN	3	FALSE	1	11126675	11159938
DBT	1.1773708888432	1.06716518059509	1.12226803471914	0.000190621561035173	0.00172417939615142	TRUE	Q5VVL7|Q5VVL7_HUMAN	4	FALSE	1	100652475	100715390
IBTK	1.10382654950654	1.13893880863477	1.12138267907065	0.000126036306711883	0.00167605612850235	TRUE	E9PDR5|E9PDR5_HUMAN	2	FALSE	6	82879700	82957471
TFG	1.26670749173777	0.924715665820681	1.09571157877923	0.00136088091192152	0.00418918857228511	TRUE	sp|Q92734-2|TFG_HUMAN	9	FALSE	3	100428205	100467810
PLEC	0.91076485429917	1.22970968243158	1.07023726836537	0.00123960550266636	0.00403441637274834	TRUE	sp|Q15149|PLEC_HUMAN	3	FALSE	8	144989321	145050902
TF	1.04597310252278	1.06954331578849	1.05775820915563	0.000148829058894152	0.00167605612850235	TRUE	sp|P02787|TRFE_HUMAN	2	FALSE	3	133464800	133497850
UGGT1	0.969916432640332	1.08777539821297	1.02884591542665	0.00027010294261628	0.00182310072952667	TRUE	sp|Q9NYU2-2|UGGG1_HUMAN	3	FALSE	2	128848774	128953251
MMRN2	1.06895260747346	0.986522041207568	1.02773732434051	0.000211398055485523	0.00172417939615142	TRUE	sp|Q9H8L6|MMRN2_HUMAN	9	FALSE	10	88695297	88729238
PRSS1	0.808636190050226	1.2425912801143	1.02561373508226	0.00313235915697956	0.00705596528850864	TRUE	A6XGL3|A6XGL3_HUMAN	4	FALSE	7	142457319	142460923
GAPDH	1.17663125789953	0.835776436102059	1.00620384700079	0.00178422524935142	0.00489953917679041	TRUE	sp|P04406|G3P_HUMAN	3	FALSE	12	6643093	6647537
EEF2	1.0287463516809	0.941302473351168	0.985024412516034	0.000251533030208134	0.0017901710681623	TRUE	sp|P13639|EF2_HUMAN	4	FALSE	19	3976054	3985467
ACACA	0.857278034733763	1.0883600520291	0.972819043381431	0.000840487136880223	0.00321982610777442	TRUE	sp|Q13085-2|ACACA_HUMAN	3	FALSE	17	35441923	35766909
HSPG2	1.0256305354522	0.901627418878618	0.963628977165409	0.000352486651636621	0.00204280971634864	TRUE	sp|P98160|PGBM_HUMAN	103	FALSE	1	22148738	22263790
CMAS	0.822838011624956	1.09680605425668	0.959822032940818	0.00124996946577636	0.00403441637274834	TRUE	sp|Q8NFW8|NEUA_HUMAN	3	FALSE	12	22199108	22218608
ACTB	1.05210863953396	0.856030133161909	0.954069386347934	0.000665619914316778	0.00280859134577567	TRUE	sp|P60709|ACTB_HUMAN	11	FALSE	7	5566782	5603415
GNL3	0.977880021818251	0.830184101725685	0.904032061771968	0.000527932280664558	0.0024821188900458	TRUE	sp|Q9BVP2|GNL3_HUMAN	2	FALSE	3	52715172	52728508
PARP4	1.00393693415667	0.796999270851224	0.900468102503947	0.000884381257248409	0.00329736977379256	TRUE	sp|Q9UKK3|PARP4_HUMAN	7	FALSE	13	24995064	25086948
PFKP	0.893069710994929	0.890522129853633	0.891795920424281	0.000257156200996544	0.00179860332855298	TRUE	sp|Q01813|PFKAP_HUMAN	6	FALSE	10	3108525	3179904
SERPINE1	0.667164806644909	1.08225925297334	0.874712029809124	0.00463620036447398	0.00939183446199062	TRUE	sp|P05121|PAI1_HUMAN	3	FALSE	7	100770370	100782547
TRIP6	1.29818846486726	0.437445269555614	0.867816867211437	0.0340875148992899	0.0484165852017829	TRUE	sp|Q15654|TRIP6_HUMAN	5	FALSE	7	100464760	100471076
MRPL11	1.003314810711	0.728240007408395	0.865777409059697	0.00176819973875692	0.00487099609562017	TRUE	sp|Q9Y3B7|RM11_HUMAN	5	FALSE	11	66202546	66234209
PARP12	0.866645874994823	0.814857696534538	0.84075178576468	0.000351295602544705	0.00204280971634864	TRUE	sp|Q9H0J9|PAR12_HUMAN	3	FALSE	7	139723544	139763521
MYL6	0.940400765758252	0.725392136745704	0.832896451251978	0.00122480482903471	0.00402835048332709	TRUE	F8VPF3|F8VPF3_HUMAN	3	FALSE	12	56551945	56557280
ACTR2	0.734780559918041	0.875502631918065	0.805141595918053	0.000732190776993341	0.00297479136766254	TRUE	sp|P61160|ARP2_HUMAN	2	FALSE	2	65454887	65498387
IGKC	0.843206304763058	0.759267162886676	0.801236733824867	0.000489721966396942	0.00242062571961917	TRUE	sp|P01834|IGKC_HUMAN	2	FALSE	2	89156674	89157196
LGALS1	0.895419659066373	0.695933960590004	0.795676809828188	0.00124802545713847	0.00403441637274834	TRUE	sp|P09382|LEG1_HUMAN	2	FALSE	22	38071615	38075813
LGALS9	0.923531000234878	0.62872307994261	0.776127040088744	0.00294206310275447	0.00678635889035365	TRUE	sp|O00182-3|LEG9_HUMAN	2	FALSE	17	25956824	25976586
PHB	0.784056712377737	0.760908496500299	0.772482604439018	0.000425071574581732	0.00224199336593413	TRUE	sp|P35232|PHB_HUMAN	3	FALSE	17	47481414	47492246
PCMT1	0.959641367906215	0.584286657884885	0.77196401289555	0.00532874253754442	0.0103761169372098	TRUE	sp|P22061|PIMT_HUMAN	3	FALSE	6	150070579	150132556
DERA	0.707131488617527	0.790700800456062	0.748916144536794	0.000611469439125722	0.00264460532421875	TRUE	E9PPM8|E9PPM8_HUMAN	3	FALSE	12	16064106	16190220
LOXL2	0.715971864731362	0.778762349551169	0.747367107141266	0.000547320713803643	0.00248511012708687	TRUE	sp|Q9Y4K0|LOXL2_HUMAN	7	FALSE	8	23154702	23282841
CAVIN2	0.809840754637982	0.682723204585251	0.746281979611616	0.000844244769728573	0.00321982610777442	TRUE	sp|O95810|CAVN2_HUMAN	3	FALSE	2	192699031	192712006
ARHGEF2	0.934167759957745	0.528465325224367	0.731316542591056	0.00768483704131095	0.0138199252406112	TRUE	sp|Q92974-3|ARHG2_HUMAN	6	FALSE	1	155916630	155976861
GSN	0.876021945588644	0.584524484361378	0.730273214975011	0.00349016756358511	0.00762372460227556	TRUE	sp|P06396-2|GELS_HUMAN	7	FALSE	9	123970072	124095121
ATP5F1A	0.767234240931966	0.673002272793706	0.720118256862836	0.000746277140789332	0.00297479136766254	TRUE	sp|P25705-2|ATPA_HUMAN	10	FALSE	18	43664110	43684300
RRP12	0.740444196005704	0.688010763307506	0.714227479656605	0.000606111806441556	0.00263460659583893	TRUE	sp|Q5JTH9-2|RRP12_HUMAN	2	FALSE	10	99116115	99161127
HSPD1	0.799692222847362	0.621706043878564	0.710699133362963	0.00150700542275382	0.0044188464090917	TRUE	sp|P10809|CH60_HUMAN	2	FALSE	2	198351305	198381461
TCP1	0.820350162035034	0.580525597544632	0.700437879789833	0.0026508921915087	0.00638658064367405	TRUE	sp|P17987|TCPA_HUMAN	4	FALSE	6	160199530	160210781
MYO1D	0.707739352454521	0.685764532272763	0.696751942363642	0.00059763461350024	0.00262413167856704	TRUE	sp|O94832|MYO1D_HUMAN	8	FALSE	17	30819540	31204195
AHNAK	0.850495268620364	0.533943737953273	0.692219503286818	0.00499427698425485	0.00991632145874025	TRUE	sp|Q09666|AHNK_HUMAN	11	FALSE	11	62201016	62323707
LMNA	0.642395297334893	0.685406129701175	0.663900713518034	0.000743812817252368	0.00297479136766254	TRUE	Q3BDU5|Q3BDU5_HUMAN	11	FALSE	1	156052364	156109880
GIMAP8	0.659962727915893	0.660823475037617	0.660393101476755	0.000698902005484458	0.00289258485523472	TRUE	sp|Q8ND71|GIMA8_HUMAN	3	FALSE	7	150147718	150176480
RBM39	0.643813772136756	0.673320399559579	0.658567085848167	0.000732686580491562	0.00297479136766254	TRUE	G3XAC6|G3XAC6_HUMAN	3	FALSE	20	34291531	34330234
MAP3K7	0.685938378303948	0.62326532206016	0.654601850182054	0.000848694049216841	0.00321982610777442	TRUE	sp|O43318-2|M3K7_HUMAN	7	FALSE	6	91223292	91296764
PLG	0.84979253409518	0.44820166637933	0.648997100237255	0.0108328530443896	0.0179166689931109	TRUE	sp|P00747|PLMN_HUMAN	2	FALSE	6	161123270	161174347
DHX30	0.637977527079649	0.630490595812656	0.634234061446152	0.000800931811401875	0.00313396572066833	TRUE	sp|Q7L2E3-3|DHX30_HUMAN	11	FALSE	3	47844399	47891685
ARID1A	0.598804801523674	0.667151947098354	0.632978374311014	0.000976577924355774	0.00349066076267663	TRUE	sp|O14497|ARI1A_HUMAN	16	FALSE	1	27022524	27108595
TRA2B	0.574468106178195	0.679176162181186	0.626822134179691	0.00126841848372079	0.00405617987751622	TRUE	sp|P62995-3|TRA2B_HUMAN	3	FALSE	3	185633694	185655924
HNRNPAB	0.62414261484178	0.626066506647263	0.625104560744521	0.000838336940001915	0.00321982610777442	TRUE	sp|Q99729-3|ROAA_HUMAN	6	FALSE	5	177631508	177638164
TINAGL1	0.711721464737568	0.532485562088404	0.622103513412986	0.00235152276530529	0.00589584693330166	TRUE	F6SDV2|F6SDV2_HUMAN	4	FALSE	1	32042116	32053288
DERPC	0.675946491738102	0.556772723499449	0.616359607618775	0.00149077703054371	0.00441244635558891	TRUE	sp|P0CG12|CTF8A_HUMAN	3	FALSE	16	69118003	69132588
RBM33	0.560038031044446	0.658131213687362	0.609084622365904	0.00133098868399044	0.0041413856534235	TRUE	sp|Q96EV2|RBM33_HUMAN	2	FALSE	7	155437145	155574179
SMARCC2	0.62702640421012	0.584714236004494	0.605870320107307	0.00100383692771263	0.00354415894886296	TRUE	sp|Q8TAQ2-2|SMRC2_HUMAN	9	FALSE	12	56556767	56583351
TLN1	0.679195191351987	0.523777258645339	0.601486224998663	0.00215298669853626	0.00553460343828281	TRUE	sp|Q9Y490|TLN1_HUMAN	2	FALSE	9	35696945	35732392
NLRP1	0.509150386928049	0.676344218572304	0.592747302750177	0.00248829885774773	0.00609738955227135	TRUE	sp|Q9C000|NLRP1_HUMAN	3	FALSE	17	5402747	5522744
SQOR	0.539658358282832	0.644168842428989	0.59191360035591	0.00152870460035978	0.00443734724601078	TRUE	sp|Q9Y6N5|SQOR_HUMAN	3	FALSE	15	45923346	45983492
SSBP3	0.492854412385707	0.689145647372197	0.591000029878952	0.00320083921232243	0.00715433053917029	TRUE	sp|Q9BWW4|SSBP3_HUMAN	4	FALSE	1	54691105	54879152
TUBGCP4	0.409218259099283	0.751799040282219	0.580508649690751	0.010399265191871	0.0175690710761101	TRUE	sp|Q9UGJ1-2|GCP4_HUMAN	2	FALSE	15	43661419	43699293
CALM2	0.589193896782916	0.527636534876439	0.558415215829677	0.0014245991980983	0.0043263725617313	TRUE	sp|P0DP24|CALM2_HUMAN	5	FALSE	14	90862846	90874605
CAVIN1	0.58756055867498	0.525354853217493	0.556457705946236	0.00144570498542054	0.0043572641546647	TRUE	sp|Q6NZI2|CAVN1_HUMAN	10	FALSE	17	40554470	40575535
PRDX1	0.685266744581934	0.415585835591877	0.550426290086905	0.00724126512339378	0.0131873067880235	TRUE	A0A0A0MSI0|A0A0A0MSI0_HUMAN	4	FALSE	1	45976708	45988719
SNX33	0.707723219433728	0.392527457195484	0.550125338314606	0.0101441499944479	0.017248086460648	TRUE	sp|Q8WV41|SNX33_HUMAN	2	FALSE	15	75940247	75954642
OSBPL3	0.658129742401123	0.416724291806034	0.537427017103578	0.00626050463101675	0.0117724706648467	TRUE	sp|Q9H4L5|OSBL3_HUMAN	3	FALSE	7	24836158	25021253
CCT8	0.673043745296066	0.3928260491621	0.532934897229083	0.00867174326936953	0.0151231006612997	TRUE	sp|P50990|TCPQ_HUMAN	6	FALSE	21	30428126	30446118
FBN1	0.566652665204483	0.490007097396706	0.528329881300594	0.00185123756446642	0.00501981345850613	TRUE	sp|P35555|FBN1_HUMAN	10	FALSE	15	48700503	48938046
SCRIB	0.524220889255151	0.532238476762604	0.528229683008878	0.00146360153645423	0.00439588655914204	TRUE	H0YCG0|H0YCG0_HUMAN	3	FALSE	8	144873090	144897549
TTC37	0.538560099434694	0.510460066853835	0.524510083144265	0.00154564597711762	0.00445661256735581	TRUE	sp|Q6PGP7|TTC37_HUMAN	3	FALSE	5	94799599	94890711
CLTC	0.577001849745987	0.459214743580169	0.518108296663078	0.00259849380355648	0.0062784836314982	TRUE	sp|Q00610-2|CLH1_HUMAN	14	FALSE	17	57697219	57773671
TANC2	0.646096702948967	0.386910009800427	0.516503356374697	0.00814601981564308	0.0144688031633085	TRUE	sp|Q9HCD6|TANC2_HUMAN	4	FALSE	17	61086917	61505060
SEC22B	0.844946819626252	0.184903237539462	0.514925028582857	0.0696050789770467	0.0905389373160081	TRUE	sp|O75396|SC22B_HUMAN	2	FALSE	1 (PATCHES)	227516	248095
TUBA1C	0.498587807703458	0.523149018923682	0.51086841331357	0.00167147787149685	0.00469192166419853	TRUE	sp|Q9BQE3|TBA1C_HUMAN	7	FALSE	12	49582519	49667114
LAMA4	0.577024873077153	0.441213394012252	0.509119133544703	0.00315608626807708	0.00709094706983551	TRUE	A0A0A0MTC7|A0A0A0MTC7_HUMAN	6	FALSE	6	112429963	112576141
TNRC6B	0.587108864465616	0.427131256790418	0.507120060628017	0.00387799329211675	0.00824192677562897	TRUE	sp|Q9UPQ9|TNR6B_HUMAN	22	FALSE	22	40440821	40731812
ATP2A2	0.528997030114887	0.482246221188483	0.505621625651685	0.00184783148863953	0.00501981345850613	TRUE	H7C5W9|H7C5W9_HUMAN	2	FALSE	12	110718561	110788898
RPA1	0.511479573206199	0.498399868550017	0.504939720878108	0.00170438693320388	0.00475578934587534	TRUE	sp|P27694|RFA1_HUMAN	3	FALSE	17	1732996	1803376
ZMYM4	0.558040465941112	0.446278598330814	0.502159532135963	0.00275090393614691	0.00648373816012828	TRUE	sp|Q5VZL5|ZMYM4_HUMAN	2	FALSE	1	35734568	35887659
MYO1E	0.518174977189997	0.483946585034669	0.501060781112333	0.00182446460853106	0.00497842866365731	TRUE	sp|Q12965|MYO1E_HUMAN	6	FALSE	15	59427113	59665099
AGO2	0.51507588242011	0.486708049766193	0.500891966093151	0.00179822879182508	0.00492236678774904	TRUE	sp|Q9UKV8|AGO2_HUMAN	9	FALSE	8	141541264	141645718
ATP5F1C	0.588411355540646	0.411578110499608	0.499994733020127	0.00465611131281958	0.00941013150838537	TRUE	sp|P36542-2|ATPG_HUMAN	2	FALSE	10	7830093	7849764
PHB2	0.465212810716512	0.513758480467438	0.489485645591975	0.00206842889383217	0.00540541085548285	TRUE	sp|Q99623|PHB2_HUMAN	4	FALSE	12	7074490	7079988
AKAP1	0.546478387347568	0.421432951566985	0.483955669457276	0.00341962842208207	0.00754605125110366	TRUE	sp|Q92667|AKAP1_HUMAN	2	FALSE	17	55162453	55198710
WDR59	0.454130408459406	0.501394829449765	0.477762618954585	0.00222698356719981	0.00568242119654228	TRUE	sp|Q6PJI9|WDR59_HUMAN	4	FALSE	16	74907468	75034071
PCM1	0.452836926186196	0.497426373918849	0.475131650052522	0.0022445491714749	0.00568842325782287	TRUE	sp|Q15154|PCM1_HUMAN	2	FALSE	8	17780349	17885478
PEAK1	0.543589481312292	0.406194335571172	0.474891908441732	0.00399574489805853	0.00841670219420398	TRUE	sp|Q9H792|PEAK1_HUMAN	22	FALSE	15	77400471	77712486
PGAM5	0.517784079260927	0.406975693450594	0.46237988635576	0.00356476250534647	0.0077274689542243	TRUE	sp|Q96HS1-2|PGAM5_HUMAN	4	FALSE	12	133287405	133299228
TNRC6C	0.436678964534522	0.472035198719492	0.454357081627007	0.00251678161910955	0.00614976299584678	TRUE	sp|Q9HCJ0|TNR6C_HUMAN	4	FALSE	17	76000249	76104916
CARD6	0.440895337009984	0.466422148290022	0.453658742650003	0.00246625072026272	0.00607261646097963	TRUE	sp|Q9BX69|CARD6_HUMAN	2	FALSE	5	40841286	40860275
CDC5L	0.357163686869399	0.544136069203375	0.450649878036387	0.00702076875346853	0.0128937685175165	TRUE	sp|Q99459|CDC5L_HUMAN	2	FALSE	6	44355262	44418163
ACOT9	0.413989847851244	0.485654362598236	0.44982210522474	0.00303484626945598	0.00690826848178796	TRUE	sp|Q9Y305|ACOT9_HUMAN	4	FALSE	X	23720370	23784592
TRIM32	0.496071813244935	0.403397788727936	0.449734800986435	0.00344293329919882	0.00754949243713521	TRUE	sp|Q13049|TRI32_HUMAN	10	FALSE	9	119449581	119463579
TAOK2	0.4511477877796	0.437445269555614	0.444296528667607	0.00258686166050662	0.00626788609618551	TRUE	sp|Q9UL54-2|TAOK2_HUMAN	2	FALSE	16	29984962	30003582
ARHGEF28	0.593126613525509	0.294274180265266	0.443700396895388	0.0173027954127027	0.0271631906206676	TRUE	sp|Q8N1W1-5|ARG28_HUMAN	5	FALSE	5	72921983	73237818
SMARCC1	0.345062752702077	0.539693023361117	0.442377888031597	0.00791267826765364	0.0141123024773616	TRUE	sp|Q92922|SMRC1_HUMAN	4	FALSE	3	47626762	47823596
TNRC6A	0.429356737032169	0.452085583120983	0.440721160076576	0.0026931056119398	0.00639982514925254	TRUE	sp|Q8NDV7-6|TNR6A_HUMAN	9	FALSE	16	24741016	24838953
TOP1	0.477554356450774	0.402565702224763	0.440060029337768	0.0033174688466234	0.00735797577520319	TRUE	sp|P11387|TOP1_HUMAN	3	FALSE	20	39657458	39753127
P4HB	0.236767477520146	0.642950634127882	0.439859055824014	0.0346715484308953	0.0490047212299419	TRUE	H7BZ94|H7BZ94_HUMAN	3	FALSE	17	79801035	79818570
MACF1	0.38982034962126	0.488771850063909	0.439296099842584	0.00386930240956925	0.00824192677562897	TRUE	H0Y390|H0Y390_HUMAN	4	FALSE	1	39546988	39952849
PDCD6	0.441853103661128	0.435657543129967	0.438755323395547	0.00267687513144135	0.00638658064367405	TRUE	sp|O75340|PDCD6_HUMAN	2	FALSE	5	271736	353971
TMOD3	0.370573710260288	0.500393309197758	0.435483509729023	0.00496828370640605	0.00990222443788302	TRUE	sp|Q9NYL9|TMOD3_HUMAN	2	FALSE	15	52121825	52239492
LMO7	0.525511691779833	0.343104758409726	0.434308225094779	0.00759488087129918	0.0136866082368204	TRUE	E9PMS6|E9PMS6_HUMAN	7	FALSE	13	76194570	76434004
MED13	0.191695156337154	0.674484466856462	0.433089811596808	0.053237383013806	0.0720007953369636	TRUE	sp|Q9UHV7|MED13_HUMAN	2	FALSE	17	60019966	60142643
TRIOBP	0.538976559431074	0.327035068073474	0.433005813752274	0.00970901230314236	0.0165974222178224	TRUE	sp|Q9H2D6-5|TARA_HUMAN	22	FALSE	22	38093011	38172563
AGO3	0.478327127731799	0.383395552733358	0.430861340232578	0.00400888012024514	0.00841670219420398	TRUE	sp|Q9H9G7|AGO3_HUMAN	2	FALSE	1	36396319	36538101
NCOA2	0.417824615193741	0.442463344322238	0.430143979757989	0.00292438170891279	0.00678174310511947	TRUE	sp|Q15596|NCOA2_HUMAN	3	FALSE	8	71021997	71316040
SRSF9	0.480678611131697	0.37786010773441	0.429269359433054	0.00427638889169456	0.00884946505099473	TRUE	sp|Q13242|SRSF9_HUMAN	2	FALSE	12	120899471	120907596
ACTL6A	0.446256155481557	0.404863170646745	0.425559663064151	0.00317044807375618	0.0071047605797904	TRUE	sp|O96019-2|ACL6A_HUMAN	4	FALSE	3	179280668	179306196
PIK3C2A	0.362674983593656	0.482884766040311	0.422779874816983	0.0050795528761259	0.0100544925351234	TRUE	sp|O00443|P3C2A_HUMAN	4	FALSE	11	17099277	17229530
CELF1	0.427987781557823	0.413602508542334	0.420795145050078	0.00308620619515596	0.00697015237287181	TRUE	F5H0D8|F5H0D8_HUMAN	2	FALSE	11	47487496	47587121
COL18A1	0.352879035172986	0.477909132558704	0.415394083865845	0.00556623799787136	0.0107233760983491	TRUE	H7BXV5|H7BXV5_HUMAN	4	FALSE	21	46825052	46933634
MAML2	0.537862274832406	0.285175430239249	0.411518852535827	0.0155085798583632	0.0246145350045582	TRUE	A0A087X0G5|A0A087X0G5_HUMAN	2	FALSE	11	95709762	96076344
