gene	rep1	rep2	logFC	pvalue	FDR	significant	accession_number	unique.peptides	imputed	chrom	bp.start	bp.end
MYL12A	0.569015759381184	0.835018392107392	0.702017075744288	0.000482254129257459	0.002521688427028	TRUE	sp|P19105|ML12A_HUMAN	3	FALSE	18	3247479	3256234
PNN	0.596683434139923	0.720805633142913	0.658744533641418	0.000102440578477771	0.00172985782716836	TRUE	sp|Q9H307|PININ_HUMAN	4	FALSE	14	39644387	39652422
HNRNPF	0.704561779039924	0.573950707368162	0.639256243204043	0.000127091928191169	0.00172985782716836	TRUE	sp|P52597|HNRPF_HUMAN	2	FALSE	10	43881065	43904614
SF3A2	0.661713865685876	0.602091527395665	0.63190269654077	5.91916425226688e-05	0.00124945898777529	TRUE	sp|Q15428|SF3A2_HUMAN	3	FALSE	19	2236520	2248678
MYL6B	0.60218603137135	0.656664473941774	0.629425252656562	5.76581986986493e-05	0.00124945898777529	TRUE	sp|P14649|MYL6B_HUMAN	5	FALSE	12	56546040	56553431
MYL12B	0.522685883949304	0.726250878555373	0.624468381252338	0.000368814975724241	0.00219870466297144	TRUE	sp|O14950|ML12B_HUMAN	3	FALSE	18	3261907	3278282
SF3B1	0.529115861718925	0.662049373704406	0.595582617711665	0.000178220711820833	0.00180157893471059	TRUE	sp|O75533|SF3B1_HUMAN	22	FALSE	2	198254508	198299815
AHNAK	0.49958489767404	0.668761100129306	0.584172998901673	0.000313123307409149	0.0021368265568804	TRUE	sp|Q09666|AHNK_HUMAN	3	FALSE	11	62201016	62323707
PABPN1	0.517725080306572	0.610802998496698	0.564264039401635	0.000137045932990772	0.00177017663446413	TRUE	B4DEH8|B4DEH8_HUMAN	2	FALSE	14	23790498	23795394
RTCB	0.90472829950027	0.217740959527145	0.561234629513708	0.0280376049501534	0.0443451915027936	TRUE	sp|Q9Y3I0|RTCB_HUMAN	12	FALSE	22	32783569	32808242
PHF5A	0.51561901904023	0.571017171659445	0.543318095349837	0.000110590946391823	0.00172985782716836	TRUE	sp|Q7RTV0|PHF5A_HUMAN	3	FALSE	22	41855721	41864729
SAP18	0.485397840699022	0.572024567617504	0.528711204158263	0.000169025986070723	0.00180157893471059	TRUE	sp|O00422|SAP18_HUMAN	4	FALSE	13	21714653	21723221
RNPS1	0.47778014480161	0.558850486062902	0.518315315432256	0.000173414309491824	0.00180157893471059	TRUE	H3BPG5|H3BPG5_HUMAN	2	FALSE	16	2303117	2318413
CLTA	0.394479230497538	0.613008964956045	0.503744097726792	0.00110798324541611	0.00380710118894331	TRUE	sp|P09496-2|CLCA_HUMAN	6	FALSE	9	36190853	36304778
FLT1	0.468966409195072	0.495659648131809	0.48231302866344	0.000154890902151053	0.00180157893471059	TRUE	sp|P17948|!VGFR1_HUMAN	3	FALSE	13	28874489	29069265
RPL7	0.485831618541187	0.467822049092174	0.47682683381668	0.000157755280892185	0.00180157893471059	TRUE	sp|P18124|RL7_HUMAN	6	FALSE	8	74202506	74208024
RPS28	0.630268682820631	0.323348660420219	0.476808671620425	0.00375207504183175	0.00868017360423762	TRUE	sp|P62857|RS28_HUMAN	2	FALSE	19	8386042	8388224
SNRPB2	0.433135019782888	0.515611195535218	0.474373107659053	0.00025832786308318	0.00206379072548232	TRUE	sp|P08579|RU2B_HUMAN	6	FALSE	20	16710606	16722421
AP2B1	0.462909722946275	0.464639910334959	0.463774816640617	0.000173341363776815	0.00180157893471059	TRUE	A0A087X253|A0A087X253_HUMAN	22	FALSE	17	33905065	34053436
MYH11	0.500293164432236	0.420463118506042	0.460378141469139	0.000285793579271254	0.00206379072548232	TRUE	sp|P35749|MYH11_HUMAN	3	FALSE	16	15797029	15950890
CLINT1	0.434172517343846	0.485428491462891	0.459800504403368	0.000221015469790258	0.00197044856486014	TRUE	sp|Q14677-2|EPN4_HUMAN	5	FALSE	5	157212751	157286183
SF3B3	0.418427081441294	0.489166696416458	0.453796888928876	0.000277340466391862	0.00206379072548232	TRUE	sp|Q15393|SF3B3_HUMAN	22	FALSE	16	70557691	70608820
RANGAP1	0.415612142073584	0.488835079994583	0.452223611034083	0.000288486875605056	0.00206379072548232	TRUE	sp|P46060|RAGP1_HUMAN	3	FALSE	22	41641615	41682255
SNRPD2	0.450332975283946	0.453171474792654	0.4517522250383	0.000194337800898041	0.00192270377484233	TRUE	sp|P62316|SMD2_HUMAN	4	FALSE	19	46190712	46195827
NUMB	0.450155804191382	0.442457286010889	0.446306545101135	0.000205684583703279	0.00197044856486014	TRUE	G3V3Z8|G3V3Z8_HUMAN	3	FALSE	14	73741815	73930348
CLTC	0.35893955977863	0.533582895419862	0.446261227599246	0.0010565082749077	0.00368563371320939	TRUE	sp|Q00610-2|CLH1_HUMAN	40	FALSE	17	57697219	57773671
CAPRIN1	-0.0368714796893244	0.92415277954807	0.443640649929373	0.132998026681028	0.169435842210077	FALSE	sp|Q14444|CAPR1_HUMAN	5	FALSE	11	34073230	34122703
DHX15	0.399034810004764	0.485726340691201	0.442380575347982	0.000365251463433529	0.00219870466297144	TRUE	sp|O43143|DHX15_HUMAN	20	FALSE	4	24519064	24586173
SF3B2	0.446083844543711	0.437887683832805	0.441985764188258	0.000214671701721148	0.00197044856486014	TRUE	E9PPJ0|E9PPJ0_HUMAN	22	FALSE	11	65818200	65836779
RPL7A	0.442222831215567	0.431665842971604	0.436944337093586	0.000226413936030806	0.00197044856486014	TRUE	Q5T8U3|Q5T8U3_HUMAN	5	FALSE	9	136215069	136218281
MYL6	0.402925216416953	0.453590472232591	0.428257844324772	0.000299021736937351	0.00210674405569497	TRUE	sp|P60660|MYL6_HUMAN	13	FALSE	12	56551945	56557280
MYH9	0.405736248824802	0.444524226654316	0.425130237739559	0.000284707236252172	0.00206379072548232	TRUE	sp|P35579|MYH9_HUMAN	197	FALSE	22	36677327	36784063
DAB2	0.338155205874873	0.511912293575559	0.425033749725216	0.0012803432764296	0.00407780564068333	TRUE	sp|P98082|DAB2_HUMAN	10	FALSE	5	39371780	39462402
RPLP2	0.367065116314457	0.482236248912915	0.424650682613686	0.000607953897239826	0.0027715545315345	TRUE	sp|P05387|RLA2_HUMAN	2	FALSE	11	809647	812880
SF3B6	0.318361970696159	0.529108902514405	0.423735436605282	0.00206073982785478	0.00587879766842008	TRUE	sp|Q9Y3B4|SF3B6_HUMAN	3	FALSE	2	24290454	24299314
RPS5	0.479812039477608	0.363424240233275	0.421618139855441	0.000636239100042843	0.00287234156815458	TRUE	M0R0F0|M0R0F0_HUMAN	2	FALSE	19	58897767	58906173
SRRM2	0.397445452433164	0.438717778483156	0.41808161545816	0.000310688210669819	0.0021368265568804	TRUE	sp|Q9UQ35|SRRM2_HUMAN	65	FALSE	16	2802330	2822539
RBM17	0.448881150162396	0.378511685145668	0.413696417654032	0.000411275153170332	0.00230413188221933	TRUE	sp|Q96I25|SPF45_HUMAN	9	FALSE	10	6130950	6159420
NONO	0.322691822216605	0.504581319725652	0.413636570971128	0.00158944860023172	0.00480693426836671	TRUE	sp|Q15233|NONO_HUMAN	4	FALSE	X	70503042	70521018
RPL8	0.360547858683084	0.464535044834566	0.412541451758825	0.000600244202686796	0.00276350053712238	TRUE	sp|P62917|RL8_HUMAN	7	FALSE	8	146015150	146017972
RPLP0	0.330436830895614	0.486853581043604	0.408645205969609	0.00120748621521537	0.00399897935517538	TRUE	sp|P05388-2|RLA0_HUMAN	7	FALSE	12	120634489	120639038
RBM5	0.343220782008828	0.473530090763148	0.408375436385988	0.000867023228124235	0.00344586154767324	TRUE	sp|P52756|RBM5_HUMAN	3	FALSE	3	50126341	50156454
U2SURP	0.382311158827783	0.430111666367981	0.406211412597882	0.000367476944191254	0.00219870466297144	TRUE	sp|O15042-2|SR140_HUMAN	19	FALSE	3	142683339	142779567
PIK3C2A	0.363294313162918	0.44893339493991	0.406113854051414	0.000520606642999328	0.002521688427028	TRUE	sp|O00443|P3C2A_HUMAN	25	FALSE	11	17099277	17229530
ADD1	0.369921020270461	0.441711509743204	0.405816265006832	0.000452736896752566	0.00241980065505682	TRUE	sp|P35611-2|ADDA_HUMAN	4	FALSE	4	2845584	2931803
RPL34	0.250416465190689	0.559999882947448	0.405208174069068	0.00727044149742477	0.0146989360708805	TRUE	sp|P49207|RL34_HUMAN	3	FALSE	4	109541722	109551568
CLTB	0.332462024577865	0.47488610239175	0.403674063484807	0.00106209659692486	0.00368563371320939	TRUE	sp|P09497-2|CLCB_HUMAN	5	FALSE	5	175819456	175843570
RPL10A	0.373444583557102	0.428441840625762	0.400943212091432	0.000410468922838865	0.00230413188221933	TRUE	sp|P62906|RL10A_HUMAN	5	FALSE	6	35436185	35438562
RPL31	0.45260297968867	0.338449543182694	0.395526261435682	0.00081110758665505	0.00339788313328467	TRUE	sp|P62899|RL31_HUMAN	4	FALSE	2	101618177	101640494
SNRPA1	0.284623781383083	0.501813441193807	0.393218611288445	0.00301663374391625	0.00746135473894179	TRUE	sp|P09661|RU2A_HUMAN	5	FALSE	15	101821715	101835487
CCDC9B	0.221598615355621	0.55258766215684	0.38709313875623	0.0105486859381775	0.0201030285297235	TRUE	sp|Q6ZUT6|CCD9B_HUMAN	2	FALSE	15	40623653	40633168
SF3A3	0.31636242333887	0.4558838223058	0.386123122822335	0.00123243240236368	0.004007559909784	TRUE	sp|Q12874|SF3A3_HUMAN	5	FALSE	1	38422647	38456593
MAGOHB	0.406399395911059	0.353708119583768	0.380053757747414	0.000506663807134162	0.002521688427028	TRUE	F5H6P7|F5H6P7_HUMAN	2	FALSE	12	10758612	10766222
EIF4A3	0.374214992600137	0.38356801602173	0.378891504310933	0.000417375002381521	0.00231046876318342	TRUE	sp|P38919|IF4A3_HUMAN	7	FALSE	17	78109013	78120982
SF3A1	0.35208617205403	0.402569860700094	0.377328016377062	0.000513784200057387	0.002521688427028	TRUE	sp|Q15459|SF3A1_HUMAN	18	FALSE	22	30727977	30752936
FAM120A	0.354911913808028	0.398652732157228	0.376782322982628	0.000493027763306487	0.002521688427028	TRUE	sp|Q9NZB2-4|F120A_HUMAN	3	FALSE	9	96214004	96328397
AP2A1	0.352831763467861	0.392297942021454	0.372564852744657	0.000503496076477659	0.002521688427028	TRUE	sp|O95782-2|AP2A1_HUMAN	16	FALSE	19	50270225	50310370
SRSF5	0.392066283000521	0.350463677604374	0.371264980302447	0.000517842397213092	0.002521688427028	TRUE	sp|Q13243|SRSF5_HUMAN	2	FALSE	14	70193617	70238722
ADD3	0.322540892504758	0.411200857891	0.366870875197879	0.000827818221563993	0.00343058578214157	TRUE	sp|Q9UEY8-2|ADDG_HUMAN	5	FALSE	10	111756126	111895323
TPM2	0.350707607384805	0.371488775181405	0.361098191283105	0.000526941692903121	0.002526060692783	TRUE	sp|P07951-2|TPM2_HUMAN	4	FALSE	9	35681989	35691017
AP2M1	0.313361332811361	0.406834869745087	0.360098101278224	0.000944332096826971	0.00350307211226668	TRUE	sp|Q96CW1|AP2M1_HUMAN	11	FALSE	3	183892477	183901879
ERH	0.273634414997218	0.445961855250466	0.359798135123842	0.00249585513543243	0.00663184364557759	TRUE	sp|P84090|ERH_HUMAN	2	FALSE	14	69846848	69865344
SRSF6	0.36055402140062	0.358856907713729	0.359705464557174	0.000517572996706214	0.002521688427028	TRUE	sp|Q13247-3|SRSF6_HUMAN	4	FALSE	20	42086568	42092245
RPL13A	0.39758288010092	0.31805433342846	0.35781860676469	0.00083489426636412	0.00343058578214157	TRUE	sp|P40429|RL13A_HUMAN	6	FALSE	19	49990811	49995565
AP2A2	0.427692459932679	0.28658198592203	0.357137222927354	0.00173765230502235	0.00511397672047718	TRUE	sp|O94973-2|AP2A2_HUMAN	3	FALSE	11	924894	1012239
FXR1	0.572378862097679	0.138201967695764	0.355290414896721	0.0316069674719139	0.0489907995814665	TRUE	B4DXZ6|B4DXZ6_HUMAN	4	FALSE	3	180585929	180700541
CHERP	0.348607327929265	0.356998450204678	0.352802889066971	0.000565169292117004	0.00268167062075925	TRUE	sp|Q8IWX8|CHERP_HUMAN	10	FALSE	19	16628700	16653341
CTTN	0.284282827568116	0.406088237782118	0.345185532675117	0.00157332769167629	0.00480693426836671	TRUE	sp|Q14247|SRC8_HUMAN	13	FALSE	11	70244510	70282690
HIP1	0.306767162825324	0.376499609000557	0.341633385912941	0.00092132517630176	0.00349814381325075	TRUE	sp|O00291-4|HIP1_HUMAN	4	FALSE	7	75162621	75368280
TPM4	0.296773543942699	0.383656009927577	0.340214776935138	0.00111469047100333	0.00380710118894331	TRUE	sp|P67936-2|TPM4_HUMAN	3	FALSE	19	16177831	16213813
NCL	0.34535526585098	0.334892530905055	0.340123898378017	0.000662301818051	0.00290538061692184	TRUE	sp|P19338|NUCL_HUMAN	12	FALSE	2	232318242	232348352
PCBP1	0.29250248356464	0.386020861189039	0.339261672376839	0.00121259373995641	0.00399897935517538	TRUE	sp|Q15365|PCBP1_HUMAN	2	FALSE	2	70314585	70316332
RPL6	0.346594479388514	0.328162391790467	0.33737843558949	0.00069814038338917	0.00303397456332677	TRUE	sp|Q02878|RL6_HUMAN	7	FALSE	12	112842994	112856642
BMP2K	0.112297598813104	0.560128834296528	0.336213216554816	0.041058383918815	0.0613895450876173	TRUE	sp|Q9NSY1|BMP2K_HUMAN	2	FALSE	4	79697496	79837526
SFSWAP	0.265503992987167	0.398000132853515	0.331752062920341	0.00211252111840088	0.00591760433768922	TRUE	sp|Q12872|SFSWA_HUMAN	6	FALSE	12	132195626	132284282
RPL36	0.255125971454305	0.402650046925793	0.328888009190049	0.00263647324572892	0.00692632801844038	TRUE	sp|Q9Y3U8|RL36_HUMAN	2	FALSE	19	5674958	5691887
TMOD3	0.355720225242365	0.300690710337555	0.32820546778996	0.00096012093099764	0.00351540340877089	TRUE	sp|Q9NYL9|TMOD3_HUMAN	13	FALSE	15	52121825	52239492
LTBP1	0.311565675903761	0.339204111556654	0.325384893730207	0.000841046836912128	0.00343058578214157	TRUE	sp|Q14766|LTBP1_HUMAN	3	FALSE	2	33172039	33624576
RPS15A	0.285533147133684	0.364245338131802	0.324889242632743	0.00124108769767602	0.00400767902374548	TRUE	sp|P62244|RS15A_HUMAN	5	FALSE	16	18792617	18801705
SRSF7	0.327257146632842	0.305409369296761	0.316333257964801	0.000926156765314792	0.00349814381325075	TRUE	sp|Q16629-4|SRSF7_HUMAN	3	FALSE	2	38970741	38978636
BAG2	0.348419495976369	0.280966809616412	0.31469315279639	0.00127219467278807	0.00407780564068333	TRUE	sp|O95816-2|BAG2_HUMAN	2	FALSE	6	57037124	57054631
DDX17	0.294874725270539	0.331762576985316	0.313318651127927	0.00103197698613209	0.00368261499030377	TRUE	sp|Q92841|DDX17_HUMAN	9	FALSE	22	38879445	38903665
TPM2	0.328528081846375	0.296811381126748	0.312669731486561	0.00101324733590981	0.00366219255807819	TRUE	Q5TCU3|Q5TCU3_HUMAN	3	FALSE	9	35681989	35691017
PRPF40A	0.330935285737304	0.288349231839621	0.309642258788462	0.00112166207072093	0.00380710118894331	TRUE	sp|O75400-3|PR40A_HUMAN	9	FALSE	2	153508107	153574511
RBM10	0.324077675049804	0.294315289601517	0.30919648232566	0.00105206320523314	0.00368563371320939	TRUE	sp|P98175-4|RBM10_HUMAN	3	FALSE	X	47004268	47046212
RPL27	0.29792690034537	0.29813413518599	0.29803051776568	0.00114507782591314	0.00385841441340296	TRUE	sp|P61353|RL27_HUMAN	3	FALSE	17	41150290	41154976
SEC16A	0.22958581471557	0.362484732668026	0.296035273691798	0.00336655796790489	0.00798698701569271	TRUE	sp|O15027-2|SC16A_HUMAN	7	FALSE	9	139334549	139372141
RPL37A	0.233520912302982	0.351026208581885	0.292273560442433	0.00294814642535023	0.00737036606337558	TRUE	sp|P61513|RL37A_HUMAN	3	FALSE	2	217362912	217443903
CAPZB	0.29971233817453	0.281258174904377	0.290485256539454	0.00130886779069956	0.00411251804968838	TRUE	sp|P47756-2|CAPZB_HUMAN	3	FALSE	1	19665267	19812066
RPL12	0.336200205581953	0.243452883491315	0.289826544536634	0.00230236103802262	0.00626080633146502	TRUE	sp|P30050|RL12_HUMAN	3	FALSE	9	130209953	130213684
SRSF1	0.286032138745398	0.291546525673684	0.288789332209541	0.00130893047602985	0.00411251804968838	TRUE	sp|Q07955|SRSF1_HUMAN	9	FALSE	17	56080721	56084707
RBM14	0.311765084159795	0.257731928258298	0.284748506209046	0.00172078275757246	0.00509658587433881	TRUE	sp|Q96PK6|RBM14_HUMAN	11	FALSE	11	66384053	66394818
ZCCHC3	0.287515801943712	0.267348433756801	0.277432117850256	0.00159197392973865	0.00480693426836671	TRUE	sp|Q9NUD5|ZCHC3_HUMAN	2	FALSE	20	277737	280965
CAPZA1	0.228095723438621	0.326710155341789	0.277402939390205	0.00293171701543339	0.00736891033608932	TRUE	sp|P52907|CAZA1_HUMAN	6	FALSE	1	113161795	113214241
RPS4Y1	0.216905491869561	0.337760130750436	0.277332811309998	0.00378388807825642	0.00871043542766949	TRUE	sp|P22090|RS4Y1_HUMAN	2	FALSE	Y	2709527	2800041
RPL4	0.282890427318989	0.269912645430534	0.276401536374761	0.00158703812817393	0.00480693426836671	TRUE	sp|P36578|RL4_HUMAN	9	FALSE	15	66790355	66816870
CAPZA2	0.283293797603658	0.267458187362216	0.275375992482937	0.0016219602327766	0.0048658806983298	TRUE	sp|P47755|CAZA2_HUMAN	5	FALSE	7	116451124	116562103
RPS4X	0.317331659294339	0.230046895497079	0.273689277395709	0.00274167305645831	0.00712222330309002	TRUE	sp|P62701|RS4X_HUMAN	5	FALSE	X	71475529	71497150
EPB41L5	0.274676045180474	0.271307173036785	0.27299160910863	0.00165017204535649	0.00491878205827417	TRUE	sp|Q9HCM4-4|E41L5_HUMAN	3	FALSE	2	120770581	120936695
PGAM5	0.233732006000842	0.310987077303821	0.272359541652332	0.00252799353826288	0.00667907383688771	TRUE	sp|Q96HS1|PGAM5_HUMAN	8	FALSE	12	133287405	133299228
UNC45A	0.230101065913654	0.313641062527957	0.271871064220805	0.00271036001063741	0.00708043485924942	TRUE	sp|Q9H3U1|UN45A_HUMAN	2	FALSE	15	91473410	91497323
TWF2	0.127545221352722	0.414170122498959	0.270857671925841	0.0250627040792704	0.0401202001826337	TRUE	D6RG15|D6RG15_HUMAN	2	FALSE	3	52262626	52273276
ZC3HAV1	0.335921354247812	0.201281824649179	0.268601589448495	0.00505222957238242	0.0109269151216643	TRUE	C9J6P4|C9J6P4_HUMAN	3	FALSE	7	138728266	138794465
RPS13	0.294747732139662	0.240443664404157	0.267595698271909	0.00222478930095999	0.00608545308791997	TRUE	sp|P62277|RS13_HUMAN	9	FALSE	11	17095936	17099334
SMTN	0.243161108589316	0.285106724414657	0.264133916501986	0.00215591736250976	0.00594402418189589	TRUE	sp|P53814-5|SMTN_HUMAN	6	FALSE	22	31460091	31500743
RANBP2	0.178290833225073	0.347787182695861	0.263039007960467	0.00826351212798507	0.0164210817927909	TRUE	sp|P49792|RBP2_HUMAN	6	FALSE	2	109335937	109402267
SRSF9	0.261016137847061	0.264643234304089	0.262829686075575	0.00192932032953634	0.00557226057909563	TRUE	S4R3G0|S4R3G0_HUMAN	2	FALSE	12	120899471	120907596
ACTB	0.249880133333331	0.269419226881148	0.259649680107239	0.00208652038486974	0.00591456131331176	TRUE	sp|P60709|ACTB_HUMAN	8	FALSE	7	5566782	5603415
LRRFIP2	0.247660430606285	0.267363091774573	0.257511761190429	0.00215931779117572	0.00594402418189589	TRUE	sp|Q9Y608-2|LRRF2_HUMAN	5	FALSE	3	37094117	37225180
RPL30	0.225075081598963	0.289839573182068	0.257457327390516	0.00283190341541814	0.00721872976399267	TRUE	A0A0C4DH44|A0A0C4DH44_HUMAN	3	FALSE	8	99037079	99058697
YBX3	0.302401425702172	0.207758375862486	0.255079900782329	0.00392860854959614	0.0089112340271327	TRUE	sp|P16989|YBOX3_HUMAN	2	FALSE	12	10851683	10875911
RPL15	0.269478660539423	0.237971087003952	0.253724873771687	0.0024006949948372	0.00641565041723734	TRUE	sp|P61313|RL15_HUMAN	6	FALSE	3	23958036	23965183
MYL9	0.202895637717553	0.302416806602317	0.252656222159935	0.00429967434468443	0.00952070747751553	TRUE	sp|P24844|MYL9_HUMAN	2	FALSE	20	35169887	35178228
RPS26	0.280956613748629	0.220342022726527	0.250649318237578	0.0030475599730987	0.00749796501317935	TRUE	sp|P62854|RS26_HUMAN	3	FALSE	12	56435637	56438116
RPL10	0.282287103576365	0.217074240988484	0.249680672282424	0.00321635229372001	0.00774924257295236	TRUE	F8W7C6|F8W7C6_HUMAN	4	FALSE	X	153618315	153637504
SNRPG	0.168968891612835	0.329006335011215	0.248987613312025	0.00910589668311027	0.0177164935466371	TRUE	Q49AN9|Q49AN9_HUMAN	3	FALSE	2	70508494	70520903
BCLAF1	0.211260061539033	0.280489702258585	0.245874881898809	0.0035422028082813	0.00827700656206435	TRUE	sp|Q9NYF8-3|BCLF1_HUMAN	14	FALSE	6	136578001	136610989
RPS11	0.263107928508735	0.22607289928774	0.244590413898237	0.00286392150218725	0.00723762770933191	TRUE	M0QZC5|M0QZC5_HUMAN	5	FALSE	19	49999622	50002946
THRAP3	0.215080096748704	0.270619594084732	0.242849845416718	0.00332495044619902	0.00792872798708997	TRUE	A0A3B3ITZ9|A0A3B3ITZ9_HUMAN	16	FALSE	1	36690017	36770958
SNRNP200	0.192884384075494	0.284908967348493	0.238896675711993	0.00495001797826221	0.0107558801864109	TRUE	sp|O75643|U520_HUMAN	14	FALSE	2	96940074	96971297
ARPC4	0.221446565458145	0.249528471933466	0.235487518695805	0.00319654857191739	0.00774164107261243	TRUE	sp|P59998|ARPC4_HUMAN	6	FALSE	3	9834179	9849410
DOCK7	0.232055544621499	0.235564834778369	0.233810189699934	0.00310340146670507	0.00759516674746241	TRUE	sp|Q96N67-4|DOCK7_HUMAN	4	FALSE	1	62920399	63153969
IDH2	0.230432424392681	0.233792602286712	0.232112513339696	0.00319534523305777	0.00774164107261243	TRUE	sp|P48735-2|IDHP_HUMAN	2	FALSE	15	90626277	90645736
RPS3A	0.233260602482712	0.229153436319613	0.231207019401163	0.00324723524366779	0.00778332158920372	TRUE	sp|P61247|RS3A_HUMAN	11	FALSE	4	152020725	152025804
TAF2	0.0754348706124972	0.385386107421342	0.23041048901692	0.0506843708758519	0.0727414582014541	TRUE	sp|Q6P1X5|TAF2_HUMAN	2	FALSE	8	120743015	120845103
ARPC3	0.196521387343189	0.263966449077532	0.23024391821036	0.00452545616384419	0.00992611847258278	TRUE	sp|O15145|ARPC3_HUMAN	5	FALSE	12	110872630	110888227
RPL21	0.20924897980494	0.24600562888088	0.22762730434291	0.00381416143084679	0.00873687224307269	TRUE	sp|P46778|RL21_HUMAN	6	FALSE	13	27825446	27830828
FLII	0.1723726119715	0.282250820308256	0.227311716139878	0.00725998270437123	0.0146989360708805	TRUE	sp|Q13045|FLII_HUMAN	4	FALSE	17	18148150	18162230
ACTR2	0.202233298753239	0.249943834349718	0.226088566551478	0.00418209452575942	0.00939456016656102	TRUE	sp|P61160|ARP2_HUMAN	11	FALSE	2	65454887	65498387
FAM98A	0.250316599701449	0.199593084535824	0.224954842118636	0.00435383498961641	0.00959494440839636	TRUE	sp|Q8NCA5-2|FA98A_HUMAN	3	FALSE	2	33808725	33824449
KHDRBS1	0.131155925619854	0.314101570441018	0.222628748030436	0.0176716484364928	0.0299902062882085	TRUE	sp|Q07666|KHDR1_HUMAN	4	FALSE	1	32479430	32526451
MOV10	0.179443211921498	0.256278263956677	0.217860737939087	0.00610601209813601	0.0131448871557095	TRUE	Q5JR04|Q5JR04_HUMAN	6	FALSE	1	113215763	113243368
ARPC2	0.202107618668695	0.226717459504826	0.21441253908676	0.00457882819470894	0.00999603338281529	TRUE	sp|O15144|ARPC2_HUMAN	14	FALSE	2	219081817	219119079
ARF4	0.0889032256740272	0.335598801950326	0.212251013812177	0.0388030678385886	0.0585825537173497	TRUE	sp|P18085|ARF4_HUMAN	2	FALSE	3	57557090	57583947
NUP98	0.101740535048929	0.320053086723373	0.210896810886151	0.0304642498541441	0.0476965528019428	TRUE	sp|P52948|NUP98_HUMAN	2	FALSE	11	3692313	3819022
RBM25	0.138795226098974	0.272764808749418	0.205780017424196	0.013696593872842	0.0245904098489248	TRUE	sp|P49756|RBM25_HUMAN	8	FALSE	14	73525144	73588122
CHTOP	0.110284244737574	0.297291404148492	0.203787824443033	0.0249947474945868	0.0401202001826337	TRUE	X6R700|X6R700_HUMAN	2	FALSE	1	153606525	153618782
RPL18	0.133504854941457	0.272782300661881	0.203143577801669	0.0152011519476046	0.0268765614282743	TRUE	G3V203|G3V203_HUMAN	6	FALSE	19	49118585	49122793
KIF23	0.145298536907752	0.249446849144338	0.197372693026045	0.0115985129987061	0.0219240184731639	TRUE	sp|Q02241-3|KIF23_HUMAN	2	FALSE	15	69706585	69740764
RPS2	0.215837577468385	0.17631986671303	0.196078722090708	0.00693431539378362	0.0142675073367672	TRUE	sp|P15880|RS2_HUMAN	4	FALSE	16	2012053	2014861
TRA2A	0.206190725821589	0.184746467572527	0.195468596697058	0.00649552170093792	0.0135444735019558	TRUE	sp|Q13595|TRA2A_HUMAN	2	FALSE	7	23544399	23571660
FUS	0.173970020476688	0.215536014941513	0.194753017709101	0.00719792295119872	0.0146799744399448	TRUE	sp|P35637-2|FUS_HUMAN	5	FALSE	16	31191431	31203127
MYL10	0.207336404362835	0.18161366534919	0.194475034856012	0.00672023654433223	0.0139254534322772	TRUE	sp|Q9BUA6|MYL10_HUMAN	2	FALSE	7	101256605	101272576
LACTB	-0.0305059333796276	0.402990532249746	0.186242299435059	0.172770204948766	0.21423505413647	FALSE	sp|P83111|LACTB_HUMAN	2	FALSE	15	63413999	63434260
ACTBL2	0.175778550368172	0.191728111030191	0.183753330699181	0.00810471120413208	0.0161746382400061	TRUE	sp|Q562R1|ACTBL_HUMAN	4	FALSE	5	56775846	56778636
