gene	rep1	rep2	logFC	pvalue	FDR	significant	accession_number	unique.peptides	imputed	chrom	bp.start	bp.end
DDX46	0.457	0.328	0.3925	9.82691036913217e-07	4.25832782662394e-06	TRUE	Q7L014	7	NA	5	134094469	134190823
CAVIN1	0.442	0.334	0.388	1.29705452924724e-06	5.52842914105381e-06	TRUE	Q6NZI2	14	NA	17	40554470	40575535
ARPC1A	0.522	0.203	0.3625	5.94034000674666e-06	2.45156889167322e-05	TRUE	Q92747	2	NA	7	98923521	98985787
GSN	0.454	0.269	0.3615	6.29438634856875e-06	2.57722905610689e-05	TRUE	P06396	18	NA	9	123970072	124095121
ACTR2	0.458	0.257	0.3575	7.9238243182531e-06	3.1940997251873e-05	TRUE	P61160	13	NA	2	65454887	65498387
CTTN	0.362	0.35	0.356	8.63347265337695e-06	3.42702731279085e-05	TRUE	Q14247	6	NA	11	70244510	70282690
SNRPD3	0.526	0.172	0.349	1.28312997887568e-05	4.97931036578622e-05	TRUE	P62318	2	NA	22	24951471	25005947
PDIA6	0.354	0.333	0.3435	1.74362236568534e-05	6.71617503819539e-05	TRUE	Q15084-2	5	NA	2	10923517	10978103
RPS8	0.409	0.275	0.342	1.89436806291609e-05	7.2431720052674e-05	TRUE	P62241	10	NA	1	45240923	45244451
RPS23	0.395	0.278	0.3365	2.5607550710241e-05	9.71965428417907e-05	TRUE	P62266	5	NA	5	81569177	81574396
IGF2BP1	0.405	0.247	0.326	4.50078422487602e-05	0.000165986368576989	TRUE	Q9NZI8	2	NA	17	47074774	47133012
RPL10	0.403	0.247	0.325	4.7453886463099e-05	0.000173774795498672	TRUE	P27635	6	NA	X	153618315	153637504
ARPC1B	0.417	0.229	0.323	5.27302903225176e-05	0.000190414937275759	TRUE	O15143	9	NA	7	98971872	98992424
HDLBP	0.262	0.381	0.3215	5.7048587506771e-05	0.000203186750024117	TRUE	Q00341	5	NA	2	242166679	242256476
LDHB	0.158	0.485	0.3215	5.70485875067712e-05	0.000203186750024117	TRUE	P07195	4	NA	12	21788276	21910791
LDHA	0.07	0.559	0.3145	8.20346246008675e-05	0.000286295334177525	TRUE	P00338	7	NA	11	18415935	18429972
AP2B1	0.34	0.289	0.3145	8.20346246008678e-05	0.000286295334177525	TRUE	P63010-2	2	NA	17	33905065	34053436
FAM98A	0.257	0.369	0.313	8.85972300542352e-05	0.000303095787027647	TRUE	Q8NCA5	2	NA	2	33808725	33824449
RBM39	0.393	0.233	0.313	8.85972300542352e-05	0.000303095787027647	TRUE	Q14498	11	NA	20	34291531	34330234
PTBP1	0.084	0.539	0.3115	9.5655165829907e-05	0.000322991469036052	TRUE	P26599-3	7	NA	19	797075	812327
ARL6IP4	0.391	0.222	0.3065	0.000123224184280492	0.000405547948264911	TRUE	Q66PJ3	2	NA	12	123464607	123467456
RPS25	0.373	0.233	0.303	0.000146823378437999	0.000471284918442961	TRUE	P62851	3	NA	11	118886422	118889401
RPL27	0.37	0.234	0.302	0.000154313102249648	0.00049228719736084	TRUE	P61353	4	NA	17	41150290	41154976
VCAN	0.297	0.305	0.301	0.000162162463459788	0.000514173664628595	TRUE	P13611	3	NA	5	82767284	82878122
CAVIN3	0.374	0.224	0.299	0.000179004995309519	0.000557380823718265	TRUE	Q969G5	4	NA	11	6340176	6341740
RPS20	0.212	0.37	0.291	0.000264313095010299	0.000808487114149149	TRUE	P60866-2	3	NA	8	56979854	56987069
ARF4	0.26	0.314	0.287	0.000320110708152995	0.000956652691031943	TRUE	P18085	3	NA	3	57557090	57583947
RPS16	0.381	0.193	0.287	0.000320110708152996	0.000956652691031943	TRUE	P62249	6	NA	19	39923847	39926588
SNRPD1	0.446	0.116	0.281	0.000424877021672688	0.00122742250705443	TRUE	P62314	2	NA	18	19192228	19210417
CAPZB	0.314	0.245	0.2795	0.000455684728626123	0.00130914949660544	TRUE	B1AK88	9	NA	1	19665267	19812066
NCL	0.248	0.307	0.2775	0.000500020765463192	0.00141310216326554	TRUE	P19338	5	NA	2	232318242	232348352
S100A6	0.332	0.215	0.2735	0.000601049143735469	0.00168943543104024	TRUE	P06703	6	NA	1	153507075	153508720
RPS24	0.405	0.137	0.271	0.000673550117404219	0.00188304333897954	TRUE	P62847-4	5	NA	10	79793518	79816570
ACLY	0.274	0.266	0.27	0.000704771003136461	0.00194936660442	TRUE	P53396	6	NA	17	40023161	40086795
RPS17	0.328	0.205	0.2665	0.000824982711837286	0.00224602623118004	TRUE	P0CW22	4	NA	15	82821158	82824972
RPL6	0.334	0.194	0.264	0.000922243654243086	0.0024593164113149	TRUE	Q02878	9	NA	12	112842994	112856642
RPS15	0.382	0.137	0.2595	0.00112463911425536	0.00296859055539487	TRUE	K7ELC2	3	NA	19	1438358	1440583
RPL13A	0.455	0.064	0.2595	0.00112463911425536	0.00296859055539487	TRUE	P40429	5	NA	19	49990811	49995565
RAB11FIP5	0.324	0.188	0.256	0.00130973665858404	0.00342242744956632	TRUE	Q9BXF6	2	NA	2	73300510	73383849
DYNLL1	0.255	0.252	0.2535	0.00145879467223882	0.00373681393873983	TRUE	P63167	4	NA	12	120907653	120936296
RPS9	0.306	0.176	0.241	0.00246807615598212	0.00599719439771357	TRUE	P46781	8	NA	19	54704610	54752862
PRDX1	0.192	0.29	0.241	0.00246807615598212	0.00599719439771357	TRUE	Q06830	8	NA	1	45976708	45988719
RPS7	0.294	0.176	0.235	0.00315214084769135	0.00751886807706194	TRUE	P62081	6	NA	2	3622795	3628509
S100A11	0.155	0.312	0.2335	0.00334831239668883	0.00795033080492326	TRUE	P31949	4	NA	1	152004982	152020383
RPS3A	0.332	0.134	0.233	0.00341614063622669	0.00803797796759224	TRUE	P61247	11	NA	4	152020725	152025804
RPS26	0.312	0.15	0.231	0.00370018200175818	0.0086282270893016	TRUE	P62854	3	NA	12	56435637	56438116
TRA2A	0.262	0.199	0.2305	0.0037744787838518	0.00876218289108455	TRUE	Q13595	5	NA	7	23544399	23571660
KHDRBS1	0.146	0.312	0.229	0.00400560071641885	0.00925738832239023	TRUE	Q07666	6	NA	1	32479430	32526451
EIF3D	0.282	0.163	0.2225	0.00516340298806972	0.0116232448216288	TRUE	O15371	3	NA	22	36906897	36925483
PURA	0.389	0.05	0.2195	0.00579381313267574	0.0129303984076883	TRUE	Q00577	3	NA	5	139487362	139496321
SYNCRIP	0.17	0.261	0.2155	0.00674248381434595	0.0149832973652132	TRUE	O60506-3	18	NA	6	86318053	86353510
DBN1	0.255	0.168	0.2115	0.00782898006638669	0.0170337641611761	TRUE	Q16643-3	26	NA	5	176883609	176901402
RPS13	0.335	0.088	0.2115	0.0078289800663867	0.0170337641611761	TRUE	P62277	8	NA	11	17095936	17099334
RPS15A	0.124	0.297	0.2105	0.00812409459924835	0.0176022049650381	TRUE	P62244	3	NA	16	18792617	18801705
TXN	0.084	0.322	0.203	0.0106749887993872	0.0227499761298416	TRUE	P10599	2	NA	9	113006091	113018920
ERH	0.409	-0.00499999999999999	0.202	0.0110642614766722	0.023293182056152	TRUE	P84090	4	NA	14	69846848	69865344
RPL34	0.204	0.198	0.201	0.0114661315671421	0.0238495536596556	TRUE	P49207	4	NA	4	109541722	109551568
RPS18	0.249	0.153	0.201	0.0114661315671421	0.0238495536596556	TRUE	P62269	12	NA	6	33239787	33244287
SRSF3	0.306	0.09	0.198	0.0127508000622605	0.0261040001274624	TRUE	P84103	6	NA	6	36562145	36573377
CORO2B	0.307	0.082	0.1945	0.0144097673828277	0.0290429420119007	TRUE	Q9UQ03	6	NA	15	68871308	69020145
RPL27A	0.227	0.15	0.1885	0.0177009926634173	0.0339650043726087	TRUE	P46776	4	NA	11	8703958	8736306
RPLP0	0.228	0.145	0.1865	0.018936300005111	0.036201750009771	TRUE	P05388	6	NA	12	120634489	120639038
RPL21	0.216	0.152	0.184	0.0205862830413739	0.039211967697855	TRUE	P46778	4	NA	13	27825446	27830828
FAU	0.218	0.145	0.1815	0.0223606431196371	0.0419766585639397	TRUE	E9PR30	3	NA	11	64888100	64889945
SYNCRIP	0.139	0.223	0.181	0.0227310978714282	0.0425186003350456	TRUE	O60506	19	NA	6	86318053	86353510
ACTBL2	0.156	0.202	0.179	0.024266910552707	0.044906738389351	TRUE	Q562R1	12	NA	5	56775846	56778636
LUC7L3	0.284	0.073	0.1785	0.0246646762752917	0.0454809633445095	TRUE	J3KPP4	2	NA	17	48796905	48833574
HNRNPH1	0.224	0.128	0.176	0.0267395857196436	0.0487880160498761	TRUE	P31943	11	NA	5	179041179	179061785
RPS3	0.191	0.156	0.1735	0.0289639992988366	0.0521151544477338	TRUE	P23396	14	NA	11	75110530	75133324
SRSF7	0.267	0.076	0.1715	0.0308568487465216	0.0547630080143046	TRUE	Q16629	3	NA	2	38970741	38978636
HNRNPF	0.245	0.096	0.1705	0.031842572627219	0.0557513056099458	TRUE	P52597	5	NA	10	43881065	43904614
TJP1	0.215	0.123	0.169	0.033371878418737	0.0576524145439974	TRUE	Q07157-2	7	NA	15	29991571	30261068
PALLD	0.221	0.108	0.1645	0.0383433467000621	0.0651586283791906	TRUE	Q8WX93	9	NA	4	169418217	169849608
SEC22B	0.21	0.119	0.1645	0.0383433467000622	0.0651586283791906	TRUE	O75396	3	NA	1 (PATCHES)	227516	248095
RPL28	0.286	0.042	0.164	0.0389328595508602	0.0657308018391147	TRUE	P46779-3	6	NA	19	55896713	55914612
RPS27A	0.264	0.061	0.1625	0.0407479300084823	0.0685725682990641	TRUE	P62979	8	NA	19	18682540	18688360
RPL12	0.218	0.104	0.161	0.0426344299976758	0.0710573833294598	TRUE	P30050	5	NA	9	130209953	130213684
EIF3CL	0.187	0.132	0.1595	0.0445944830992022	0.074086681187173	TRUE	B5ME19	3	NA	16	28390900	28415200
PCBP1	0.196	0.122	0.159	0.0452645506366215	0.074960402328163	TRUE	Q15365	5	NA	2	70314585	70316332
ALDOA	0.011	0.306	0.1585	0.0459431102591107	0.075602586502334	TRUE	P04075-2	9	NA	16	30064411	30081778
RPL7A	0.148	0.156	0.152	0.0555743949677227	0.090027057268585	TRUE	P62424	11	NA	9	136215069	136218281
RPS4X	0.196	0.102	0.149	0.0605586852733233	0.0971929516732351	TRUE	P62701	12	NA	X	71475529	71497150
YWHAZ	0.125	0.172	0.1485	0.0614244838456413	0.097977704293661	TRUE	P63104	6	NA	8	101928753	101965616
CALD1	0.178	0.104	0.141	0.0756908633264925	0.117842062664	FALSE	Q05682-4	13	NA	7	134429003	134655479
CCDC80	0.237	0.042	0.1395	0.0788470609228333	0.122025213332956	FALSE	Q76M96-2	5	NA	3	112323407	112368377
RPL15	0.184	0.093	0.1385	0.081010246098287	0.125000973208039	FALSE	P61313	5	NA	3	23958036	23965183
YWHAG	0.165	0.107	0.136	0.0866300982016022	0.131334259664237	FALSE	P61981	3	NA	7	75956116	75988348
YWHAQ	0.165	0.107	0.136	0.0866300982016022	0.131334259664237	FALSE	P27348	3	NA	2	9724101	9771143
RPS4Y1	0.199	0.052	0.1255	0.113765790032009	0.169023459476128	FALSE	P22090	5	NA	Y	2709527	2800041
RPL10A	0.147	0.104	0.1255	0.113765790032009	0.169023459476128	FALSE	P62906	5	NA	6	35436185	35438562
ECI2	0.196	0.051	0.1235	0.119625555255576	0.177223044823075	FALSE	O75521	2	NA	6	4115923	4135831
PNN	0.131	0.114	0.1225	0.122643052122646	0.181177236090272	FALSE	Q9H307	3	NA	14	39644387	39652422
GPI	0.062	0.169	0.1155	0.145463520474953	0.210699249713025	FALSE	P06744-2	2	NA	19	34850385	34893061
TFPI2	0.203	0.027	0.115	0.147210725750454	0.212637714972879	FALSE	P48307	3	NA	7	93514709	93520303
CALR	0.069	0.157	0.113	0.154360782600527	0.221733720862636	FALSE	P27797	7	NA	19	13049392	13055303
EIF4A3	0.137	0.086	0.1115	0.159894751550573	0.228421073643676	FALSE	P38919	7	NA	17	78109013	78120982
ACTC1	0.093	0.127	0.11	0.165577886813573	0.234606270144572	FALSE	P68032	24	NA	15	35080297	35088340
HNRNPM	0.138	0.081	0.1095	0.167505751669674	0.236051465767562	FALSE	P52272	17	NA	19	8509651	8553998
SVIL	0.199	0.02	0.1095	0.167505751669674	0.236051465767562	FALSE	O95425-4	26	NA	10	29746267	30025710
RPL3	0.179	0.032	0.1055	0.183541481836065	0.257254907155671	FALSE	P39023	10	NA	22	39708887	39716394
RPL35A	0.189	0.00800000000000001	0.0985	0.214301786810357	0.296374811546239	FALSE	P18077	7	NA	3	197676858	197683481
HNRNPR	0.00799999999999999	0.171	0.0895	0.259107524991156	0.350874773425524	FALSE	O43390-2	14	NA	1	23630264	23670829
MAP4	0.136	0.042	0.089	0.261774764430351	0.35356591559424	FALSE	P27816	3	NA	3	47892182	48130769
YWHAB	0.074	0.098	0.086	0.278177479975615	0.369954704826905	FALSE	P31946	3	NA	20	43514317	43537173
TMOD3	0.175	-0.011	0.082	0.301118662040151	0.390478065488475	FALSE	Q9NYL9	4	NA	15	52121825	52239492
RPL11	0.158	0.005	0.0815	0.304072732615972	0.392351913052867	FALSE	P62913	3	NA	1	24018269	24022915
EZR	0	0.159	0.0795	0.316081479316631	0.404833421784847	FALSE	P15311	5	NA	6	159186773	159240444
MVP	0.139	0.012	0.0755	0.341023150077128	0.432517165951479	FALSE	Q14764	20	NA	16	29831715	29859355
HSPB1	0.087	0.058	0.0725	0.360536621129342	0.453944414012731	FALSE	P04792	8	NA	7	75931861	75933612
H3-2	0.00399999999999999	0.14	0.072	0.363855902545591	0.457017075661129	FALSE	Q5TEC6	6	NA	1	149400086	149400542
THRAP3	0.065	0.074	0.0695	0.380738323982216	0.474781603047367	FALSE	Q9Y2W1	8	NA	1	36690017	36770958
H4-16	-0.029	0.166	0.0685	0.387624257998074	0.478775805603322	FALSE	P62805	11	NA	12	14920933	14924065
CAPZA2	0.002	0.134	0.068	0.391095593637443	0.479403302702334	FALSE	P47755	3	NA	7	116451124	116562103
SART1	0.152	-0.017	0.0675	0.394585795301152	0.479403302702334	FALSE	O43290	2	NA	11	65729160	65747299
SRSF9	0.104	0.031	0.0675	0.394585795301152	0.479403302702334	FALSE	Q13242	4	NA	12	120899471	120907596
YWHAE	0.108	0.027	0.0675	0.394585795301152	0.479403302702334	FALSE	P62258	4	NA	17	1247566	1303672
MYO1C	0.096	0.034	0.065	0.412318441690225	0.497460764916281	FALSE	O00159-2	18	NA	17	1367392	1396106
RPS5	0.104	0.022	0.063	0.42683992278408	0.511421105639912	FALSE	P46782	6	NA	19	58897767	58906173
DDX3X	0.021	0.102	0.0615	0.437924605435596	0.518726184115056	FALSE	O00571	16	NA	X	41192651	41223725
MSN	-0.038	0.161	0.0615	0.437924605435596	0.518726184115056	FALSE	P26038	7	NA	X	64808257	64961791
PCBP3	0.038	0.083	0.0605	0.445405744987695	0.524006758809053	FALSE	P57721	5	NA	21	47063608	47362368
